EX401
Date:,2025/01/17
Time:,11:10:46
Type:,ShareSpace
Description:,""
Notes:,""

TRAJECTORIES
100.000000,Hz
Field#,HEAD_X,HEAD_Y,HEAD_Z,PELVIS_X,PELVIS_Y,PELVIS_Z
1678,-415.925903,255.348755,509.326538,68.937950,424.014709,80.858810
1679,-415.889221,255.163040,508.875610,69.175751,424.128265,81.056900
1680,-415.687195,255.117966,508.042725,69.405197,424.334808,81.137482
1681,-415.649994,254.718582,507.797394,69.549316,424.520782,81.230377
1682,-415.524597,254.466904,507.662933,69.619186,424.528870,81.401718
1683,-415.503845,254.270828,507.486664,69.667641,424.593262,81.617233
1684,-415.279877,253.950363,507.237732,69.695518,424.737305,81.761169
1685,-415.018585,253.603531,506.981781,69.759674,424.754059,82.053482
1686,-414.948578,253.304260,506.524261,69.876518,424.770355,82.273331
1687,-414.892792,253.028000,506.034943,69.955620,424.818542,82.412460
1688,-414.779968,252.637863,505.622437,70.049644,424.872620,82.494743
1689,-414.539581,252.277237,505.279541,70.056252,424.919098,82.609276
1690,-414.460266,252.179398,504.975586,70.137001,424.980774,82.679054
1691,-414.240814,252.137329,504.364258,70.084618,425.090118,82.644012
1692,-414.191925,251.782349,503.676025,70.099785,425.108185,82.709747
1693,-414.232117,251.105377,503.400665,70.101234,425.097778,82.721634
1694,-414.244232,250.763992,503.198212,70.110001,425.117279,82.757355
1695,-414.351807,250.503784,503.038635,70.092873,425.118195,82.808418
1696,-414.320953,250.072693,502.778992,70.094238,425.114471,82.828690
1697,-414.288879,249.548828,502.299500,70.102028,425.098419,82.854698
1698,-414.224579,249.267761,501.714111,70.094894,425.111694,82.831154
1699,-414.032532,249.070160,501.304810,70.085640,425.096741,82.789642
1700,-413.980560,248.770538,500.970032,70.085403,425.096497,82.788040
1701,-413.838898,248.387894,500.607330,70.030334,425.165009,82.761887
1702,-413.760773,248.034790,500.318604,70.028343,425.149048,82.722023
