EX302
Date:,2025/01/17
Time:,11:36:53
Type:,ShareSpace
Description:,""
Notes:,""

TRAJECTORIES
100.000000,Hz
Field#,HIP_R_X,HIP_R_Y,HIP_R_Z,KNE_R_X,KNE_R_Y,KNE_R_Z,HIP_L_X,HIP_L_Y,HIP_L_Z,KNE_L_X,KNE_L_Y,KNE_L_Z
1481,124.358223,599.111389,132.115723,-163.196808,613.585327,396.062439,128.003616,225.468246,114.993378,-170.633911,186.326309,385.074036
1482,124.242050,599.211060,131.400009,-162.798508,613.771362,395.962280,127.927475,225.706345,114.022804,-170.107452,186.448288,384.948608
1483,123.922539,599.495422,130.324432,-162.394577,614.038818,395.805634,127.804810,225.840637,113.043114,-169.459076,186.529694,384.755707
1484,123.635612,599.640808,129.170319,-161.883194,614.422485,395.720306,127.879135,225.949875,112.368744,-168.986130,186.574875,384.652344
1485,123.306328,599.675903,128.269150,-161.425903,614.760498,395.578003,127.613747,225.901672,111.308556,-168.457123,186.772903,384.554657
1486,122.900658,599.938904,127.106392,-161.091553,615.043152,395.433411,127.555000,225.946136,110.316696,-167.727783,186.783478,384.416351
1487,122.298935,600.089783,126.179016,-160.851501,615.308289,395.224548,127.433769,225.745880,109.267929,-166.859589,186.596893,384.258453
1488,121.884155,600.155334,125.327896,-160.620102,615.546387,395.038055,127.205971,225.394562,108.097061,-166.125534,186.480515,384.228668
1489,121.164726,600.118896,124.292404,-160.182343,615.957886,394.778992,126.634026,225.054855,106.994034,-165.699554,186.476456,384.223114
1490,120.299461,599.919983,123.025513,-159.658432,616.449707,394.521545,126.171799,224.821915,105.253700,-164.903748,186.406998,384.241638
1491,119.800850,599.794922,122.029167,-159.189636,616.941956,394.541992,125.636940,224.565018,103.585876,-163.794540,186.427612,383.837585
1492,119.394135,599.993042,121.070831,-158.740738,617.129761,394.412720,125.001030,224.643417,101.385361,-163.340195,186.359406,383.535004
1493,118.768768,600.125183,119.852959,-158.182831,617.441162,394.390137,124.327980,224.795898,99.057640,-162.610062,185.863022,383.092651
1494,118.313286,600.347534,118.841309,-157.529587,617.832581,394.276978,123.341293,224.705765,97.132515,-161.647751,184.995270,382.382965
1495,117.740852,600.438171,117.701118,-156.721893,618.326782,394.202972,122.395218,224.971207,95.084290,-161.106842,184.104309,382.094147
1496,117.132248,600.532471,116.253181,-155.953140,618.942322,394.209198,121.193695,225.240692,92.958939,-160.654129,183.594482,381.485870
1497,116.692696,600.564819,114.943985,-155.385544,619.576538,393.886902,120.228493,225.600555,90.927246,-159.761292,182.506424,380.951752
1498,116.018661,600.525757,113.654488,-155.091721,620.121582,393.744507,119.415230,225.540863,89.349274,-159.187469,181.410751,380.779327
1499,115.503075,600.775757,112.482262,-154.902908,620.535767,393.635437,118.626411,225.623138,87.923035,-158.940247,180.540726,380.416382
1500,114.954262,600.987671,111.542778,-154.558441,620.902466,393.396027,117.752861,225.571686,86.870102,-158.255844,179.695724,380.110687
1501,114.215820,601.048401,110.099106,-154.157928,621.149902,393.134827,117.084915,225.378616,85.984200,-157.754395,178.595078,379.839355
1502,113.571152,601.144958,108.954475,-153.873566,621.331604,393.029907,116.696754,225.319595,85.423943,-157.461227,177.777634,379.686615
1503,112.659554,601.320679,107.921097,-153.633896,621.195557,392.827911,116.414284,225.205582,84.982559,-157.233719,177.201675,379.617706
1504,111.758087,601.444702,106.809601,-153.519485,621.037842,392.806244,116.201073,224.980576,84.772301,-157.101013,176.654984,379.553650
1505,111.152534,601.572998,106.147789,-153.427597,620.840149,392.836945,116.110741,224.614731,84.593544,-156.909515,176.252029,379.528503
1506,110.164429,601.467651,105.207222,-153.378433,620.673279,392.941254,116.174713,224.184265,84.418999,-156.641174,176.088547,379.589172
1507,109.038422,601.171448,104.218979,-153.082108,620.252686,392.728394,116.319984,223.645035,84.284821,-156.162094,176.002625,379.370331
1508,108.222771,601.161316,103.410622,-152.858826,619.951050,392.692383,116.484085,223.253525,84.110611,-155.719025,176.147202,379.389740
1509,107.149704,600.973755,102.298569,-152.540955,619.631104,392.606842,116.411171,222.955231,83.672203,-155.231537,176.484909,379.225128
1510,106.012291,600.648926,101.049141,-152.170364,619.155457,392.536163,116.312096,222.415619,82.644066,-154.831177,176.927490,379.115417
1511,105.322815,600.704407,99.975822,-151.703018,618.640869,392.522034,115.992844,221.952637,81.518784,-154.521851,177.662552,379.181732
1512,104.411476,600.740479,98.456398,-150.991852,617.736633,392.418335,115.599854,221.355682,80.274879,-154.116547,178.912781,379.295563
1513,103.382416,600.679260,97.122597,-150.520370,616.642761,392.190582,115.005775,221.216110,78.740051,-153.683578,180.193741,379.185669
1514,102.616013,600.596619,95.671242,-150.173538,615.518188,392.279968,114.326103,221.078751,77.410530,-153.333221,181.128922,378.873657
1515,101.926216,600.552856,94.576241,-149.850967,614.232666,392.436401,113.559273,220.892654,76.001892,-153.184662,182.700577,378.895660
1516,101.157127,600.247253,93.796410,-149.642822,612.699036,392.383636,112.491913,220.793610,75.080383,-153.202255,183.913147,378.941315
1517,100.398170,599.875305,93.099609,-149.293549,611.418640,392.641022,111.370728,220.678619,74.180489,-153.532471,185.187317,378.988678
1518,99.811577,599.763916,92.679482,-148.827042,609.892029,392.434265,110.474899,220.503174,73.029236,-153.770874,186.427429,379.162354
1519,99.148361,599.558472,92.211205,-148.651138,608.346802,392.650635,109.455704,220.601547,72.240921,-153.734360,187.654739,379.251251
1520,98.310555,599.135132,91.509567,-148.343918,606.600647,392.859741,108.205772,220.528534,71.337479,-153.802704,188.894287,379.171844
1521,97.888680,599.257202,91.018250,-147.741104,605.098999,392.738525,106.892052,220.234619,69.967209,-153.854706,189.821854,378.976929
1522,97.021637,599.241516,90.009315,-146.929520,603.464417,392.464203,105.938850,220.026657,69.094589,-153.707916,190.722839,378.811920
1523,95.996300,599.492981,89.034508,-146.183762,602.056580,392.486969,104.520187,219.510773,67.594475,-153.413010,191.716232,378.823364
1524,94.924934,599.418213,87.564903,-145.543854,600.558044,392.245209,103.228813,219.446991,66.330849,-153.271271,192.756073,378.859863
1525,94.044815,599.718811,86.116158,-145.046585,599.182983,392.237274,101.966469,219.051010,64.907425,-153.277649,193.538834,378.793488
1526,93.004379,599.989929,85.107819,-144.997391,598.038269,392.481598,100.728539,218.692490,63.930912,-153.375000,194.109421,378.673035
1527,91.634125,600.093933,84.259438,-144.919296,596.983887,392.645203,99.507187,218.454102,63.203644,-153.565536,194.643265,378.714996
1528,90.641655,599.967407,83.789703,-145.120209,596.006348,392.552948,98.474037,217.945862,62.730324,-153.723923,195.329773,378.950165
1529,89.935013,599.935425,83.722816,-145.523010,595.175903,392.588135,97.731392,217.572968,62.574665,-154.012665,196.300217,379.244873
1530,89.045769,599.825012,84.025352,-146.212051,594.507324,392.956696,97.180000,217.175964,62.905968,-154.720993,197.193329,379.699829
1531,88.347862,599.487976,84.470711,-146.998138,593.676331,393.246033,96.587471,216.869156,63.365879,-155.125214,197.782547,379.900238
1532,87.654037,599.145447,85.011490,-147.817017,593.067261,393.383392,96.195641,216.684830,63.499363,-155.253723,199.033035,379.853333
1533,87.256302,598.648010,85.345932,-148.475113,592.650330,393.558441,95.703056,216.489929,63.794941,-155.952881,199.970703,380.424713
1534,86.663689,597.858704,85.679855,-149.208725,592.235107,393.602692,95.382156,216.370834,63.961056,-156.345993,201.036316,380.530487
1535,86.455223,597.406982,86.003136,-150.084869,591.844177,393.800232,95.159622,216.297974,64.062233,-156.684769,202.212677,380.250916
1536,86.060051,596.882813,86.604538,-150.739059,591.545288,393.993988,95.015144,216.263519,64.015015,-156.966446,203.000168,380.456146
1537,85.839767,596.552612,87.036644,-151.226639,591.218933,394.048492,94.794106,216.094803,63.993042,-157.459137,203.966385,380.814178
1538,85.380630,596.503723,87.568939,-151.756409,591.000305,394.201294,94.613281,215.962357,63.923115,-157.849686,205.103302,380.976929
1539,85.321144,596.246887,87.450851,-152.066666,590.788086,394.203918,94.490097,215.872223,63.921852,-158.042740,206.002090,380.876678
1540,84.983566,596.329834,87.695580,-152.276016,590.690308,394.234589,94.347954,215.858444,63.830162,-157.933380,206.920746,381.170471
1541,84.917900,596.180481,87.337830,-152.409180,590.581360,394.274048,94.103676,215.846512,63.723026,-157.892746,207.964447,381.468231
1542,84.791412,596.225220,87.238037,-152.384552,590.471619,394.282867,93.751907,215.818863,63.472202,-158.026917,209.079529,381.488129
1543,84.686722,596.380310,87.064285,-152.325653,590.340210,394.268738,93.435959,215.800522,63.234882,-157.973236,210.047638,381.537567
1544,84.475548,596.540344,86.716263,-152.112701,590.227295,394.207306,93.201683,215.751984,63.198444,-158.191498,210.758942,381.594879
1545,84.343910,596.672119,86.391838,-151.926620,590.093506,394.104523,92.916382,215.807632,63.127426,-158.236191,211.600159,381.684296
1546,84.334351,596.903809,86.121872,-151.640945,589.944336,393.989624,92.624725,215.968658,63.080189,-158.059326,212.402710,381.584686
1547,84.262604,597.158264,85.801613,-151.382187,589.847778,393.947510,92.484596,216.305923,63.045975,-158.480026,213.265701,381.814484
1548,84.092384,597.584595,85.342682,-151.095703,589.754333,393.820953,92.321487,216.772858,63.031490,-158.432953,213.939713,381.863892
1549,84.040863,597.896912,85.020882,-150.709061,589.698181,393.741638,92.224129,217.256912,63.035866,-158.419510,214.490555,381.902710
1550,84.085770,598.263184,84.699692,-150.331207,589.619202,393.654846,92.143349,217.696625,63.056320,-158.448013,215.159317,382.040131
1551,84.112015,598.698975,84.343842,-149.982849,589.531616,393.559937,92.066437,218.067444,63.345634,-158.434296,215.775177,382.156494
1552,84.204025,599.014160,83.944473,-149.674530,589.392029,393.443237,92.076050,218.424911,63.747063,-158.469666,216.192795,382.194366
1553,84.369041,599.385742,83.631630,-149.410385,589.187866,393.401001,92.044662,218.744888,63.942070,-158.430283,216.497513,382.194824
1554,84.485603,599.642578,83.450417,-149.178909,589.077881,393.348022,92.020401,219.044647,64.209244,-158.558823,216.711670,382.260651
1555,84.564140,599.947144,83.303123,-149.000519,588.990417,393.311371,92.021431,219.442123,64.456833,-158.691711,217.052856,382.308868
1556,84.704254,600.292175,83.255630,-148.818100,588.967224,393.246826,92.037544,219.724930,64.671921,-158.755356,217.318832,382.348267
1557,84.859276,600.707397,83.297386,-148.678558,589.028931,393.258698,92.047333,219.904465,64.852371,-158.870651,217.568314,382.429504
1558,85.022728,601.006897,83.320351,-148.596146,589.126099,393.210815,92.029800,220.116577,64.954063,-158.912491,217.811584,382.480103
1559,85.189484,601.228699,83.334305,-148.455078,589.327881,393.177429,92.032021,220.301819,64.990295,-158.986908,217.922974,382.524841
1560,85.279327,601.442200,83.389114,-148.392624,589.572510,393.239014,91.999290,220.487198,64.950813,-158.996552,218.008240,382.500641
1561,85.305099,601.618164,83.364380,-148.301682,589.913391,393.199402,91.942078,220.562881,64.964104,-159.047012,218.069321,382.510254
1562,85.326889,601.738831,83.363815,-148.220764,590.319702,393.181366,91.866104,220.666916,64.868637,-159.040787,218.116653,382.477142
1563,85.351967,601.821106,83.309570,-148.171509,590.903748,393.191162,91.749084,220.637863,64.782074,-159.027588,218.114090,382.451935
1564,85.354088,601.906738,83.260246,-148.093002,591.402649,393.196503,91.512802,220.714233,64.603706,-158.999405,218.038940,382.456421
1565,85.387657,601.982666,83.215240,-148.028214,591.826843,393.144135,91.384171,220.686951,64.403694,-158.960022,217.983322,382.419983
1566,85.389427,602.091492,83.101318,-148.031570,592.455872,393.019135,91.171646,220.741928,64.213692,-158.952988,217.902496,382.397888
1567,85.402626,602.159729,82.959717,-147.998886,593.052734,392.850891,90.986870,220.761810,64.020256,-158.942871,217.796494,382.343079
1568,85.410027,602.211365,82.808716,-148.018356,593.570007,392.874878,90.666351,220.727173,63.763828,-158.938766,217.642685,382.318085
1569,85.476723,602.245972,82.684273,-147.671722,594.513672,392.744293,90.469353,220.774414,63.538456,-158.856689,217.472534,382.278107
1570,85.447235,602.277222,82.481316,-147.395599,595.278015,392.644379,90.326805,220.689056,63.412632,-158.792664,217.289780,382.235840
1571,85.475250,602.269287,82.351509,-147.280426,595.946411,392.615082,90.213860,220.654663,63.330112,-158.798752,217.110855,382.201477
1572,85.479599,602.283875,82.182838,-147.338165,596.407959,392.420135,90.159546,220.569702,63.291080,-158.770844,216.920441,382.254578
1573,85.496208,602.257446,82.030029,-147.226318,597.048584,392.250885,90.111504,220.536911,63.265903,-158.755356,216.676086,382.265076
1574,85.475754,602.265503,81.770958,-146.936295,597.705200,392.030975,90.075302,220.498001,63.253002,-158.748077,216.458862,382.323029
1575,85.489601,602.276917,81.522232,-146.626678,598.276062,391.990082,90.074852,220.497238,63.253345,-158.749084,216.215500,382.340210
1576,85.505684,602.268677,81.315147,-146.403122,598.729065,391.983704,90.110519,220.510620,63.279804,-158.784378,215.872055,382.377106
1577,85.474716,602.343933,81.073395,-146.233398,599.201050,391.920898,90.107071,220.530731,63.329681,-158.704178,215.443161,382.395203
1578,85.457848,602.390015,80.861778,-146.081009,599.695374,391.772095,90.158089,220.514969,63.322235,-158.750854,214.907242,382.352692
1579,85.384476,602.580078,80.857315,-145.911804,600.129028,391.638733,90.224022,220.567291,63.349987,-158.820374,214.428635,382.221344
1580,85.511124,602.486816,80.475746,-145.792587,600.489075,391.674835,90.281479,220.558105,63.361015,-158.774231,214.109238,382.078308
1581,85.490456,602.496277,80.300194,-145.701172,600.859680,391.725037,90.339157,220.560043,63.322048,-158.745590,213.598938,382.190826
1582,85.428406,602.616028,80.361984,-145.611542,601.297546,391.702576,90.376602,220.479126,63.272934,-158.694122,213.099472,382.202026
1583,85.516838,602.636719,80.205795,-145.555847,601.632202,391.651642,90.397339,220.448563,63.185066,-158.364090,212.510651,382.065369
1584,85.559288,602.689026,80.129097,-145.417923,601.959412,391.569794,90.454224,220.374878,63.080826,-158.240784,212.072357,382.098480
1585,85.674950,602.717529,80.069054,-145.368256,602.341553,391.552643,90.475006,220.349396,62.981895,-157.961578,211.589706,382.028259
1586,85.757584,602.760315,80.035088,-145.303513,602.704773,391.528595,90.509193,220.276352,62.889935,-157.890335,211.029236,382.090576
1587,86.011810,602.890625,80.054459,-145.236160,603.005371,391.467407,90.575760,220.253357,62.768391,-157.791412,210.593918,382.063416
1588,86.070641,602.790833,79.921928,-145.175140,603.268921,391.414093,90.647568,220.239471,62.599125,-157.532318,210.147598,381.905334
1589,86.140755,602.785889,79.948212,-145.101486,603.579041,391.423309,90.736107,220.281982,62.433044,-157.484085,209.711960,381.978241
1590,86.220963,602.832886,79.970779,-145.062515,603.867798,391.426636,90.758476,220.309631,62.225101,-157.357544,209.287125,381.913300
1591,86.278694,602.857727,79.971550,-145.022430,604.100952,391.454346,90.789421,220.393005,62.003826,-156.955124,208.647675,381.702606
1592,86.382591,602.851624,80.031174,-145.013153,604.248108,391.467865,90.853661,220.394272,61.784397,-156.595566,207.994949,381.669800
1593,86.358177,602.831543,80.023659,-145.008118,604.366638,391.466003,90.902077,220.374329,61.639637,-156.190247,207.568497,381.510712
1594,86.354401,602.764954,79.970932,-145.026260,604.459290,391.467590,90.973648,220.415680,61.486546,-156.040604,207.221786,381.578888
1595,86.328247,602.749023,79.994476,-145.046341,604.533447,391.466339,91.101044,220.428421,61.348312,-155.947784,206.929657,381.509949
1596,86.286148,602.687683,79.954681,-145.069092,604.577454,391.421082,91.137558,220.355392,61.255333,-155.784271,206.481400,381.413849
1597,86.237839,602.636780,79.930565,-145.073746,604.621765,391.437622,91.218674,220.293121,61.178654,-155.442932,205.942627,381.231903
1598,86.247513,602.689758,80.084663,-145.135849,604.590027,391.417633,91.301193,220.185364,61.109482,-155.324036,205.368713,381.254639
1599,86.147942,602.625732,80.114197,-145.192612,604.598877,391.438904,91.390427,220.049118,61.073513,-155.131165,204.913025,381.268707
1600,85.961472,602.448303,80.050407,-145.237076,604.572571,391.455200,91.431366,219.937302,61.048050,-155.048019,204.734879,381.205048
1601,85.879768,602.408569,80.107353,-145.265335,604.506897,391.463531,91.460533,219.815735,60.984169,-154.953476,204.469879,381.121552
1602,85.830620,602.335632,80.161613,-145.351730,604.431641,391.467529,91.534782,219.724487,60.944363,-154.793808,204.223846,381.005249
1603,85.770859,602.275208,80.285622,-145.425018,604.318359,391.500702,91.635391,219.583084,60.918449,-154.683334,203.953278,380.979706
1604,85.759216,602.163940,80.316002,-145.553421,604.233643,391.539032,91.770058,219.477005,60.885612,-154.567383,203.801208,380.957794
1605,85.746948,602.081604,80.453125,-145.663437,604.039063,391.548889,91.833801,219.389038,60.817871,-154.459778,203.673187,380.909637
1606,85.752045,602.029175,80.528732,-145.730240,603.858765,391.553619,91.877792,219.331161,60.715218,-154.195755,203.359909,381.020874
1607,85.778786,601.966187,80.620407,-145.830261,603.618042,391.526215,91.922333,219.270706,60.645954,-154.083725,203.317612,380.865906
1608,85.742950,601.865723,80.737190,-145.960373,603.377869,391.546692,91.914490,219.180832,60.554119,-154.001770,203.015396,380.930725
1609,85.718323,601.815979,80.845642,-146.101746,603.132324,391.538269,91.908821,219.107315,60.427986,-153.924606,202.817764,380.925110
1610,85.726463,601.766968,80.947075,-146.193115,602.904114,391.591858,91.976357,218.979141,60.313480,-153.905685,202.653595,380.879517
1611,85.734138,601.693604,81.027512,-146.288528,602.681641,391.612366,92.005669,218.827286,60.196930,-153.821777,202.576675,380.778992
1612,85.717934,601.623657,81.141708,-146.345749,602.446411,391.586212,92.053238,218.695648,60.112518,-153.760269,202.454575,380.690430
1613,85.689758,601.622742,81.196930,-146.360626,602.125793,391.613403,92.076653,218.654587,60.035316,-153.682419,202.356796,380.673615
1614,85.653282,601.566223,81.306824,-146.399460,601.927124,391.689758,92.080261,218.626740,60.016747,-153.658371,202.247345,380.688538
1615,85.608597,601.521851,81.371346,-146.442261,601.636536,391.741455,92.093704,218.596390,59.936871,-153.617020,202.176651,380.654144
1616,85.548225,601.436646,81.469620,-146.619568,601.235413,391.747437,92.108070,218.533981,59.977375,-153.581329,202.115356,380.644073
1617,85.474220,601.351807,81.570778,-146.772980,600.872192,391.772949,92.163780,218.577423,59.889797,-153.576263,202.093124,380.627350
1618,85.416801,601.303955,81.595261,-146.885986,600.580383,391.803589,92.138283,218.527176,59.895725,-153.556259,202.053467,380.642120
1619,85.400856,601.249207,81.684036,-146.962967,600.342590,391.940094,92.178673,218.511734,59.914978,-153.517563,202.080414,380.628693
1620,85.355652,601.079773,81.581711,-147.051025,600.069580,392.042755,92.196022,218.492813,59.884563,-153.499496,202.061020,380.634613
1621,85.302414,601.058105,81.713692,-147.130951,599.811218,392.102814,92.215401,218.504333,59.853287,-153.494705,202.073761,380.654236
1622,85.197189,601.023132,81.762390,-147.204758,599.531189,392.185699,92.244637,218.451767,59.851749,-153.466812,202.055649,380.626038
1623,85.139984,600.994385,81.850487,-147.323410,599.260986,392.165863,92.255768,218.416000,59.876297,-153.440628,202.048859,380.667389
1624,85.065788,600.980652,81.913971,-147.360809,598.969543,392.170227,92.261040,218.401901,59.872581,-153.434479,202.079926,380.605316
1625,85.008469,600.946106,81.993835,-147.487442,598.652466,392.200043,92.266525,218.399704,59.882797,-153.397217,202.101791,380.646576
1626,84.947235,600.889648,82.000877,-147.634094,598.271301,392.153137,92.318756,218.402756,59.820484,-153.391891,202.096268,380.638916
1627,84.885818,600.854675,82.054237,-147.765213,597.969421,392.134705,92.325958,218.401245,59.828362,-153.364792,202.111053,380.640717
1628,84.871269,600.846863,82.084114,-147.819321,597.730164,392.169830,92.325279,218.400558,59.830074,-153.330673,202.146622,380.658752
1629,84.873741,600.841797,82.133812,-147.893814,597.549316,392.207520,92.376488,218.346924,59.856384,-153.294724,202.165405,380.651428
1630,84.830299,600.829224,82.171371,-147.914139,597.342529,392.216461,92.387901,218.362900,59.880417,-153.259338,202.176468,380.666748
1631,84.804634,600.805237,82.167831,-147.929474,597.183960,392.209442,92.387573,218.364059,59.880322,-153.232132,202.156082,380.699036
1632,84.799622,600.752380,82.202744,-147.908203,597.052612,392.185150,92.410103,218.433914,59.860615,-153.202316,202.186844,380.709534
1633,84.786186,600.743591,82.232094,-147.913147,596.957703,392.193756,92.405830,218.420822,59.841957,-153.194229,202.191620,380.700562
1634,84.743172,600.720032,82.196281,-147.943176,596.855591,392.244965,92.427757,218.371078,59.869118,-153.158890,202.145721,380.713715
1635,84.775261,600.710571,82.244934,-147.971649,596.730286,392.309143,92.438660,218.363602,59.847511,-153.146515,202.120209,380.713623
1636,84.759628,600.741089,82.271637,-147.978546,596.629517,392.301880,92.454361,218.376648,59.811230,-153.147552,202.101730,380.720001
1637,84.746376,600.708618,82.300369,-147.980484,596.522644,392.291138,92.477348,218.329224,59.836998,-153.102982,202.035355,380.721222
1638,84.706413,600.707947,82.296509,-147.963745,596.469849,392.290283,92.457939,218.316360,59.870998,-153.117722,202.021118,380.723419
1639,84.705696,600.710144,82.313965,-147.990067,596.385803,392.278656,92.486931,218.321136,59.816547,-153.107758,202.021118,380.702576
1640,84.700485,600.700073,82.310165,-148.020874,596.354309,392.294891,92.488319,218.322586,59.813332,-153.083405,201.969360,380.711792
1641,84.711014,600.685608,82.328857,-148.004425,596.326416,392.312866,92.495422,218.291214,59.832150,-153.096619,201.953094,380.723907
1642,84.700798,600.699524,82.310303,-148.051361,596.297607,392.370575,92.495476,218.289948,59.833427,-153.072433,201.937164,380.701965
1643,84.700356,600.721191,82.367180,-148.054230,596.236450,392.329468,92.510315,218.315186,59.793777,-153.042542,201.939194,380.677917
1644,84.686935,600.714172,82.397919,-148.055283,596.238220,392.322083,92.528969,218.284988,59.833328,-153.062729,201.893097,380.688843
1645,84.687569,600.687378,82.389839,-148.055328,596.238953,392.322540,92.517952,218.314651,59.813587,-153.018600,201.875290,380.633057
1646,84.704170,600.679199,82.363174,-148.060944,596.246765,392.327911,92.568207,218.300888,59.795025,-153.013718,201.853409,380.647522
1647,84.716446,600.684692,82.364296,-148.067551,596.276123,392.313477,92.526108,218.295258,59.767109,-153.028397,201.784561,380.728363
1648,84.705841,600.653198,82.355148,-148.074615,596.288208,392.309113,92.532333,218.277451,59.788925,-152.978149,201.838699,380.678711
1649,84.705254,600.652100,82.354324,-148.048721,596.326416,392.331177,92.568542,218.299500,59.795921,-152.968384,201.831573,380.638397
1650,84.687782,600.664795,82.330429,-148.032104,596.366882,392.277039,92.563148,218.259293,59.785248,-152.946228,201.809982,380.628143
1651,84.688179,600.638672,82.321625,-148.025345,596.422729,392.285767,92.561752,218.271271,59.791386,-152.955505,201.817215,380.626343
1652,84.686272,600.624084,82.297211,-148.009857,596.477295,392.288391,92.555565,218.258469,59.766521,-152.958435,201.805527,380.644684
1653,84.715149,600.650696,82.250778,-148.044327,596.561523,392.281006,92.569633,218.271790,59.808029,-152.958511,201.805069,380.645264
1654,84.723030,600.652832,82.255127,-147.999908,596.658997,392.246033,92.580940,218.255707,59.816193,-152.985504,201.819931,380.630035
1655,84.677315,600.695923,82.176353,-148.005219,596.740967,392.218781,92.569321,218.299164,59.796280,-152.999969,201.814545,380.648529
1656,84.653938,600.749329,82.216507,-147.964447,596.843567,392.222443,92.546989,218.339493,59.797604,-152.989670,201.825424,380.644745
1657,84.650452,600.771606,82.167397,-147.970642,596.909546,392.197235,92.549957,218.339035,59.802799,-152.990692,201.828995,380.673676
1658,84.663185,600.804321,82.144356,-147.966507,597.009583,392.184021,92.546875,218.339203,59.798298,-152.981552,201.836670,380.662750
1659,84.675713,600.810730,82.146645,-147.951447,597.086365,392.194916,92.517342,218.345337,59.800510,-152.997849,201.847412,380.641052
1660,84.695717,600.854980,82.098312,-147.984604,597.157227,392.165283,92.516495,218.345383,59.800674,-153.020065,201.856476,380.699371
1661,84.719978,600.870850,82.081604,-147.916885,597.230713,392.153900,92.516914,218.345352,59.800644,-153.056335,201.885620,380.721100
1662,84.722046,600.871277,82.033554,-147.899979,597.333862,392.153625,92.494942,218.392929,59.771645,-153.071304,201.883255,380.704193
1663,84.774780,600.923218,81.977989,-147.833237,597.411438,392.138702,92.458466,218.377930,59.813885,-153.078247,201.868805,380.729248
1664,84.838593,600.973389,81.949394,-147.792816,597.510132,392.137756,92.493462,218.411835,59.826843,-153.063583,201.910004,380.710999
1665,84.864594,600.999573,81.910133,-147.752563,597.631958,392.095184,92.462975,218.434509,59.837482,-153.120377,201.917114,380.741119
1666,84.921967,600.998840,81.859238,-147.638275,597.730774,392.085480,92.434769,218.454224,59.849239,-153.120590,201.917099,380.740326
1667,84.930817,601.025879,81.825584,-147.603607,597.846863,392.016205,92.446312,218.459778,59.862114,-153.110046,202.004578,380.730743
1668,85.000565,601.065674,81.766243,-147.504501,597.962280,392.006165,92.442291,218.521652,59.845425,-153.098999,202.048660,380.741913
1669,85.026527,601.082336,81.714455,-147.369461,598.127563,391.989258,92.423126,218.512466,59.873257,-153.104965,202.094666,380.733459
1670,85.038292,601.098633,81.697807,-147.303604,598.267212,391.978210,92.435715,218.525162,59.834908,-153.126953,202.120468,380.756317
1671,85.095787,601.129028,81.644676,-147.221069,598.458435,392.000977,92.424629,218.515503,59.881710,-153.113983,202.218399,380.762177
1672,85.139542,601.187866,81.642403,-147.127808,598.630920,391.965698,92.423882,218.514053,59.884697,-153.119293,202.272125,380.778046
1673,85.160416,601.209595,81.612617,-147.091614,598.785583,391.992218,92.424088,218.514450,59.883797,-153.098221,202.325348,380.785767
1674,85.184769,601.258362,81.574844,-147.048965,598.927368,391.970215,92.429718,218.511337,59.894035,-153.097122,202.403275,380.803986
1675,85.182388,601.265198,81.525803,-147.056244,599.086731,391.974243,92.406448,218.551270,59.889931,-153.133469,202.485001,380.804413
1676,85.249863,601.317200,81.491608,-147.031570,599.242920,392.010559,92.430771,218.524246,59.930077,-153.144043,202.548920,380.798767
1677,85.258598,601.356812,81.470581,-147.022324,599.355042,392.003876,92.446404,218.535889,59.975441,-153.146042,202.601212,380.793976
1678,85.241081,601.345825,81.354652,-146.996780,599.473450,391.996826,92.409134,218.590073,59.998852,-153.131042,202.729645,380.823914
1679,85.279427,601.386169,81.374222,-146.943893,599.637573,391.964478,92.396667,218.607864,59.992279,-153.185760,202.777496,380.858917
1680,85.260437,601.430298,81.306816,-146.922745,599.758606,391.936157,92.398911,218.619202,60.112946,-153.182709,202.863174,380.875031
1681,85.291504,601.436035,81.292168,-146.856659,599.857178,391.863129,92.396706,218.645447,60.110382,-153.221069,202.949112,380.863281
1682,85.245430,601.461670,81.221802,-146.824265,599.998413,391.821259,92.385475,218.692352,60.200653,-153.214752,203.042328,380.899414
1683,85.197708,601.556213,81.329758,-146.834152,600.095093,391.836212,92.352867,218.699036,60.234138,-153.273956,203.147293,380.873169
1684,85.239502,601.573425,81.322105,-146.786011,600.192993,391.776489,92.338936,218.733063,60.251427,-153.284836,203.252594,380.858521
1685,85.236824,601.581543,81.216499,-146.777130,600.273682,391.725769,92.333305,218.781403,60.245697,-153.353302,203.334167,380.851746
1686,85.235733,601.580444,81.212418,-146.728058,600.346497,391.709839,92.374046,218.842773,60.324627,-153.386292,203.429367,380.815765
1687,85.266647,601.628113,81.185913,-146.671509,600.441528,391.665009,92.353935,218.832382,60.341335,-153.447113,203.511124,380.803162
1688,85.307472,601.657532,81.167938,-146.655746,600.552246,391.634491,92.340874,218.898178,60.398258,-153.447098,203.614227,380.802307
1689,85.288551,601.674377,81.089104,-146.601425,600.648193,391.581726,92.345932,218.963272,60.462673,-153.438232,203.672897,380.810242
1690,85.334122,601.687134,81.076836,-146.589111,600.786011,391.617035,92.322456,219.018051,60.463917,-153.469116,203.715256,380.810822
1691,85.364609,601.708374,81.028809,-146.556152,600.897766,391.598267,92.347206,219.034393,60.508923,-153.494217,203.736160,380.829163
1692,85.346886,601.720764,81.002930,-146.484573,601.041443,391.603546,92.365524,219.049622,60.556561,-153.772476,203.875534,380.944977
