EX302
Date:,2025/01/17
Time:,11:36:53
Type:,ShareSpace
Description:,""
Notes:,""

TRAJECTORIES
100.000000,Hz
Field#,HIP_R_X,HIP_R_Y,HIP_R_Z,KNE_R_X,KNE_R_Y,KNE_R_Z,HIP_L_X,HIP_L_Y,HIP_L_Z,KNE_L_X,KNE_L_Y,KNE_L_Z
1224,86.087654,604.187500,83.283508,-147.515991,595.846252,394.697174,91.566849,225.246582,62.364223,-157.714218,221.024933,382.459991
1225,86.086395,604.108093,83.306625,-147.532578,595.770081,394.695129,91.584290,225.209763,62.353485,-157.566452,221.055267,382.368134
1226,86.086731,604.022095,83.336548,-147.557465,595.765625,394.694855,91.618034,225.132492,62.303001,-157.552597,220.989792,382.387360
1227,86.038040,603.978821,83.368652,-147.593155,595.764404,394.677277,91.643608,225.065399,62.280602,-157.496063,220.956985,382.394653
1228,86.058205,603.957153,83.393677,-147.639771,595.763428,394.670898,91.653488,224.993423,62.208031,-157.532898,220.882736,382.387390
1229,86.024857,603.888062,83.397919,-147.656418,595.794006,394.679230,91.688263,224.963638,62.154064,-157.462341,220.872025,382.364777
1230,85.975410,603.886292,83.430893,-147.702911,595.857788,394.672089,91.708191,224.926193,62.145546,-157.458237,220.767731,382.454681
1231,85.979919,603.840637,83.476479,-147.742065,595.912170,394.673706,91.727127,224.936554,62.117344,-157.410233,220.645798,382.472351
1232,85.996597,603.843567,83.503624,-147.788254,595.960815,394.664429,91.721794,224.906403,62.051132,-157.381638,220.515121,382.464325
1233,86.039467,603.821777,83.545822,-147.860077,596.020020,394.709747,91.721252,224.882965,61.997314,-157.165955,220.378983,382.381378
1234,86.008659,603.801697,83.572105,-147.906631,596.098755,394.704803,91.733063,224.896423,61.951122,-157.099106,220.129257,382.418274
1235,86.011887,603.779602,83.623085,-147.862320,596.114075,394.748627,91.744675,224.890884,61.924187,-156.915558,219.931305,382.341400
