EX104
Date:,2025/01/17
Time:,12:08:01
Type:,ShareSpace
Description:,""
Notes:,""

TRAJECTORIES
100.000000,Hz
Field#,HIP_R_X,HIP_R_Y,HIP_R_Z,ILIAC_R_X,ILIAC_R_Y,ILIAC_R_Z,ILIAC_L_X,ILIAC_L_Y,ILIAC_L_Z,HIP_L_X,HIP_L_Y,HIP_L_Z
1455,-173.362473,468.339661,416.466522,-165.946381,390.472137,504.934448,-167.254623,147.059158,501.235168,-154.746109,69.912094,414.043610
1456,-173.391434,468.439667,416.476654,-165.960892,390.440704,504.852814,-167.338516,147.042236,501.188721,-154.772110,69.944290,414.030762
1457,-173.378494,468.450012,416.473511,-165.991364,390.459442,504.834595,-167.355011,147.035446,501.137756,-154.781631,69.904778,414.035217
1458,-173.353302,468.450836,416.437836,-166.079575,390.414154,504.800720,-167.421463,147.002563,501.146149,-154.798721,69.913414,414.034180
1459,-173.351273,468.450775,416.434448,-166.088745,390.398254,504.770782,-167.444580,146.979996,501.149811,-154.844513,69.835091,414.065826
1460,-173.437195,468.524841,416.459320,-166.145752,390.398376,504.771637,-167.497711,146.955460,501.131805,-154.839920,69.818825,414.041595
1461,-173.433029,468.550079,416.467957,-166.334946,390.363220,504.787018,-167.579208,146.924316,501.100555,-154.871033,69.780174,414.024200
1462,-173.432495,468.538849,416.411835,-166.441452,390.338623,504.755249,-167.663712,146.871231,501.095337,-154.886703,69.777077,414.003143
1463,-173.474670,468.660187,416.401367,-166.601883,390.322418,504.774109,-167.737091,146.808914,501.063385,-154.876465,69.762802,413.926178
1464,-173.555023,468.741791,416.451538,-166.806870,390.290039,504.778625,-167.908585,146.796890,501.099945,-154.892731,69.698875,413.903778
1465,-173.626740,468.809204,416.414642,-167.160202,390.230225,504.838043,-168.096313,146.771942,501.163330,-154.904907,69.648483,413.874847
1466,-173.661255,468.854340,416.352905,-167.514542,390.199921,504.878815,-168.325119,146.749023,501.181427,-154.971664,69.616707,413.836700
1467,-173.719788,468.899353,416.238220,-167.781067,390.158386,504.933533,-168.634232,146.725662,501.254333,-154.976578,69.657669,413.752289
1468,-173.848129,468.967468,416.130951,-168.020645,390.172852,505.026062,-168.837982,146.791824,501.318420,-155.065643,69.570808,413.743256
1469,-173.950287,469.027008,416.118256,-168.203003,390.136475,505.082153,-169.070847,146.814529,501.405060,-155.172043,69.598717,413.709198
1470,-174.078949,469.049591,416.027039,-168.402832,390.100464,505.132568,-169.284988,146.853378,501.440002,-155.234283,69.531631,413.760651
1471,-174.249710,469.111603,415.900360,-168.728897,390.070038,505.156647,-169.577057,146.915131,501.455627,-155.351059,69.476593,413.837036
1472,-174.432419,469.191345,415.785065,-169.295853,389.982452,505.242554,-169.956482,146.971893,501.475403,-155.455795,69.364059,413.871643
1473,-174.549973,469.371399,415.679474,-169.871323,389.854126,505.459656,-170.390106,147.003036,501.596191,-155.613464,69.158623,414.000702
1474,-174.668854,469.486542,415.529938,-170.200195,389.766510,505.500336,-170.841309,147.063416,501.680969,-155.677429,69.080093,413.972961
1475,-174.803268,469.621185,415.384338,-170.590805,389.766357,505.474945,-171.466187,147.080505,501.967834,-155.853867,69.041229,413.977966
1476,-175.008865,469.701630,415.304230,-171.240631,389.707520,505.472992,-171.885468,147.086502,502.201141,-156.136673,69.044083,414.029541
1477,-175.135025,469.739014,415.219788,-171.693619,389.666443,505.514801,-172.329468,147.084610,502.345581,-156.455536,69.011337,414.094055
1478,-175.347778,469.773926,415.164154,-172.341507,389.599335,505.677460,-172.822037,147.095169,502.531738,-156.712631,69.083351,414.176514
1479,-175.496094,469.823761,415.110382,-172.790314,389.624939,505.710236,-173.425537,147.238205,502.629181,-157.102173,69.118393,414.321075
1480,-175.595795,469.985565,415.102264,-173.170822,389.708618,505.767181,-174.079117,147.411270,502.760956,-157.364487,69.249855,414.320435
1481,-175.755020,470.138397,415.148193,-173.705292,389.738617,505.858124,-174.557404,147.570053,502.854889,-157.467865,69.413757,414.249725
1482,-175.844391,470.281281,415.220245,-174.190567,389.775848,506.119354,-174.896301,147.694031,502.913849,-157.569077,69.479446,414.305908
1483,-175.930389,470.392090,415.229004,-175.106476,389.751648,506.464600,-175.491623,147.761078,503.174103,-157.663284,69.580444,414.318451
1484,-176.078430,470.401459,415.248840,-175.697510,389.622528,506.687225,-176.198364,147.865189,503.422760,-157.781952,69.497040,414.417725
1485,-176.212158,470.438751,415.306213,-176.063110,389.491394,506.764282,-176.762283,147.920837,503.656891,-157.931976,69.518784,414.556580
1486,-176.359192,470.456726,415.392273,-176.495758,389.431732,506.765900,-177.143906,147.886200,503.896545,-158.005676,69.512772,414.663757
1487,-176.496841,470.419983,415.459595,-177.219193,389.597198,507.284485,-177.454514,147.903610,504.152252,-158.142792,69.596764,414.741791
1488,-176.677292,470.494019,415.541534,-177.518417,389.462250,507.296631,-177.866302,147.932327,504.404510,-158.244812,69.635284,414.793091
1489,-176.829742,470.566559,415.614929,-177.994110,389.407104,507.622375,-178.251877,147.926147,504.616943,-158.336975,69.736687,414.823151
1490,-176.956146,470.645416,415.711365,-178.384644,389.241791,507.845093,-178.679214,147.917114,504.779297,-158.448975,69.732651,414.936829
1491,-177.082520,470.697144,415.855988,-178.697083,389.180359,508.057800,-179.093185,147.971832,505.041534,-158.621674,69.741600,415.093140
1492,-177.187637,470.819092,415.899902,-178.940231,389.205139,508.194183,-179.674667,147.997192,505.351196,-158.805283,69.761452,415.296722
1493,-177.338745,470.932281,416.012482,-179.553391,389.350250,508.588074,-180.168823,148.091461,505.582550,-159.012177,69.785233,415.488037
1494,-177.510437,471.004547,416.094025,-180.056198,389.475006,508.928253,-180.667053,148.224411,505.726776,-159.247421,69.776901,415.737671
1495,-177.615707,471.072845,416.149139,-180.448242,389.463837,509.173676,-181.292694,148.258835,506.026611,-159.401657,69.696320,415.891388
1496,-177.734772,471.091339,416.198669,-180.984177,389.351685,509.455780,-181.867020,148.298447,506.260132,-159.518509,69.717537,416.059631
1497,-177.966660,471.117523,416.369141,-181.459183,389.425873,509.674713,-182.299210,148.300766,506.475037,-159.649841,69.680130,416.148682
1498,-178.134216,471.125610,416.431000,-181.870117,389.426483,509.749237,-182.839188,148.336243,506.594940,-159.893250,69.593620,416.378479
1499,-178.323212,471.136627,416.498383,-182.342697,389.371674,509.905029,-183.527954,148.185272,506.771729,-160.215195,69.507988,416.612549
1500,-178.483841,471.207794,416.655670,-182.980118,389.241425,510.253265,-184.301498,148.086243,507.088287,-160.382889,69.428032,416.792572
1501,-178.732162,471.257141,416.867798,-183.753998,389.237396,510.642792,-184.941391,148.221512,507.439240,-160.453522,69.459076,416.828400
1502,-178.968857,471.263733,417.065247,-184.356720,389.139160,510.673248,-185.506638,148.273880,507.694672,-160.581558,69.392624,416.928772
1503,-179.378357,471.281403,417.356171,-185.019028,389.010254,510.908447,-186.231186,148.325912,507.873627,-160.644653,69.704285,416.756561
1504,-179.845612,471.254700,417.628387,-185.780777,388.787933,511.292572,-187.271454,148.264114,508.308899,-161.190002,69.667412,417.035095
1505,-180.274918,471.198029,417.881378,-186.686127,388.815277,511.567200,-187.855896,148.142960,508.518005,-161.832382,69.430923,417.309601
1506,-180.692047,471.187775,418.170593,-187.359512,388.715546,511.781525,-188.616013,148.012466,508.577606,-162.315231,69.180428,417.518402
1507,-181.099808,471.153351,418.311920,-188.188995,388.444550,512.012451,-189.500763,147.993484,508.572968,-162.892578,68.809593,417.800415
1508,-181.463715,471.105896,418.449188,-189.067337,388.327057,512.016663,-190.372437,147.892014,508.520538,-163.272766,68.523781,418.059631
1509,-181.738907,471.113190,418.520691,-189.694595,388.238739,512.043579,-191.345047,147.707092,508.579865,-163.666794,68.358162,418.326843
1510,-182.171753,471.004333,418.668915,-190.850494,388.217407,512.302246,-192.086395,147.667252,508.595093,-164.087631,68.178650,418.352600
1511,-182.716370,470.902100,418.839691,-191.604630,388.015320,512.402771,-192.959244,147.731186,508.575409,-164.635162,68.063339,418.384033
1512,-183.176529,470.816650,418.952240,-192.191513,387.999176,512.400452,-193.958298,147.686890,508.519012,-165.260574,67.910782,418.456543
1513,-183.744400,470.725830,418.982269,-193.332932,387.950317,512.495361,-194.760361,147.573593,508.449799,-165.695068,67.879745,418.443634
1514,-184.155411,470.724030,419.058838,-194.291733,387.840210,512.414612,-195.722275,147.462601,508.631042,-166.254272,67.527550,418.761261
1515,-184.483749,470.746948,419.100159,-194.937012,387.796570,512.210205,-196.355560,147.453812,508.666351,-166.705566,67.318695,418.755768
1516,-184.858047,470.776672,419.182465,-195.621185,387.737213,512.296509,-197.016846,147.468674,508.757416,-166.764374,67.569946,418.493744
1517,-185.279892,470.779358,419.274994,-196.859375,387.711243,512.641663,-198.285751,147.430542,508.884277,-167.040604,67.580093,418.473999
1518,-185.740814,470.726746,419.339722,-197.569489,387.650696,512.767578,-198.982269,147.534882,508.761292,-167.531296,67.429901,418.663788
1519,-186.167572,470.800354,419.424225,-197.999435,387.764343,512.784058,-199.596573,147.531494,508.672272,-168.201294,67.191986,418.993011
1520,-186.543243,470.766998,419.466461,-199.179794,387.773163,512.961182,-200.484589,147.565063,508.616821,-168.797012,66.910767,419.208466
1521,-186.795547,470.756866,419.577667,-200.040573,387.755585,513.101868,-201.314545,147.549942,508.693420,-169.197159,66.859802,419.192230
1522,-187.069412,470.865936,419.739349,-200.567078,387.827484,513.063904,-202.036224,147.473068,508.837769,-169.391647,66.855171,419.140656
1523,-187.352478,470.946075,419.890900,-201.149109,387.820496,513.029236,-202.706970,147.422882,508.820679,-169.425629,66.978363,419.041077
1524,-187.703445,471.038055,420.092133,-202.071411,387.706421,513.145935,-203.520935,147.500214,508.894196,-169.784683,66.903442,419.212646
1525,-188.095520,471.156433,420.265015,-202.825455,387.684540,513.139771,-204.167313,147.530777,509.019897,-170.244461,66.785851,419.423004
1526,-188.465378,471.164490,420.486176,-203.369125,387.821472,513.166565,-204.889099,147.583755,508.936462,-170.597656,66.686974,419.589294
1527,-188.759476,471.201172,420.602844,-204.031372,387.844574,513.264221,-205.669769,147.559204,508.989258,-171.035889,66.549789,419.846802
1528,-189.097961,471.274231,420.772217,-205.072662,387.703796,513.368103,-206.499588,147.607239,509.100098,-171.516800,66.434387,420.094910
1529,-189.407333,471.279449,420.855499,-205.860809,387.712067,513.439514,-207.073380,147.596649,509.020325,-171.875748,66.232986,420.308197
1530,-189.607681,471.353455,420.832184,-206.356430,387.828186,513.459717,-207.681381,147.555344,508.897736,-172.168091,66.093933,420.418549
1531,-189.844238,471.417480,420.928314,-207.057220,387.826843,513.550903,-208.335876,147.578033,508.784882,-172.520645,65.860207,420.716858
1532,-190.007935,471.473450,420.975861,-207.992767,387.737305,513.634399,-209.190430,147.588409,508.805511,-172.796707,65.710938,420.850830
1533,-190.209290,471.533936,421.004486,-208.444626,387.758820,513.538513,-210.026001,147.427231,508.906128,-173.012207,65.622238,420.921356
1534,-190.392532,471.581726,420.992371,-209.101974,387.871033,513.485962,-210.529877,147.520233,508.938995,-173.239838,65.592064,420.905853
1535,-190.490311,471.662292,421.099457,-209.803177,387.947815,513.390076,-211.198868,147.609604,509.010712,-173.436981,65.533913,420.844818
1536,-190.580399,471.795563,421.172974,-210.780121,387.922485,513.691406,-211.916016,147.587585,509.000183,-173.785004,65.345535,420.949402
1537,-190.838074,471.901764,421.319733,-211.484161,387.827484,513.753723,-212.639526,147.594528,508.981323,-174.321625,65.171967,421.133728
1538,-191.033478,471.997467,421.468994,-212.089035,387.915710,513.802185,-213.239243,147.608154,509.022339,-174.785507,65.019463,421.342010
1539,-191.313324,472.069611,421.560516,-212.651978,387.933899,513.783997,-214.079773,147.656128,508.946533,-175.158249,64.814362,421.544495
1540,-191.603592,472.179199,421.721924,-213.610107,387.906128,514.024719,-214.853226,147.682144,508.945923,-175.289001,64.803436,421.579987
1541,-191.887878,472.242401,421.897217,-214.188812,387.890564,513.976196,-215.402496,147.700638,509.094543,-175.377853,64.815414,421.576538
1542,-192.145294,472.264740,422.057404,-214.796249,387.872009,513.866943,-215.889481,147.674698,509.077667,-175.551239,64.743156,421.610016
1543,-192.360519,472.320953,422.155334,-215.419785,387.902802,513.776245,-216.787567,147.640594,509.019440,-176.006912,64.658714,421.682251
1544,-192.640488,472.371399,422.350616,-216.163574,387.803772,513.901917,-217.731155,147.580505,509.084259,-176.476593,64.422424,421.893311
1545,-192.959824,472.438293,422.424377,-217.048462,387.699524,513.998108,-218.257980,147.451492,509.035858,-176.928711,64.230148,422.030334
1546,-193.295761,472.466064,422.578125,-217.703964,387.642303,513.966980,-218.859665,147.399231,508.892365,-177.391418,64.042725,422.148804
1547,-193.590118,472.491119,422.635071,-218.025040,387.695099,513.838867,-219.525681,147.461380,508.791962,-177.819397,63.922531,422.243500
1548,-193.823669,472.550568,422.642151,-218.566147,387.763428,513.847839,-220.182281,147.443832,508.808350,-178.059753,63.938663,422.334869
1549,-194.022903,472.625824,422.616974,-219.559616,387.793701,514.062439,-220.947952,147.374313,508.765442,-178.250610,63.873325,422.360840
1550,-194.116638,472.629059,422.680756,-220.271225,387.909393,514.106506,-221.681763,147.340393,508.769958,-178.670441,63.784237,422.373779
1551,-194.244720,472.657074,422.704315,-220.760223,387.969940,513.966187,-222.279587,147.472946,508.699158,-179.230545,63.674088,422.541809
1552,-194.362076,472.723541,422.792114,-221.206024,387.965118,513.760437,-223.029694,147.533905,508.672699,-179.624680,63.685986,422.621063
1553,-194.526749,472.773102,422.865356,-221.950531,387.919464,513.919128,-223.675323,147.481827,508.688568,-179.987518,63.529533,422.801544
1554,-194.690262,472.797363,422.901398,-222.796036,387.919098,514.116577,-224.302048,147.435806,508.754028,-180.481949,62.937923,423.481384
1555,-194.849091,472.805054,422.990204,-223.664566,388.142487,514.224915,-225.055099,147.443649,508.667755,-180.846115,62.547283,423.851105
1556,-195.099792,472.874146,423.098633,-224.014328,388.245331,514.108154,-225.823898,147.509018,508.544281,-181.218414,62.268833,424.017944
1557,-195.319000,472.950928,423.198883,-224.626450,388.279510,514.063660,-226.377640,147.469101,508.489990,-181.691971,61.781639,424.377686
1558,-195.673431,473.030701,423.253967,-225.564331,388.247528,514.053955,-227.007736,147.419968,508.514679,-182.108429,61.651299,424.532471
1559,-195.920395,473.117859,423.338287,-226.309189,388.367493,514.104187,-227.775436,147.492661,508.553467,-182.446259,61.611572,424.607635
1560,-196.163147,473.227173,423.451538,-226.844360,388.503601,514.058655,-228.575851,147.435043,508.733124,-182.695908,61.720390,424.459961
1561,-196.455750,473.343445,423.561554,-227.396896,388.540375,513.910156,-229.151520,147.379364,508.844849,-182.995667,61.722023,424.453949
1562,-196.772430,473.452209,423.674469,-228.215073,388.544434,513.844055,-229.771042,147.396759,508.630493,-183.246185,61.728504,424.441986
1563,-196.939728,473.584991,423.794495,-228.910675,388.490723,513.820129,-230.516525,147.407639,508.450439,-183.553131,61.728710,424.437195
1564,-197.181747,473.684509,423.938110,-229.503510,388.496490,513.753052,-231.160156,147.584534,508.197632,-183.921509,61.728146,424.410065
1565,-197.448013,473.786194,424.064728,-229.848663,388.544403,513.681458,-231.690414,147.580948,508.000183,-184.313797,61.671871,424.520081
1566,-197.671280,473.889282,424.118866,-230.457260,388.591644,513.630066,-232.298248,147.467819,507.907349,-184.642624,61.628059,424.524811
1567,-197.889572,473.963074,424.213257,-231.157654,388.589539,513.580505,-232.986786,147.425171,507.817230,-184.684464,61.758366,424.345642
1568,-198.076279,474.045807,424.279236,-231.627182,388.664703,513.461182,-233.663651,147.474609,507.749115,-184.518799,61.984013,424.096130
1569,-198.265182,474.049591,424.381439,-232.019775,388.752716,513.335571,-234.219757,147.439117,507.597656,-184.357483,62.174717,423.863739
1570,-198.516006,474.133270,424.492493,-232.519806,388.924805,513.260498,-234.641815,147.427658,507.481171,-184.575226,62.163273,423.769684
1571,-198.679749,474.090515,424.484650,-233.063950,388.956207,513.215027,-235.015747,147.465805,507.368744,-184.813324,62.161598,423.696747
1572,-198.939117,474.061829,424.564728,-233.639725,388.833649,513.179077,-235.612030,147.425369,507.333679,-184.920212,62.261803,423.428619
1573,-199.117203,474.008362,424.642487,-234.371674,388.647400,513.143921,-236.274826,147.409805,507.316345,-185.195206,62.028679,423.445068
1574,-199.333923,474.023468,424.726837,-234.759598,388.455872,513.019836,-236.805283,147.347580,507.257782,-185.309662,62.095142,423.413544
1575,-199.472351,473.988281,424.795349,-235.055573,388.387482,512.932983,-237.167252,147.326447,507.167511,-185.634842,61.901886,423.439392
1576,-199.609726,473.935394,424.855377,-235.511414,388.359863,512.893555,-237.512268,147.266632,506.990387,-185.893539,61.743519,423.501740
1577,-199.755539,473.916382,424.958832,-236.120468,388.312592,512.885376,-237.910187,147.161102,506.776764,-186.092499,61.590508,423.529785
1578,-199.846893,473.868317,425.039001,-236.868988,388.233063,512.882874,-238.297592,147.003098,506.648346,-186.388260,61.208019,423.637207
1579,-199.976013,473.835449,425.128113,-237.413544,388.288910,512.693481,-238.828430,146.869995,506.529541,-186.359924,61.216221,423.660126
1580,-200.094818,473.820618,425.194031,-237.899658,388.291290,512.416077,-239.271347,146.768860,506.368561,-186.390884,61.109253,423.735870
1581,-200.157104,473.829132,425.245331,-238.357193,388.205383,512.229065,-239.849838,146.668045,506.040619,-186.514877,61.042179,423.776917
1582,-200.212585,473.813202,425.314270,-239.054703,388.124939,512.276062,-240.411240,146.670029,505.869202,-186.685287,60.799515,423.854034
1583,-200.343765,473.810638,425.446075,-239.782166,387.974915,512.336670,-240.806061,146.681488,505.799927,-186.648895,60.854313,423.906189
1584,-200.407455,473.773590,425.546814,-240.143143,387.962494,512.364868,-241.300522,146.698746,505.681671,-186.756012,60.774277,423.986237
1585,-200.499023,473.751709,425.716492,-240.530579,387.977478,512.239990,-241.946808,146.742783,505.556213,-186.834320,60.668865,423.979614
1586,-200.636795,473.749512,425.904358,-241.109802,387.946960,512.086182,-242.348724,146.743881,505.424103,-186.936172,60.623074,423.972412
1587,-200.766449,473.754181,426.060791,-241.876572,387.773621,511.909332,-242.920181,146.582077,505.233185,-186.973038,60.495800,424.020081
1588,-200.932083,473.725555,426.252930,-242.441330,387.709503,511.859009,-243.474167,146.323425,505.028290,-187.068359,60.370502,423.973633
1589,-201.094330,473.720947,426.424286,-242.993057,387.699219,511.710907,-244.126099,146.063690,504.811829,-187.219238,60.282707,423.915253
1590,-201.296585,473.687225,426.598633,-243.456573,387.690399,511.635345,-244.836121,146.076492,504.647766,-187.565536,60.184006,423.971954
1591,-201.607956,473.730194,426.828278,-243.888260,387.593018,511.543060,-245.377228,146.121933,504.385651,-187.986526,60.102768,424.150787
1592,-201.841522,473.745392,426.919189,-244.748962,387.391510,511.460968,-245.932266,146.195435,504.204742,-188.455444,60.017109,424.335144
1593,-202.053757,473.749084,426.992126,-245.525238,387.291351,511.353760,-246.563675,146.221588,504.142761,-188.728546,60.008827,424.411957
1594,-202.334732,473.796936,427.114319,-245.950424,387.368195,511.312317,-247.408142,146.271133,503.974579,-189.072083,59.984642,424.437897
1595,-202.624802,473.846863,427.200775,-246.498627,387.477325,511.268036,-248.034271,146.233948,503.975342,-189.453903,59.929268,424.437439
1596,-202.812531,473.869354,427.273041,-247.092529,387.457520,511.130890,-248.467529,146.225449,503.921631,-189.696228,59.865311,424.346313
1597,-203.038940,473.863831,427.333893,-247.696930,387.386749,511.047485,-248.795074,146.273834,503.748688,-190.017105,59.838932,424.239899
1598,-203.312042,473.868042,427.399017,-248.334457,387.374054,510.964966,-249.170303,146.249863,503.445862,-190.183380,59.846336,424.220276
1599,-203.566498,473.863495,427.442230,-248.794220,387.391785,510.708313,-249.613892,146.188461,503.193604,-190.377960,59.841015,424.258331
1600,-203.719635,473.805145,427.454865,-249.149216,387.304352,510.540527,-250.138123,146.051437,503.101563,-190.577911,59.823696,424.329254
1601,-203.966965,473.736511,427.524872,-249.614853,387.094879,510.365295,-250.509293,145.886765,503.030365,-190.847900,59.704262,424.510895
1602,-204.248413,473.656677,427.580536,-250.151352,387.013092,510.346100,-250.827423,145.808517,502.886841,-190.962585,59.663361,424.617798
1603,-204.583572,473.660339,427.669037,-250.591492,386.912048,510.326172,-251.163910,145.705032,502.731812,-191.022446,59.647530,424.679108
1604,-204.760620,473.651123,427.699005,-250.928513,386.897705,510.206360,-251.492386,145.636215,502.705139,-191.066040,59.623833,424.730072
1605,-204.866089,473.627289,427.786804,-251.380402,386.783936,509.991425,-251.777756,145.618454,502.697754,-191.139999,59.579315,424.858582
1606,-205.027832,473.557587,427.883514,-251.766617,386.739349,509.832550,-251.985428,145.595856,502.738892,-191.239624,59.577400,424.910217
1607,-205.168030,473.586456,427.972443,-252.055069,386.770966,509.681519,-252.197006,145.583237,502.626953,-191.328659,59.505413,424.983063
1608,-205.207581,473.541260,428.030884,-252.365234,386.767303,509.548248,-252.467850,145.591736,502.519226,-191.465393,59.402138,425.157104
1609,-205.217392,473.530518,428.112732,-252.698853,386.714569,509.441956,-252.754486,145.572311,502.456299,-191.596848,59.315495,425.216309
1610,-205.253098,473.476318,428.142883,-252.969757,386.695435,509.359863,-253.031738,145.547409,502.458435,-191.697281,59.272312,425.256226
1611,-205.306488,473.504639,428.308441,-253.285873,386.714844,509.309113,-253.228928,145.605881,502.378418,-191.789200,59.202164,425.304230
1612,-205.302246,473.488312,428.277771,-253.537338,386.760620,509.254608,-253.403320,145.651154,502.355774,-191.971451,59.181110,425.360687
1613,-205.383911,473.472961,428.327484,-253.802704,386.850250,509.223083,-253.566193,145.636642,502.325958,-192.106720,59.128677,425.370422
1614,-205.407211,473.477295,428.335663,-254.004028,386.882477,509.180878,-253.705032,145.678406,502.317993,-192.235580,59.109524,425.419708
1615,-205.516205,473.470764,428.345581,-254.121094,386.910919,509.163208,-253.825546,145.711441,502.337738,-192.320465,59.154106,425.454926
1616,-205.709259,473.557159,428.380493,-254.222672,387.017059,509.120667,-253.965424,145.741531,502.344452,-192.449066,59.153919,425.550385
1617,-205.847778,473.629456,428.336365,-254.311050,387.058990,509.049774,-254.035675,145.784271,502.321625,-192.535034,59.132011,425.614624
1618,-205.920547,473.674377,428.287689,-254.407837,387.130890,509.001312,-254.072983,145.873718,502.298309,-192.628052,59.180576,425.641541
1619,-206.050125,473.747467,428.270508,-254.465561,387.208679,508.911804,-254.149353,145.903931,502.261963,-192.652573,59.217381,425.708710
1620,-206.178421,473.813354,428.279938,-254.605301,387.307251,508.821533,-254.208649,146.001038,502.196136,-192.643158,59.234009,425.700867
1621,-206.255493,473.898102,428.218964,-254.706039,387.376984,508.711426,-254.268600,146.077621,502.141388,-192.643845,59.331772,425.704346
1622,-206.256256,473.940887,428.168793,-254.805710,387.444794,508.612549,-254.314240,146.161453,502.105164,-192.636108,59.425159,425.735321
1623,-206.285629,473.992676,428.134125,-254.865433,387.535858,508.477753,-254.325882,146.223328,502.067932,-192.589569,59.438553,425.808929
1624,-206.338043,474.034210,428.080597,-254.946671,387.594421,508.400696,-254.372284,146.296738,502.033661,-192.591202,59.483273,425.838745
1625,-206.303391,474.081909,428.023132,-255.012131,387.652496,508.290253,-254.390900,146.343735,501.989075,-192.565704,59.539101,425.811523
1626,-206.275208,474.121857,427.967407,-255.020584,387.723206,508.206146,-254.455002,146.383789,501.955475,-192.546249,59.556309,425.872955
1627,-206.257904,474.136780,427.907379,-255.011337,387.747101,508.218048,-254.457779,146.398712,501.976807,-192.576553,59.556366,425.882690
1628,-206.258072,474.173889,427.970856,-255.005920,387.743286,508.181335,-254.474060,146.426559,502.007751,-192.650146,59.569695,425.894653
1629,-206.342331,474.216858,428.047852,-255.023315,387.751251,508.261780,-254.474518,146.426910,502.008301,-192.649384,59.588997,425.913086
1630,-206.316040,474.196198,428.033508,-255.005524,387.781494,508.277313,-254.474258,146.426682,502.007904,-192.693954,59.569237,425.898468
1631,-206.346298,474.204803,428.042938,-255.003662,387.748077,508.297302,-254.517593,146.389969,502.045532,-192.738022,59.557926,425.865387
1632,-206.314758,474.195190,428.031616,-254.984650,387.744385,508.290405,-254.564560,146.360336,502.097321,-192.775757,59.515530,425.896606
1633,-206.320084,474.161224,428.052612,-254.970764,387.751892,508.305115,-254.576859,146.308578,502.114899,-192.881119,59.474182,425.912201
1634,-206.332199,474.148773,428.136627,-254.977219,387.731567,508.348907,-254.609543,146.272415,502.116608,-192.891296,59.406326,425.900513
1635,-206.394852,474.124268,428.068817,-254.978302,387.723663,508.345764,-254.617004,146.208405,502.089874,-192.918594,59.379169,425.922272
1636,-206.330353,474.046722,427.994995,-254.945511,387.660706,508.358582,-254.623474,146.172333,502.117828,-192.972916,59.320709,425.911133
1637,-206.283081,474.012573,428.022095,-254.910873,387.661865,508.377838,-254.631012,146.125549,502.112915,-192.941345,59.262959,425.906525
1638,-206.244858,473.984100,428.062592,-254.903961,387.620667,508.424866,-254.622162,146.085785,502.115112,-192.956879,59.235474,425.865601
1639,-206.229675,473.977966,428.112976,-254.863541,387.590759,508.433441,-254.619400,146.036133,502.073303,-192.966324,59.190586,425.857849
1640,-206.183289,473.889709,428.099762,-254.897552,387.566742,508.421600,-254.626678,145.963287,502.076355,-192.942444,59.155937,425.812195
1641,-206.135895,473.803101,428.059052,-254.884384,387.492706,508.399567,-254.594254,145.832794,502.088776,-192.960999,59.101524,425.800903
1642,-206.088135,473.764862,428.112518,-254.862915,387.456421,508.434387,-254.574036,145.751572,502.070221,-192.954651,59.042671,425.740417
1643,-206.030884,473.700012,428.109039,-254.872665,387.435974,508.476868,-254.574280,145.684174,502.069397,-192.898026,59.048786,425.668976
1644,-206.106293,473.637543,428.117401,-254.859131,387.371979,508.433746,-254.558868,145.596893,501.999969,-192.892944,59.011612,425.596558
1645,-206.050980,473.656128,428.073486,-254.877945,387.341492,508.431976,-254.576126,145.551544,502.010284,-192.877441,59.041084,425.580139
1646,-206.088028,473.606445,428.102783,-254.880585,387.307770,508.473297,-254.558792,145.509979,501.995453,-192.847992,58.989300,425.567474
1647,-206.108536,473.637390,428.117523,-254.883301,387.296021,508.437592,-254.548126,145.483734,502.001923,-192.847626,58.987453,425.568054
1648,-206.108719,473.638855,428.118073,-254.903259,387.298096,508.444092,-254.548172,145.483566,502.002258,-192.821564,59.013447,425.527100
1649,-206.108536,473.637848,428.118469,-254.910248,387.309418,508.473816,-254.577332,145.481491,502.012177,-192.804718,58.998722,425.547974
1650,-206.163086,473.658112,428.170746,-254.910385,387.309631,508.474487,-254.627258,145.450546,502.016907,-192.796799,58.953655,425.587524
1651,-206.151199,473.642731,428.107452,-254.910187,387.309540,508.474091,-254.606445,145.441055,501.999420,-192.752045,58.929993,425.560333
1652,-206.138199,473.659515,428.134247,-254.930634,387.323792,508.462433,-254.612885,145.472290,501.988708,-192.734360,58.932743,425.597595
1653,-206.235703,473.703339,428.124603,-254.944382,387.317322,508.482147,-254.612656,145.454422,501.969849,-192.734726,58.884056,425.585327
1654,-206.231247,473.658051,428.085083,-254.974487,387.320740,508.455597,-254.618546,145.484573,501.969421,-192.742188,58.844601,425.585571
1655,-206.290909,473.679108,428.077850,-255.019669,387.338348,508.486176,-254.601501,145.447037,501.950409,-192.727264,58.841095,425.558594
1656,-206.322693,473.702728,428.096375,-255.004196,387.364777,508.443085,-254.612106,145.453506,501.969330,-192.730392,58.827847,425.513855
1657,-206.343491,473.697144,428.042999,-255.056549,387.398315,508.460144,-254.606293,145.459167,501.915863,-192.742386,58.797722,425.496429
1658,-206.365280,473.752258,428.034332,-255.048477,387.419250,508.420166,-254.605072,145.463043,501.927704,-192.702606,58.804333,425.477722
1659,-206.368500,473.789337,428.017334,-255.056030,387.408997,508.400726,-254.609100,145.475662,501.895355,-192.690140,58.776699,425.488678
1660,-206.373566,473.786591,427.992828,-255.065155,387.432800,508.402100,-254.612640,145.481247,501.878662,-192.681671,58.775257,425.562317
