EX202
Date:,2025/01/17
Time:,11:00:53
Type:,ShareSpace
Description:,""
Notes:,""

TRAJECTORIES
100.000000,Hz
Field#,ANK_R_X,ANK_R_Y,ANK_R_Z,HIP_R_X,HIP_R_Y,HIP_R_Z,ANK_L_X,ANK_L_Y,ANK_L_Z,HIP_L_X,HIP_L_Y,HIP_L_Z,HEA_R_X,HEA_R_Y,HEA_R_Z,HAN_R_X,HAN_R_Y,HAN_R_Z,HEA_L_X,HEA_L_Y,HEA_L_Z,HAN_L_X,HAN_L_Y,HAN_L_Z
1353,528.371033,620.983765,-2.667621,132.321503,652.502563,324.344238,998.010071,452.070313,703.303345,257.108490,308.050415,467.309418,-483.460999,459.518402,545.002136,-889.397461,601.649658,443.141602,-460.374908,317.950134,528.701660,-339.454010,233.568481,-42.830109
1354,528.331604,621.022400,-2.667949,131.972198,652.874390,324.421600,997.572266,453.173035,704.519470,257.105560,308.316498,467.608612,-483.467712,459.428223,545.411499,-889.481689,601.098389,443.228027,-460.391724,317.821320,528.810486,-339.409851,233.565552,-42.837467
1355,528.297363,621.026245,-2.725382,131.602783,652.994019,324.191895,997.192139,454.103790,705.930115,257.088776,308.721375,467.796143,-483.499176,459.206970,545.623779,-889.520264,600.403076,443.404541,-460.344360,317.672119,528.928894,-339.429413,233.552521,-42.865269
1356,528.257202,621.021790,-2.650878,131.241333,653.101563,323.967438,997.061584,454.943542,706.993164,257.063385,309.203949,468.039398,-483.610992,459.071991,545.866150,-889.595642,599.669678,443.464111,-460.263184,317.575043,529.016602,-339.419769,233.490814,-42.849308
1357,528.300720,620.951660,-2.576265,130.917419,653.227661,323.759308,996.697937,456.070038,708.415344,257.227478,309.737762,468.217651,-483.648010,458.908142,546.045349,-889.746582,599.063477,443.484192,-460.173187,317.485809,529.064087,-339.407501,233.496964,-42.830841
1358,528.352173,620.845520,-2.518910,130.674576,653.379089,323.523865,996.443909,456.824768,709.311951,257.400208,310.145325,468.343384,-483.718872,458.824677,546.215881,-889.908325,598.337524,443.461884,-460.060150,317.328033,529.151489,-339.363556,233.461075,-42.838421
1359,528.401367,620.753906,-2.400820,130.407059,653.529297,323.406067,996.131348,457.669495,710.728821,257.400482,310.637665,468.335388,-483.737061,458.723083,546.172913,-889.886169,597.804077,443.355652,-459.891754,317.291718,529.093872,-339.393738,233.486481,-42.834099
1360,528.441040,620.749512,-2.192358,130.223434,653.647156,323.248016,995.827576,458.324860,711.937744,257.335541,311.200714,468.505432,-483.791168,458.588440,546.118042,-889.869751,597.343018,443.328918,-459.728180,317.190002,529.079285,-339.343781,233.474869,-42.849751
1361,528.495728,620.664673,-1.980427,129.985748,653.860596,323.118439,995.377502,458.884979,713.175476,257.305542,311.491577,468.604370,-483.769989,458.507782,546.115356,-889.845276,596.949585,443.233459,-459.577393,317.155640,529.079834,-339.337708,233.485550,-42.815594
1362,528.538452,620.682739,-1.741164,129.656815,654.209778,323.138397,995.050537,459.425598,714.330688,257.228485,311.995422,468.440155,-483.759216,458.486877,546.117859,-889.841125,596.515686,443.103241,-459.466766,317.174927,529.035034,-339.303772,233.497589,-42.804092
1363,528.567627,620.660461,-1.686645,129.410049,654.498291,322.963867,994.450500,459.987946,715.574768,257.165619,312.576141,468.385193,-483.740784,458.465393,546.148193,-889.795898,596.206238,442.858459,-459.366211,317.163666,529.026489,-339.288696,233.468781,-42.805340
1364,528.574951,620.688049,-1.673818,129.164642,654.847900,322.956238,994.112183,460.560516,716.679199,257.016388,312.939789,468.398895,-483.749359,458.485229,546.147583,-889.636536,595.890015,442.287109,-459.265930,317.143402,529.025635,-339.298889,233.493347,-42.789688
1365,528.564209,620.747559,-1.799030,128.934799,655.040710,322.866516,993.568909,461.029938,717.512756,257.072662,313.385132,468.332184,-483.791229,458.576813,546.178955,-889.567993,595.593872,441.687866,-459.210358,317.123260,528.999756,-339.294617,233.480545,-42.770836
1366,528.570679,620.844421,-1.941182,128.845581,655.333435,322.890137,993.099426,461.563812,718.313049,257.154938,313.816589,468.269257,-483.803986,458.604187,546.183411,-889.507690,595.457092,441.281281,-459.151703,317.115997,528.965027,-339.284851,233.499023,-42.758480
1367,528.482788,621.028870,-2.101609,128.689621,655.535156,322.817139,992.752441,462.128937,719.031372,257.145416,314.112274,468.213013,-483.831390,458.636780,546.212708,-889.442505,595.308594,440.759338,-459.129852,317.196106,528.844727,-339.257843,233.532913,-42.728611
1368,528.374573,621.210449,-2.334562,128.417084,655.971375,322.751923,992.298340,462.615387,719.291687,257.220581,314.467407,468.158600,-483.946991,458.753387,546.223572,-889.350220,595.181580,440.106781,-459.150757,317.280762,528.792847,-339.254028,233.576981,-42.774532
1369,528.338684,621.445984,-2.489976,128.333252,656.161926,322.701080,992.062317,463.113770,719.461609,257.290833,314.808289,468.018829,-484.025391,458.829590,546.157227,-889.310547,595.049072,439.481659,-459.120117,317.346497,528.752441,-339.262451,233.585083,-42.758030
1370,528.229675,621.812500,-2.544057,128.449860,656.345215,322.689545,991.840027,463.564148,719.433533,257.330414,315.200073,467.758148,-484.136475,458.890503,546.132690,-889.198792,594.968567,438.792450,-459.140472,317.420502,528.710449,-339.241974,233.625641,-42.747135
1371,528.154907,622.100220,-2.621609,128.329010,656.596069,322.644196,991.625671,464.020416,719.090332,257.225159,315.645996,467.378113,-484.220093,459.018311,546.098877,-889.098633,595.010132,438.129883,-459.137756,317.644684,528.593872,-339.257629,233.661591,-42.744125
1372,528.030579,622.346863,-2.813265,128.160004,657.018677,322.544128,991.539001,464.418304,718.464783,257.090607,315.895172,467.033600,-484.273621,459.178589,546.029724,-889.046143,595.069397,437.481567,-459.216675,317.746216,528.570435,-339.270142,233.671082,-42.703110
1373,527.889099,622.437317,-2.915787,127.999298,657.407104,322.462646,991.470398,464.730042,717.729675,256.962769,315.975220,466.755463,-484.250702,459.361725,545.891663,-888.955322,595.159424,436.995422,-459.287140,317.980011,528.451965,-339.264984,233.733170,-42.698586
1374,527.805420,622.455566,-3.022947,127.926247,657.723145,322.362823,991.570740,465.021698,716.873962,256.837250,316.081970,466.405548,-484.263702,459.592194,545.719543,-888.870789,595.165039,436.447479,-459.455414,318.237793,528.427246,-339.260376,233.730621,-42.684452
1375,527.804749,622.453552,-3.026389,127.777443,658.218506,322.214478,991.744385,465.202118,715.674561,256.731140,316.178131,465.958405,-484.289948,459.875580,545.645691,-888.859924,595.121277,435.861176,-459.696411,318.575592,528.306274,-339.248291,233.737122,-42.666351
1376,527.750183,622.402344,-3.063144,127.853645,658.499695,322.086456,991.954407,465.534363,714.400452,256.627441,316.349304,465.404816,-484.346985,460.108490,545.519348,-888.866516,595.103638,435.233307,-459.912079,319.077820,528.024719,-339.261749,233.772751,-42.692726
1377,527.732666,622.301392,-3.012998,127.899979,658.839722,321.986267,992.384216,465.548248,712.903564,256.593475,316.487213,464.999786,-484.363953,460.400818,545.341125,-888.798401,595.214661,434.631836,-459.995514,319.518524,527.733154,-339.305573,233.824966,-42.699421
1378,527.739136,622.135437,-2.951621,128.178986,658.990906,321.872955,992.851685,465.583832,711.329712,256.600464,316.663025,464.549530,-484.423676,460.798187,545.331116,-888.698303,595.341370,434.090393,-460.018036,319.924896,527.491943,-339.315979,233.855652,-42.676434
1379,527.764099,621.794556,-2.952239,128.146317,659.334717,321.800262,993.543640,465.497437,709.723389,256.742737,316.771423,464.198944,-484.387085,461.073181,545.181519,-888.536072,595.460632,433.672180,-459.980682,320.132690,527.360901,-339.376831,233.903610,-42.678650
1380,527.801392,621.526550,-3.007756,128.158585,659.522522,321.806427,994.141541,465.084473,707.734131,256.854950,316.879456,463.939575,-484.391571,461.359680,545.110168,-888.461121,595.570313,433.342102,-460.037292,320.351685,527.320190,-339.372925,233.952667,-42.676609
1381,527.780090,621.297363,-3.123300,128.239426,659.840576,321.974823,994.851929,464.864075,706.029236,256.908478,316.964233,463.722534,-484.304138,461.696686,545.031128,-888.372925,595.663147,432.972443,-459.995209,320.544769,527.314209,-339.401276,234.020554,-42.672512
1382,527.724731,621.196106,-3.144488,128.211243,660.139404,322.067902,995.434082,464.402863,704.030884,256.987335,317.114624,463.527924,-484.281952,461.932709,544.958862,-888.154968,595.766846,432.521881,-459.967377,320.828400,527.336426,-339.449554,234.084427,-42.666767
1383,527.740051,621.109802,-3.214330,128.150543,660.399292,322.060120,996.249634,463.767792,702.291565,257.015656,317.303680,463.260620,-484.127472,462.044220,544.983093,-887.894531,595.854980,432.005005,-459.944122,321.171539,527.334534,-339.451324,234.133087,-42.649643
1384,527.707336,621.108459,-3.278060,128.105835,660.603271,322.064758,997.293457,463.217590,700.600464,257.021790,317.475922,463.071472,-484.037079,462.225128,545.002869,-887.650146,596.016357,431.610260,-459.828827,321.544464,527.340393,-339.446655,234.114761,-42.632885
1385,527.669434,621.149292,-3.335757,128.097443,660.776367,322.033020,997.788452,462.396851,698.719666,257.028229,317.662445,462.898102,-483.947235,462.362183,545.031555,-887.480164,596.245361,431.266296,-459.744324,321.827942,527.391663,-339.459473,234.124466,-42.629906
1386,527.599915,621.174988,-3.392686,128.130539,660.928772,322.003143,998.554749,461.679932,697.186829,257.068512,317.813538,462.738953,-483.879120,462.579163,545.192200,-887.278503,596.472778,431.014313,-459.678345,321.951294,527.490723,-339.446167,234.114502,-42.609531
1387,527.657349,621.273621,-3.438960,128.182404,661.032898,321.991150,999.389648,460.693054,695.671570,257.174896,317.917511,462.568451,-483.757233,462.707306,545.322815,-887.079407,596.724976,430.862213,-459.592682,321.994171,527.637024,-339.454865,234.111069,-42.611355
1388,527.696838,621.434082,-3.511527,128.296173,661.178955,321.939514,1000.097534,459.896851,694.227234,257.187561,318.017731,462.429810,-483.589996,462.899872,545.450684,-886.901123,597.045044,430.799866,-459.499847,322.016235,527.896179,-339.459686,234.124573,-42.629814
1389,527.695129,621.575562,-3.643716,128.294815,661.351318,321.992279,1000.655090,458.969452,692.742615,257.283478,318.053955,462.320496,-483.403137,463.140381,545.666687,-886.679565,597.313477,430.833435,-459.403168,321.852905,528.343384,-339.459564,234.124908,-42.630344
1390,527.727173,621.735901,-3.694881,128.458344,661.527649,321.982971,1001.444946,458.127686,691.620789,257.407806,318.110168,462.152252,-483.198608,463.291748,545.795471,-886.387390,597.683594,430.926361,-459.326141,322.006897,528.495911,-339.444733,234.101212,-42.610844
1391,527.724487,621.886108,-3.679370,128.559738,661.677307,322.040161,1002.033813,457.182129,690.532959,257.583252,318.058289,461.965271,-482.977936,463.526794,545.979797,-886.062988,598.084595,430.991364,-459.334412,322.204895,528.488525,-339.469879,234.083160,-42.626308
1392,527.796204,621.940002,-3.650134,128.840271,661.827148,321.986511,1002.503662,456.336182,689.536621,257.710876,317.974915,461.691498,-482.817688,463.723450,546.126465,-885.825073,598.393738,431.064911,-459.385101,322.248505,528.428711,-339.445740,234.096130,-42.629860
1393,527.791443,621.880310,-3.615233,129.109482,661.947815,321.957672,1002.965576,455.414703,688.566895,257.950836,317.866028,461.466705,-482.733032,463.870789,546.171753,-885.730835,598.604004,431.198700,-459.261902,322.345093,528.360962,-339.462433,234.120605,-42.645538
1394,527.924988,621.706421,-3.521725,129.424301,662.071411,321.993591,1003.565430,454.629852,687.694763,258.263397,317.839355,461.044464,-482.648132,464.013611,546.210815,-885.565063,598.962341,431.443176,-459.051208,322.402008,528.353149,-339.465515,234.087646,-42.647900
1395,528.060059,621.460205,-3.280822,129.823608,662.129395,322.032562,1004.024780,453.789673,686.924316,258.391846,317.774261,460.745667,-482.559479,464.063751,546.271667,-885.435791,599.332397,431.667572,-458.853821,322.436249,528.387573,-339.472229,234.064590,-42.608532
1396,528.204651,621.254150,-3.080397,130.169327,662.254211,321.992249,1004.347656,453.107758,685.911438,258.518005,317.714478,460.476166,-482.479309,464.190674,546.268066,-885.182678,599.737488,431.829803,-458.610901,322.575043,528.308716,-339.486237,234.030426,-42.591087
1397,528.199890,621.120605,-2.935292,130.463623,662.306519,321.885132,1004.708679,452.467041,684.991882,258.549042,317.618530,460.203918,-482.413757,464.305847,546.221375,-884.872620,600.106140,431.931702,-458.371185,322.727875,528.356689,-339.447510,234.015213,-42.605789
1398,528.298950,620.959045,-2.859729,130.746201,662.343140,321.928436,1005.062073,451.765594,684.141907,258.576447,317.525940,460.059784,-482.348297,464.401306,546.240356,-884.598022,600.362915,431.947784,-458.187164,322.754944,528.497803,-339.425415,234.012451,-42.629444
1399,528.366882,620.823792,-2.726739,130.998520,662.352905,321.942505,1005.337280,451.041351,683.154236,258.654022,317.395416,459.793671,-482.271759,464.507202,546.315735,-884.318359,600.552063,431.958496,-458.091003,322.826202,528.609253,-339.409821,233.985214,-42.608849
1400,528.475281,620.710510,-2.532560,131.194016,662.372192,322.041168,1005.673889,450.398468,682.171875,258.742676,317.221588,459.366302,-482.230072,464.643311,546.305664,-884.026428,600.709229,431.920288,-458.030548,322.982605,528.701416,-339.415619,233.959610,-42.604759
1401,528.522095,620.717468,-2.428569,131.404373,662.322388,322.096588,1005.935181,449.759186,680.948547,258.988068,317.038971,458.870361,-482.229492,464.788757,546.371033,-883.783081,600.933350,431.764648,-457.956085,323.145874,528.757507,-339.420532,233.972870,-42.623112
1402,528.556946,620.744629,-2.289495,131.578979,662.239441,322.115631,1006.391479,449.258698,679.482788,259.214935,316.856750,458.428009,-482.176819,464.987915,546.384705,-883.391907,601.198608,431.506805,-457.769806,323.410248,528.882141,-339.415741,233.984787,-42.588585
1403,528.625549,620.724304,-2.169682,131.788712,662.088806,322.104553,1006.513977,448.902832,677.969238,259.370056,316.690399,457.875610,-482.125336,465.065643,546.460144,-883.070801,601.356201,431.208099,-457.817413,323.694916,528.869507,-339.363770,233.950729,-42.621361
1404,528.648438,620.725891,-2.104623,131.964844,661.972778,322.214508,1006.946777,448.470367,676.208618,259.342255,316.311523,457.247528,-482.085419,465.214386,546.476929,-882.837708,601.506592,430.835480,-457.917084,324.007782,528.786438,-339.370209,233.922501,-42.613350
1405,528.593689,620.713257,-2.061443,131.967682,661.883911,322.248779,1007.213196,448.081635,673.964172,259.519592,315.971161,456.835602,-482.065094,465.344543,546.432861,-882.552429,601.667725,430.227386,-457.943604,324.299896,528.873047,-339.381042,233.888443,-42.644382
1406,528.555725,620.730652,-2.183576,132.057480,661.757385,322.183411,1007.648804,447.924469,671.594116,259.390717,315.704346,456.384460,-482.133148,465.478119,546.430603,-882.115845,601.820374,429.388550,-458.000977,324.429688,528.938721,-339.393188,233.880905,-42.662968
1407,528.571289,620.734497,-2.270309,132.188644,661.733765,322.159119,1008.091125,447.802460,668.801697,259.359772,315.597412,455.755646,-482.170837,465.599396,546.461670,-881.583679,601.902771,428.403687,-458.207703,324.711456,528.889587,-339.354065,233.856689,-42.652885
1408,528.609009,620.770325,-2.356212,132.261887,661.717407,322.156891,1008.543701,447.600006,665.620361,259.383636,315.193054,454.864349,-482.298584,465.807831,546.527222,-881.094971,601.965698,427.452179,-458.462524,325.157104,528.744202,-339.342957,233.860092,-42.629353
1409,528.582703,620.847961,-2.383755,132.308151,661.732117,322.189880,1009.209106,447.508972,661.948730,259.605072,314.738037,454.079620,-482.578094,466.145355,546.655457,-880.695618,602.019531,426.510345,-458.854919,325.591095,528.695801,-339.379242,233.827103,-42.643734
1410,528.545410,620.944580,-2.464220,132.394470,661.704956,322.183197,1009.892090,447.295197,657.877747,259.681335,314.427216,453.675781,-482.864838,466.486694,546.740906,-880.186279,602.010254,425.077118,-459.254242,325.821533,528.798340,-339.374390,233.866043,-42.679688
1411,528.517334,621.013489,-2.531099,132.481750,661.745300,322.162354,1010.729614,446.968842,653.092102,259.673645,313.881409,453.161743,-483.118317,466.755463,546.749634,-879.713379,602.088623,423.443237,-459.490082,325.839935,528.879089,-339.378632,233.815430,-42.667213
1412,528.515198,621.059814,-2.508494,132.597092,661.728210,322.136993,1011.642578,446.708466,648.015503,259.814270,313.368134,452.314606,-483.349915,466.965607,546.813477,-879.162109,602.050903,422.073517,-459.667664,326.047272,528.777405,-339.365143,233.765884,-42.670296
1413,528.481262,621.114258,-2.487906,132.525772,661.770996,322.207214,1012.681274,446.351715,642.502197,259.853760,313.233368,451.446808,-483.590454,467.309204,546.791077,-878.551331,602.209595,419.860840,-459.726379,326.212708,528.677490,-339.370178,233.744965,-42.668102
1414,528.451172,621.180725,-2.528256,132.520248,661.751831,322.149750,1013.690674,445.937256,636.471375,259.842163,313.072571,450.572388,-483.863922,467.648529,546.536682,-877.914185,602.399292,418.119904,-459.976807,326.328094,528.553650,-339.397980,233.775558,-42.685982
1415,528.456238,621.132324,-2.553904,132.410385,661.768799,322.211884,1014.744507,445.442139,630.011536,259.904663,312.666901,449.657806,-484.057190,467.967926,546.142578,-876.999695,602.570557,415.561768,-460.416840,326.527527,528.493286,-339.360870,233.753342,-42.769970
1416,528.477844,621.118591,-2.585870,132.268158,661.796021,322.279938,1015.836182,444.997650,623.083191,259.802490,312.480469,448.585602,-484.192291,468.272003,545.830505,-876.189270,602.756165,413.210693,-460.857697,326.749115,528.504761,-339.370087,233.792526,-42.799606
1417,528.444519,621.141418,-2.582599,132.059784,661.845398,322.435974,1017.040283,444.269745,615.703186,259.908661,312.138489,447.525787,-484.407562,468.617493,545.739319,-875.065430,602.971008,410.372009,-461.393219,327.255035,528.432678,-339.383270,233.771378,-42.783401
1418,528.445251,621.141418,-2.638658,131.813293,661.821899,322.583435,1018.403076,443.727692,608.013489,259.766571,311.666809,446.336487,-484.674011,469.065765,545.668213,-874.232727,603.187378,407.536591,-461.794464,327.728546,528.219543,-339.391907,233.875000,-42.850704
1419,528.384094,621.153748,-2.780994,131.602493,661.951599,322.843048,1019.866882,443.083069,599.828430,259.401062,311.423126,445.222504,-484.962524,469.451477,545.544983,-873.360291,603.396729,404.478119,-462.048065,328.055603,528.023315,-339.386719,233.941833,-42.958202
1420,528.363037,621.199463,-2.875158,131.340225,662.187927,323.175629,1021.313477,442.383850,591.557556,259.601257,310.999847,444.105560,-485.124939,469.724945,545.392700,-872.368042,603.684143,401.439453,-462.286407,328.403900,527.614380,-339.389862,234.038727,-43.099358
1421,528.337097,621.386108,-3.000014,131.218811,662.154480,323.299164,1022.654053,441.604218,582.844971,259.276001,310.733582,442.707367,-485.205627,469.985779,545.246094,-871.062195,604.043213,398.107178,-462.459961,328.425995,527.537109,-339.374390,234.121841,-43.202400
1422,528.210327,621.597656,-3.217084,130.915375,662.406921,323.573090,1023.893372,440.815613,573.983582,259.160156,310.436310,441.710449,-485.378174,470.276978,545.046814,-869.890198,604.573669,394.807678,-462.784607,328.469177,527.548706,-339.441223,234.124924,-43.183430
1423,528.046021,621.801819,-3.434419,130.707504,662.360229,323.583252,1025.336914,439.992554,564.858215,259.156464,309.938843,440.528503,-485.554565,470.557556,544.869934,-868.694946,604.911438,391.508331,-463.083801,328.663483,527.480103,-339.462585,233.888458,-42.884422
1424,527.977905,622.023438,-3.619964,130.448212,662.445923,323.597382,1026.944458,439.221161,555.668823,258.994629,309.954224,439.339996,-485.714020,470.724945,544.683105,-867.509705,605.188477,387.950745,-463.705170,329.300018,526.924133,-339.453674,233.872192,-42.913601
1425,527.988281,622.184265,-3.672180,130.347168,662.492798,323.680817,1028.192261,438.313934,546.501770,258.883423,309.550873,438.270630,-485.956512,471.010040,544.571899,-866.161438,605.640137,384.516907,-464.211212,329.862305,526.670105,-339.451324,233.876373,-42.920979
1426,528.015320,622.249207,-3.730669,130.220840,662.531067,323.801270,1029.422607,437.464233,537.318420,258.787628,309.128540,437.192535,-486.257263,471.421204,544.474854,-864.729187,605.950745,380.859436,-464.492249,330.537903,526.451538,-339.464050,233.893372,-42.927425
1427,528.002686,622.341492,-3.760876,130.094177,662.553833,323.949097,1030.393799,436.501343,527.836609,258.761566,308.950775,436.365295,-486.594666,471.867249,544.422974,-863.296265,606.417114,377.187592,-464.690369,330.375122,526.472351,-339.474182,233.918762,-42.895176
1428,527.998718,622.390381,-3.806275,130.051605,662.523987,324.050415,1031.576294,435.893677,518.383972,258.805695,308.451630,435.323730,-486.855896,472.330994,544.300659,-861.796387,607.018372,373.318909,-464.779449,330.417603,526.444275,-339.477203,233.903656,-42.915138
1429,528.032776,622.472107,-3.760335,130.118622,662.460754,324.212524,1032.626709,435.350891,509.214081,258.590729,308.053497,434.163849,-487.055298,472.648193,544.157898,-860.134766,607.650146,369.406219,-464.969055,330.489197,526.474121,-339.464417,233.893448,-42.927456
1430,528.072266,622.503113,-3.803842,130.446548,661.733826,323.788269,1033.371338,434.729156,499.883087,258.392151,307.881714,433.563568,-487.300293,472.769043,544.026489,-858.335876,608.098816,365.467194,-465.276581,330.620300,526.352783,-339.464020,233.893448,-42.927628
1431,528.091553,622.599060,-3.910680,130.480148,662.279053,324.441162,1034.082642,434.272858,490.861084,258.407623,307.478851,432.560486,-487.511230,472.931305,543.865967,-856.416016,608.877502,361.158844,-465.639160,330.743591,526.309021,-339.464203,233.893509,-42.927414
1432,528.058044,622.713074,-3.990429,130.647308,662.106750,324.397247,1034.393066,433.829010,482.208344,258.082825,307.165405,431.314392,-487.731476,473.183105,543.733704,-854.594238,609.433655,356.898743,-465.956909,331.009308,526.246765,-339.476776,233.903320,-42.916153
1433,528.081360,622.818115,-4.004484,130.787567,661.986267,324.465271,1034.775269,433.584229,473.398895,257.983337,306.843750,430.695740,-487.935883,473.570953,543.559753,-852.776428,610.154480,352.518524,-466.189789,331.548523,526.116760,-339.474762,233.908279,-42.922546
1434,528.106018,622.875000,-3.974060,131.031082,661.461304,324.255951,1034.731201,433.180054,465.102875,257.718781,306.352875,429.895538,-488.223236,473.982391,543.513550,-850.567627,610.804626,348.069702,-466.471191,332.170959,525.857239,-339.464294,233.893753,-42.927479
1435,528.072937,622.899231,-3.967800,131.185852,661.404358,324.481934,1034.658936,432.702393,456.950287,257.448639,305.794312,429.012207,-488.588776,474.487549,543.344177,-848.233337,611.613464,343.321930,-466.700562,332.634705,525.626526,-339.527222,233.886032,-42.970192
1436,528.168213,622.900940,-3.892024,131.362091,661.346985,324.704407,1034.171509,432.210571,449.055695,257.468628,305.492157,428.325989,-488.953857,474.720123,543.022461,-846.235107,612.366699,338.585785,-467.094238,333.188477,525.044006,-339.526031,233.872971,-42.987347
1437,528.265137,622.865784,-3.761035,131.571838,661.177490,324.849396,1033.264404,431.512390,441.044373,257.577393,305.036652,427.597626,-489.169128,474.904175,542.687500,-843.656372,613.197937,333.437927,-467.430511,334.055267,524.581482,-339.522491,233.895645,-43.017952
1438,528.455811,622.779297,-3.539483,131.868790,660.996460,324.974121,1032.150024,430.688354,433.103485,257.531281,304.555237,426.559998,-489.370209,475.086212,542.256775,-840.907166,614.096680,328.063751,-467.896057,333.749329,524.824341,-339.535187,233.888596,-42.983700
1439,528.545227,622.796204,-3.421490,131.978455,660.805054,325.110504,1030.904785,430.014923,425.284546,257.483948,304.066345,425.895416,-489.806183,475.634888,541.930115,-837.879089,614.978271,322.491058,-468.443481,333.895203,524.768433,-339.513428,233.872040,-43.013229
1440,528.638000,622.879272,-3.365416,132.047150,660.664978,325.111176,1029.560181,429.426392,417.578918,257.597565,303.799591,425.239014,-490.202515,476.167816,541.753540,-834.803406,615.739929,316.673676,-468.748291,334.181549,524.619629,-339.521912,233.895813,-43.018745
1441,528.719910,623.000183,-3.448203,132.062790,660.558960,325.167511,1027.903931,428.839417,409.864746,257.710632,303.738220,423.839752,-490.437439,476.654999,541.652100,-831.594421,616.679382,310.586700,-469.083160,334.618866,524.291077,-339.522675,233.886169,-43.045574
1442,528.702271,623.158936,-3.478670,132.007355,660.593445,325.278687,1025.960449,428.215881,402.553955,257.279236,303.667328,422.552063,-490.688751,477.230316,541.263245,-828.257019,617.504395,304.485107,-469.259552,335.283813,523.917908,-339.527893,233.867645,-43.024979
1443,528.607300,623.303589,-3.530179,131.777527,660.729309,325.465759,1023.972473,427.652466,395.103485,257.316254,303.430237,421.547668,-490.986298,477.721924,540.576538,-825.086731,618.052795,298.319031,-469.558350,335.719971,523.506531,-339.557800,233.911591,-43.075127
1444,528.583313,623.407227,-3.581826,131.580963,660.938782,325.580933,1021.927979,427.158875,387.767120,256.921112,303.404144,419.757111,-491.127014,478.062347,540.152222,-821.255432,618.778748,291.934692,-470.260193,336.521301,522.882996,-339.558990,233.917603,-43.078602
1445,528.554504,623.478333,-3.622695,131.360062,661.057983,325.770905,1019.497437,426.414124,380.388031,256.642395,302.953033,418.382385,-491.388306,478.486755,539.786316,-817.270813,619.298401,285.256409,-470.886383,336.501587,522.960876,-339.544373,233.913757,-43.126400
1446,528.589600,623.582642,-3.622220,131.194489,661.110962,325.953003,1016.987915,425.866943,372.707550,256.348633,302.566101,416.860291,-491.635712,478.996246,539.368530,-812.875732,619.907410,278.425171,-471.541473,336.578735,523.019958,-339.551361,233.915924,-43.139965
1447,528.576904,623.694702,-3.583489,131.146286,661.159485,326.102478,1014.015320,424.910248,364.645142,255.965912,301.695526,415.368195,-492.028320,479.324249,539.172668,-807.876038,620.428162,271.376923,-471.923889,336.843597,522.824829,-339.560120,233.897995,-43.098663
1448,528.564148,623.857422,-3.598780,131.014420,661.176941,326.219360,1010.708008,424.379944,356.618347,255.671295,301.312958,413.697296,-492.461487,479.524567,538.885437,-802.635620,620.780945,263.671021,-472.211456,336.918579,522.717407,-339.558960,233.875427,-43.106670
1449,528.604126,624.041565,-3.728103,131.031387,661.050720,326.186005,1007.166199,423.651917,348.048737,255.129395,300.828033,412.560364,-493.000061,479.624786,538.210022,-797.514648,620.884033,256.128784,-473.015717,338.459045,521.269165,-339.545013,233.861725,-43.140194
1450,528.637695,624.262634,-3.905305,130.960571,660.996277,326.285492,1003.665527,423.469849,339.748291,254.146378,300.828186,410.989990,-493.462860,479.685455,537.525940,-792.263733,621.066528,248.432449,-473.356537,338.036285,521.377197,-339.542023,233.866638,-43.147984
1451,528.649536,624.400696,-4.139994,130.830811,660.930603,326.350616,999.798889,422.710175,331.349487,253.875122,300.564362,409.874847,-493.853699,480.009399,537.282166,-787.244751,621.022522,240.655746,-473.760040,337.914063,521.251099,-339.550262,233.865677,-43.120888
1452,528.707031,624.538757,-4.297706,130.516663,661.092529,326.528015,996.061584,422.473541,323.003815,253.188705,300.613312,408.165802,-494.303497,480.583344,537.103149,-781.887146,620.963074,232.828705,-474.112885,337.829468,520.916199,-339.762268,233.687515,-42.955597
1453,528.682312,624.577148,-4.473720,130.263245,661.161194,326.615448,991.871521,422.197479,314.619843,252.410126,300.578339,407.083557,-494.690613,481.001343,536.707581,-776.168030,620.869934,225.190689,-474.348419,338.038177,520.624756,-339.839661,233.611481,-42.882935
1454,528.657715,624.679321,-4.557575,129.892227,661.391968,326.801666,987.390381,422.058502,306.491425,251.510727,300.184387,405.855316,-494.814636,481.318115,536.229675,-769.701294,620.747559,217.573181,-474.631378,338.381836,520.358582,-339.651703,233.695587,-42.974384
1455,528.657166,624.685425,-4.617214,129.537369,661.734802,327.051941,982.585449,421.951904,298.418701,250.676804,300.118408,404.562805,-494.928284,481.681915,535.919678,-763.030396,620.546509,209.587509,-475.327301,340.382355,518.864868,-339.596222,233.770996,-42.975651
1456,528.576233,624.672668,-4.573061,129.317856,661.984619,327.232513,977.264404,421.671997,290.154419,249.906250,299.769958,403.293427,-495.223328,482.067230,535.771545,-755.600708,620.180237,201.539108,-475.648712,339.949249,519.232300,-339.597626,233.781219,-42.977455
1457,528.639832,624.701111,-4.485439,129.336029,662.163391,327.326569,971.662903,421.595673,281.901947,249.245102,299.528503,402.183044,-495.556274,482.286621,535.567932,-748.185364,619.891357,193.269455,-476.074463,339.890015,519.386475,-339.592804,233.744629,-43.004517
