EX105
Date:,2025/01/17
Time:,12:13:37
Type:,ShareSpace
Description:,""
Notes:,""

TRAJECTORIES
100.000000,Hz
Field#,HIP_R_X,HIP_R_Y,HIP_R_Z,ILIAC_R_X,ILIAC_R_Y,ILIAC_R_Z,ILIAC_L_X,ILIAC_L_Y,ILIAC_L_Z,HIP_L_X,HIP_L_Y,HIP_L_Z
1538,-173.255707,485.212036,414.070862,-176.582840,405.178833,507.230560,-182.151825,160.781662,498.142426,-158.536072,81.248207,416.632690
1539,-173.307159,485.223694,414.088287,-176.709152,405.205750,507.238708,-182.202682,160.803040,498.101959,-158.622787,81.224266,416.697388
1540,-173.364929,485.245697,414.145538,-176.818008,405.220673,507.236603,-182.300171,160.820160,498.103851,-158.704971,81.225868,416.720154
1541,-173.349838,485.261627,414.087616,-176.925644,405.226410,507.232910,-182.443970,160.841095,498.148956,-158.770081,81.265533,416.778870
1542,-173.347290,485.260681,414.083588,-176.974991,405.202087,507.247742,-182.497498,160.842697,498.114441,-158.841034,81.234322,416.764465
1543,-173.347748,485.260742,414.084564,-177.016342,405.203552,507.219940,-182.584061,160.851593,498.125427,-158.881226,81.231377,416.781586
1544,-173.366577,485.286621,414.091888,-177.075928,405.233429,507.216980,-182.640457,160.848801,498.132843,-158.935196,81.203880,416.813599
1545,-173.032867,485.255554,413.658081,-177.148148,405.227417,507.255219,-182.771240,160.854156,498.139191,-158.923126,81.232018,416.794250
1546,-172.995865,485.274445,413.649811,-177.231735,405.230255,507.272156,-182.865784,160.847672,498.163757,-158.976639,81.205231,416.820953
1547,-172.985947,485.298248,413.687256,-177.287262,405.242920,507.288269,-182.963806,160.850449,498.142883,-158.991013,81.209488,416.793121
1548,-172.986191,485.286896,413.685638,-177.348434,405.227966,507.290375,-183.031342,160.890778,498.101501,-159.030548,81.213226,416.800934
1549,-172.998703,485.290497,413.702179,-177.446793,405.234863,507.345978,-183.114944,160.874207,498.156464,-159.031754,81.212677,416.802155
1550,-173.007401,485.314240,413.741638,-177.586792,405.209808,507.394196,-183.261810,160.827499,498.169617,-159.060135,81.243507,416.788055
1551,-172.963745,485.325867,413.713074,-177.723755,405.185089,507.456024,-183.370514,160.866440,498.218170,-159.072144,81.265266,416.780975
1552,-172.998627,485.332520,413.738159,-177.894608,405.182373,507.470856,-183.475082,160.855545,498.197266,-159.077332,81.208168,416.812805
1553,-173.054413,485.311462,413.769684,-178.103470,405.128723,507.545135,-183.509521,160.815216,498.219025,-159.112808,81.184662,416.786835
1554,-173.000046,485.364319,413.809845,-178.286911,405.141663,507.626251,-183.634613,160.819580,498.210052,-159.161804,81.237106,416.792633
1555,-173.062668,485.322266,413.780853,-178.481796,405.131958,507.643280,-183.810684,160.831787,498.238007,-159.266373,81.166672,416.848358
1556,-173.095490,485.322937,413.749023,-178.626022,405.047424,507.660370,-184.042938,160.838333,498.273193,-159.300949,81.176201,416.818268
1557,-173.145599,485.260040,413.756653,-178.841309,404.983307,507.725433,-184.263046,160.820282,498.249481,-159.341751,81.181068,416.824463
1558,-173.174454,485.257965,413.800659,-178.995529,404.923462,507.762238,-184.500275,160.785538,498.384033,-159.400131,81.198997,416.767517
1559,-173.218033,485.212128,413.777100,-179.233871,404.880951,507.806763,-184.787537,160.748245,498.417999,-159.477798,81.151688,416.821014
1560,-173.242981,485.225372,413.755188,-179.446777,404.906647,507.858032,-184.984604,160.772034,498.445374,-159.560074,81.138817,416.860657
1561,-173.334869,485.238678,413.744080,-179.655441,404.909760,507.864410,-185.175110,160.761993,498.501343,-159.675552,81.100624,416.936646
1562,-173.397888,485.224091,413.796783,-179.804367,404.910980,507.891083,-185.394531,160.731918,498.561096,-159.805161,81.100861,416.974152
1563,-173.414719,485.258240,413.802063,-179.941498,404.900238,507.922699,-185.505768,160.735458,498.547852,-159.934998,80.954849,417.138092
1564,-173.474823,485.279999,413.863403,-180.074661,404.933319,507.909393,-185.740570,160.708008,498.618164,-160.015488,80.994987,417.197723
1565,-173.554123,485.265228,413.856384,-180.272995,404.902405,507.911407,-185.948929,160.741333,498.676239,-160.179520,80.935181,417.249420
1566,-173.624207,485.320862,413.922424,-180.509399,404.883423,507.993622,-186.102448,160.751404,498.716339,-160.244949,80.883102,417.281952
1567,-173.686462,485.373016,413.934296,-180.821701,404.880646,508.065186,-186.275299,160.712524,498.740753,-160.365555,80.821579,417.310822
1568,-173.752106,485.415497,413.950928,-181.232025,404.824677,508.152924,-186.557404,160.748718,498.762726,-160.479019,80.719551,417.374634
1569,-173.910065,485.451233,414.024475,-181.484894,404.766388,508.184906,-186.816040,160.767776,498.815186,-160.548096,80.650337,417.428284
1570,-174.003281,485.423981,414.085175,-181.706268,404.776184,508.217621,-187.200546,160.799194,498.848145,-160.680847,80.596916,417.431274
1571,-174.182327,485.481018,414.119324,-181.939331,404.814026,508.214966,-187.509644,160.799988,498.929077,-160.767105,80.567436,417.440460
1572,-174.311005,485.487000,414.212799,-182.221451,404.804230,508.252716,-187.740295,160.809204,498.962616,-160.896667,80.537941,417.460205
1573,-174.410294,485.526154,414.234863,-182.480957,404.826416,508.233887,-187.998001,160.837372,499.097382,-161.024475,80.511330,417.498749
1574,-174.310257,485.248505,414.234711,-182.698792,404.849762,508.181000,-188.170303,160.829330,499.063263,-161.184265,80.463097,417.631042
1575,-174.417892,485.232574,414.197571,-182.921143,404.860901,508.215515,-188.321533,160.855743,499.030334,-161.325989,80.450531,417.624695
1576,-174.527466,485.215179,414.235046,-183.136536,404.847839,508.215790,-188.486465,160.832855,499.066437,-161.527130,80.399429,417.752869
1577,-174.851807,485.534515,414.257629,-183.363281,404.797028,508.260773,-188.679047,160.864670,499.093475,-161.628159,80.430061,417.767670
1578,-174.976685,485.537567,414.302979,-183.658447,404.778595,508.315369,-188.822128,160.858475,499.062988,-161.729126,80.474091,417.792725
1579,-175.247543,485.885193,414.453033,-183.964493,404.738312,508.338837,-189.070465,160.864868,499.065247,-161.870956,80.467064,417.830872
1580,-175.155624,485.559662,414.354553,-184.263779,404.714020,508.438202,-189.354996,160.862488,499.159790,-161.971863,80.487907,417.850006
1581,-175.208237,485.557861,414.382507,-184.472107,404.709930,508.468109,-189.599075,160.836899,499.209473,-162.048264,80.446960,417.879059
1582,-175.247665,485.592255,414.376007,-184.728668,404.704285,508.512390,-189.900482,160.867737,499.215149,-162.146927,80.411469,417.898010
1583,-175.344391,485.609375,414.396332,-185.034973,404.668915,508.488342,-190.203171,160.867249,499.222473,-162.268082,80.350494,417.957855
1584,-175.387131,485.650360,414.391327,-185.233795,404.744232,508.471100,-190.551483,160.867142,499.250427,-162.433853,80.365753,418.014160
1585,-175.506653,485.953613,414.565948,-185.439453,404.776276,508.476471,-190.803589,160.933929,499.272675,-162.473282,80.368744,417.970428
1586,-175.594101,486.011200,414.654449,-185.733505,404.859039,508.595398,-191.004562,160.958755,499.333405,-162.576828,80.337418,418.065216
1587,-175.676743,486.054199,414.720459,-185.976227,404.981293,508.651062,-191.226761,160.993057,499.367523,-162.665680,80.308556,418.138275
1588,-175.760330,485.814453,414.641541,-186.279236,405.032166,508.776001,-191.558823,161.001740,499.502380,-162.743774,80.292572,418.128448
1589,-175.808487,485.818298,414.672272,-186.706284,404.988556,508.887085,-191.953156,160.957916,499.614471,-162.857224,80.298729,418.259827
1590,-175.979675,486.128601,414.921417,-187.195526,404.901398,509.061829,-192.449112,160.972183,499.778656,-162.910553,80.319122,418.272003
1591,-176.106430,486.148132,415.049286,-187.698517,404.807098,509.230988,-192.931564,160.983658,499.897980,-163.011978,80.261642,418.351349
1592,-176.268753,486.191345,415.151337,-188.048477,404.745361,509.392334,-193.368713,160.980942,500.089844,-163.104523,80.204979,418.447357
1593,-176.460556,486.220917,415.326202,-188.460663,404.762543,509.550354,-193.758881,160.939789,500.202301,-163.283218,80.050415,418.576141
1594,-176.705841,486.065826,415.330414,-188.978821,404.809937,509.743835,-194.162201,160.934677,500.226593,-163.457581,79.892334,418.733490
1595,-176.937057,486.110992,415.513428,-189.736801,404.703033,509.851959,-194.703598,160.856430,500.268646,-163.635727,79.783615,418.879578
1596,-177.169540,486.160889,415.656738,-190.397324,404.567963,509.889496,-195.440857,160.773865,500.367798,-163.833038,79.685837,419.028107
1597,-177.395920,486.153931,415.686920,-190.855484,404.463837,509.772369,-195.965057,160.679153,500.325592,-164.165192,79.590919,419.209442
1598,-177.614731,486.114990,415.763275,-191.388214,404.378448,509.703796,-196.360535,160.604492,500.344940,-164.477402,79.526497,419.377594
1599,-177.849945,486.118561,415.828094,-192.033234,404.330566,509.657684,-196.758896,160.484955,500.271576,-164.734390,79.473717,419.446014
1600,-178.210403,486.025604,415.864471,-192.721054,404.287872,509.749115,-197.312958,160.431335,500.235260,-164.956100,79.428696,419.507294
1601,-178.558441,486.016327,415.959930,-193.344955,404.271851,509.802338,-197.863159,160.429047,500.307678,-165.185074,79.338966,419.478729
1602,-178.854996,486.016602,416.029236,-193.838837,404.336487,509.780457,-198.499130,160.513046,500.453461,-165.378647,79.212555,419.483185
1603,-179.190140,486.053070,416.153503,-194.307327,404.327179,509.798431,-198.978882,160.561707,500.390198,-165.716721,79.022720,419.678497
1604,-179.558670,486.098328,416.158508,-194.964233,404.184326,509.784637,-199.510834,160.563187,500.240784,-166.060577,78.767021,419.908630
1605,-179.907501,485.684570,415.776276,-195.625900,404.060303,509.756439,-200.048828,160.514160,500.068970,-166.319046,78.606201,419.968842
1606,-180.152985,486.153961,416.145111,-196.139099,403.985413,509.780243,-200.641403,160.546188,500.059296,-166.623810,78.443993,420.039246
1607,-180.778152,486.426086,416.038330,-196.448334,404.039337,509.741028,-201.185989,160.570755,500.151184,-166.967743,78.367035,420.025787
1608,-180.723495,486.234192,416.113281,-196.804245,404.002808,509.674408,-201.561646,160.620224,500.190125,-167.184891,78.461563,419.938965
1609,-181.220047,486.470581,416.118347,-197.180649,404.005280,509.720642,-201.989502,160.611374,500.196045,-167.469223,78.496590,419.860321
1610,-181.158524,486.223969,416.298950,-197.558258,403.913025,509.722046,-202.367126,160.553940,500.267090,-167.779602,78.566414,419.801605
1611,-181.390854,486.248352,416.341003,-197.968231,403.910248,509.710999,-202.616547,160.562027,500.207642,-168.061234,78.608421,419.801392
1612,-181.775131,486.470856,416.353455,-198.274063,403.920135,509.686279,-202.924469,160.605820,500.208374,-168.381058,78.356880,420.087708
1613,-181.705704,486.226074,416.457977,-198.496506,403.893341,509.665649,-203.319580,160.548782,500.226593,-168.545914,78.561043,419.955383
1614,-181.784973,486.236908,416.499420,-198.734772,403.866089,509.657898,-203.744156,160.454361,500.231171,-168.779984,78.549599,419.911530
1615,-181.904739,486.222198,416.490631,-199.032471,403.894287,509.593872,-204.060791,160.379807,500.151855,-168.955490,78.522835,419.921387
1616,-182.069687,486.261780,416.498077,-199.302429,403.927521,509.529297,-204.404160,160.363510,500.037994,-169.052719,78.475998,419.886444
1617,-182.111664,486.226349,416.493988,-199.545410,403.990601,509.515167,-204.616425,160.253052,500.027924,-169.138550,78.483215,419.844269
1618,-182.146561,486.270203,416.560791,-199.719238,403.951752,509.568420,-204.788010,160.265060,500.036469,-169.169266,78.469864,419.829224
1619,-182.230362,486.285980,416.584473,-199.839417,403.929413,509.550171,-204.959656,160.220520,500.034546,-169.252777,78.464508,419.852570
1620,-182.304367,486.301605,416.626190,-200.024185,403.851715,509.568634,-205.123016,160.218536,500.036804,-169.298065,78.433449,419.932190
1621,-182.363998,486.289429,416.668549,-200.188126,403.822876,509.624054,-205.202728,160.195786,500.024292,-169.315842,78.333588,419.998840
1622,-182.306992,486.280914,416.787109,-200.318863,403.740570,509.624237,-205.288986,160.169434,500.080078,-169.345947,78.300896,420.101898
1623,-182.361679,486.251282,416.857300,-200.444687,403.708038,509.713867,-205.345886,160.120300,500.053741,-169.372101,78.233383,420.152710
1624,-182.404236,486.266541,416.889099,-200.580444,403.649658,509.682739,-205.366837,160.071701,499.998230,-169.351959,78.130760,420.205048
1625,-182.435822,486.249817,416.889587,-200.743027,403.631073,509.710083,-205.428558,160.034195,500.017212,-169.324722,78.137962,420.206879
1626,-182.346176,486.210907,416.918579,-200.836716,403.583282,509.777374,-205.495300,159.967773,500.011780,-169.319016,78.037605,420.255829
1627,-182.309433,486.179352,416.933533,-200.946609,403.567627,509.795990,-205.527618,159.915100,500.081360,-169.292786,78.009842,420.236420
1628,-182.375061,486.183990,416.979309,-201.077911,403.528320,509.817596,-205.531387,159.938263,500.049927,-169.253342,78.033867,420.216278
1629,-182.427048,486.182526,417.016968,-201.173569,403.490509,509.850342,-205.563202,159.942108,500.071198,-169.242691,78.037079,420.183044
1630,-182.435089,486.139557,417.032593,-201.240875,403.488586,509.890167,-205.585922,159.907410,500.087799,-169.270752,77.951080,420.180054
1631,-182.441864,486.120880,417.080688,-201.324188,403.480743,509.913055,-205.636276,159.888016,500.131897,-169.300415,77.875130,420.234161
1632,-182.478836,486.164124,417.090820,-201.422104,403.510986,509.924927,-205.668121,159.889206,500.139343,-169.320816,77.841324,420.210754
1633,-182.553543,486.170074,417.013519,-201.467178,403.548340,509.869476,-205.738235,159.895050,500.148956,-169.334335,77.785500,420.186493
1634,-182.563980,486.203796,417.000977,-201.575241,403.558380,509.836670,-205.871521,159.869934,500.136292,-169.347015,77.710167,420.208313
1635,-182.612564,486.220734,416.994843,-201.598190,403.574554,509.803802,-205.952850,159.868683,500.185944,-169.351257,77.749046,420.185486
1636,-182.721863,486.295166,417.052551,-201.704788,403.586975,509.849243,-206.085922,159.933975,500.184998,-169.350357,77.752327,420.182617
1637,-182.790329,486.357025,417.073578,-201.756500,403.589691,509.814117,-206.129547,159.951904,500.126526,-169.369308,77.794479,420.188049
1638,-182.889374,486.392303,417.093536,-201.824051,403.648529,509.795044,-206.224762,160.006210,500.145996,-169.399567,77.856529,420.134369
1639,-182.965805,486.391235,417.103394,-201.843887,403.678925,509.780579,-206.355530,159.988358,500.216583,-169.435944,77.875191,420.166290
1640,-183.016190,486.418671,417.078400,-201.884827,403.690002,509.785370,-206.408508,160.023422,500.217010,-169.438339,77.876755,420.221283
1641,-183.082993,486.382660,417.010651,-201.954102,403.676178,509.833069,-206.453781,160.058182,500.229645,-169.471695,77.874435,420.260223
1642,-183.086700,486.442932,417.026581,-201.967941,403.714752,509.827698,-206.536697,160.060135,500.272064,-169.469040,77.900986,420.325043
1643,-183.152115,486.467529,417.020325,-201.997238,403.724060,509.817993,-206.576492,160.064819,500.291504,-169.484207,77.903030,420.356323
1644,-183.198029,486.502380,417.032471,-202.050705,403.713562,509.817474,-206.571243,160.047302,500.263489,-169.489670,77.934464,420.362885
1645,-183.232529,486.546509,417.023590,-202.095947,403.719971,509.802032,-206.652344,160.048508,500.303741,-169.489319,77.935692,420.361938
1646,-183.279007,486.592651,417.081787,-202.161804,403.773346,509.824707,-206.654022,160.043716,500.290314,-169.438843,77.975510,420.349091
1647,-183.231644,486.569885,417.026764,-202.190201,403.758453,509.836975,-206.702957,160.079987,500.285889,-169.434753,77.952576,420.375702
1648,-183.218018,486.624084,417.015442,-202.269257,403.758820,509.851898,-206.702805,160.076065,500.270508,-169.432770,77.973038,420.365387
1649,-183.183990,486.615295,416.968048,-202.297729,403.746948,509.888947,-206.792694,160.105240,500.308380,-169.417755,77.976036,420.386047
1650,-183.152313,486.631073,416.965668,-202.304016,403.754333,509.894318,-206.804184,160.086884,500.316772,-169.441025,77.953735,420.383972
1651,-183.156448,486.668304,417.017120,-202.303635,403.754639,509.893860,-206.793472,160.104675,500.309418,-169.427383,77.954491,420.406464
1652,-183.185837,486.718018,417.049438,-202.346436,403.830750,509.861786,-206.831650,160.128494,500.299988,-169.453964,77.935425,420.422760
1653,-183.204269,486.744385,417.079773,-202.386185,403.791016,509.899841,-206.874435,160.093048,500.325256,-169.467300,77.934479,420.477356
1654,-183.165741,486.747345,417.149353,-202.441238,403.807648,509.913330,-206.918930,160.087357,500.380005,-169.516205,77.876060,420.501129
1655,-183.141586,486.745422,417.144073,-202.478668,403.815613,509.947968,-206.958191,160.075470,500.396332,-169.517838,77.873848,420.502472
1656,-183.167007,486.792572,417.111969,-202.548782,403.835571,509.883850,-207.001923,160.101593,500.380798,-169.516846,77.875122,420.501312
1657,-183.162277,486.784515,417.091339,-202.696518,403.841064,509.924194,-207.043335,160.100388,500.363373,-169.530777,77.827446,420.539856
1658,-183.158112,486.800476,417.072174,-202.758530,403.805267,509.912415,-207.087082,160.123550,500.409424,-169.531937,77.824944,420.542572
1659,-183.158020,486.800873,417.072052,-202.848068,403.810150,509.907898,-207.178757,160.153091,500.415802,-169.546997,77.827721,420.571747
1660,-183.203751,486.841431,417.105194,-202.986160,403.826263,509.940186,-207.224106,160.179749,500.399750,-169.593231,77.794724,420.576630
1661,-183.302261,486.872894,417.110321,-203.107147,403.791290,509.952209,-207.285553,160.213638,500.375519,-169.607300,77.814194,420.571686
1662,-183.339066,486.883636,417.159210,-203.240768,403.778259,509.993195,-207.370300,160.235550,500.405579,-169.646179,77.778206,420.662933
1663,-183.383636,486.882751,417.190582,-203.299728,403.765564,509.982849,-207.439850,160.186768,500.462982,-169.676865,77.709930,420.716797
1664,-183.425018,486.907257,417.198364,-203.424973,403.774658,510.001740,-207.486526,160.200928,500.478699,-169.714890,77.711937,420.725861
1665,-183.463684,486.914490,417.186401,-203.584305,403.754486,510.005707,-207.529831,160.199509,500.431915,-169.672379,77.651382,420.754272
1666,-183.464600,486.934082,417.190979,-203.744186,403.809967,510.043243,-207.590134,160.207230,500.389893,-169.638000,77.658745,420.743378
1667,-183.464127,486.934540,417.191345,-203.912888,403.814362,510.096283,-207.710907,160.199631,500.420715,-169.552612,77.643364,420.780365
1668,-183.537354,486.940826,417.225830,-204.050919,403.789734,510.125519,-207.818115,160.196915,500.416870,-169.531326,77.644516,420.794586
1669,-183.557022,486.946564,417.251801,-204.104706,403.849670,510.082642,-207.911575,160.220322,500.369446,-169.501877,77.685417,420.743256
1670,-183.609009,486.953674,417.328094,-204.204315,403.807922,510.116913,-207.964035,160.247040,500.318756,-169.539047,77.686996,420.764923
1671,-183.611099,486.974182,417.335327,-204.257416,403.780884,510.114746,-208.093719,160.264084,500.341248,-169.510696,77.637566,420.799530
1672,-183.627899,486.979767,417.359161,-204.349686,403.791992,510.108948,-208.196259,160.258072,500.335968,-169.545731,77.663605,420.810699
1673,-183.666687,487.020203,417.374939,-204.388199,403.831177,510.095276,-208.299911,160.250092,500.335205,-169.515839,77.677933,420.821594
1674,-183.649994,487.015686,417.350769,-204.450943,403.821899,510.121033,-208.381454,160.217651,500.359558,-169.620132,77.568977,420.874237
1675,-183.648849,487.014862,417.349426,-204.524277,403.800262,510.098724,-208.528732,160.221100,500.381134,-169.598434,77.531174,420.889313
1676,-183.666656,487.020416,417.374512,-204.623398,403.808105,510.146545,-208.620956,160.216339,500.337158,-169.624786,77.494400,420.895874
1677,-183.698853,487.068726,417.411133,-204.705322,403.807037,510.111938,-208.779312,160.222015,500.336945,-169.565689,77.530190,420.950470
1678,-183.721939,487.093079,417.484344,-204.827545,403.810242,510.120697,-208.946426,160.228607,500.296600,-169.634979,77.465645,420.959320
1679,-183.782196,487.112976,417.546661,-204.954376,403.771698,510.153076,-209.119873,160.223495,500.283905,-169.709137,77.388016,420.932343
1680,-183.789948,487.164063,417.557587,-205.069336,403.793182,510.124084,-209.309204,160.300476,500.310028,-169.659805,77.443680,420.985016
1681,-183.806961,487.146698,417.532410,-205.171036,403.788025,510.103333,-209.519592,160.334335,500.323547,-169.717163,77.413101,421.024414
1682,-183.852417,487.136261,417.562195,-205.328384,403.782288,510.149353,-209.676117,160.310379,500.314880,-169.782349,77.365921,421.069855
1683,-183.859879,487.197632,417.579926,-205.562225,403.789673,510.197632,-209.741211,160.327118,500.312073,-169.841812,77.360435,421.099976
1684,-183.937912,487.196747,417.634888,-205.721985,403.826691,510.285675,-209.880096,160.355438,500.345825,-169.920746,77.361519,421.153381
1685,-184.006332,487.200562,417.647064,-205.931427,403.812622,510.333862,-209.975143,160.355957,500.309387,-169.955307,77.350204,421.184296
1686,-184.084656,487.195221,417.698212,-206.160950,403.743225,510.463623,-210.057587,160.347946,500.362518,-169.997498,77.411896,421.225677
1687,-184.175095,487.247498,417.796021,-206.461212,403.701965,510.723724,-210.199707,160.340500,500.367584,-170.007324,77.373138,421.225525
1688,-184.269791,487.210876,417.799286,-206.629639,403.595856,510.722992,-210.329819,160.363693,500.274689,-170.130798,77.350266,421.164886
1689,-184.344955,487.166656,417.753998,-206.760345,403.548340,510.713593,-210.442627,160.341125,500.286316,-170.166626,77.345741,421.205231
1690,-184.418777,487.163818,417.762665,-206.883133,403.490967,510.735229,-210.541046,160.315491,500.263550,-170.194122,77.367264,421.199036
1691,-184.453903,487.125061,417.764130,-207.012115,403.461121,510.781555,-210.615189,160.315933,500.250854,-170.299896,77.363083,421.188293
1692,-184.505997,487.052490,417.753265,-207.172104,403.443787,510.772583,-210.772873,160.293900,500.260406,-170.531418,77.192459,421.216827
1693,-184.649521,487.061279,417.752258,-207.339447,403.437469,510.729340,-210.864197,160.286285,500.224823,-170.566727,77.186150,421.213440
1694,-184.701218,487.031403,417.774536,-207.504410,403.410492,510.734924,-210.979416,160.220383,500.217133,-170.656403,77.156609,421.212006
1695,-184.749237,487.023499,417.801147,-207.587067,403.409851,510.707092,-211.142105,160.184372,500.200775,-170.729919,77.207825,421.106079
1696,-184.773529,487.038788,417.786285,-207.686340,403.410980,510.664459,-211.279831,160.181046,500.159576,-170.831635,77.084831,421.170013
1697,-184.801743,487.027588,417.788879,-207.757782,403.400513,510.680603,-211.463440,160.143417,500.083099,-170.868958,77.166527,421.070374
1698,-184.859329,487.024017,417.800140,-207.811859,403.369995,510.661926,-211.589996,160.141495,500.069336,-170.934296,77.135239,421.059967
1699,-184.822937,487.001160,417.785492,-207.867523,403.363617,510.694061,-211.712036,160.107864,500.021576,-171.006500,77.105690,421.052399
1700,-184.836395,486.997162,417.853882,-207.861374,403.372101,510.714966,-211.861954,160.055313,500.123138,-171.120026,76.953957,421.192017
1701,-184.862335,487.015991,417.865723,-207.877869,403.414764,510.742371,-211.945129,160.042358,500.123657,-171.194901,76.920334,421.232788
1702,-184.927811,486.981476,417.912140,-207.920212,403.342010,510.749420,-212.002090,160.034378,500.130493,-171.219513,76.927170,421.254944
1703,-184.958801,486.993500,417.938049,-207.931168,403.362885,510.771332,-212.072296,159.990280,500.100464,-171.265808,77.006630,421.184814
1704,-184.953705,486.992920,417.959137,-207.921066,403.357819,510.812836,-212.153229,159.963470,500.159637,-171.301895,76.978363,421.205994
1705,-184.927017,486.966095,417.907806,-207.910141,403.327362,510.816315,-212.145462,159.912933,500.174500,-171.323532,76.817070,421.349182
1706,-184.983368,486.961670,417.916718,-207.957306,403.316101,510.831024,-212.229263,159.857529,500.172394,-171.309891,76.913414,421.256744
1707,-185.009689,486.980255,417.880768,-207.969406,403.353821,510.796051,-212.254272,159.832840,500.166443,-171.308426,76.947342,421.227325
1708,-184.966766,486.956451,417.845154,-207.969162,403.362549,510.808838,-212.274506,159.833755,500.152863,-171.284927,76.919975,421.230652
1709,-184.920242,486.988373,417.843353,-208.055313,403.370514,510.901245,-212.321274,159.854172,500.174286,-171.251678,76.942070,421.229034
1710,-184.939911,487.083466,417.890076,-208.086456,403.414703,510.892181,-212.355347,159.837006,500.194244,-171.264465,76.931030,421.239410
1711,-184.957169,487.088287,417.919586,-208.133347,403.465240,510.882813,-212.413757,159.866714,500.175598,-171.262314,76.911011,421.228516
1712,-184.949982,487.136902,417.902374,-208.180511,403.497711,510.900757,-212.538498,159.899078,500.183990,-171.292618,76.778854,421.330811
1713,-184.918396,487.239532,417.923004,-208.233261,403.578644,510.917328,-212.618317,159.860031,500.153809,-171.331253,76.762741,421.378418
1714,-184.893417,487.305847,417.964996,-208.374374,403.624817,510.912598,-212.761276,159.831375,500.192139,-171.344696,76.692627,421.410675
1715,-184.897064,487.364746,417.961975,-208.449951,403.718689,510.895813,-212.842377,159.819321,500.093536,-171.359436,76.660500,421.414001
1716,-184.844498,487.454010,417.967133,-208.577484,403.789276,510.858307,-213.025436,159.802139,500.043030,-171.403839,76.651093,421.425262
1717,-184.859879,487.492981,417.983002,-208.895477,403.803375,510.921753,-213.283875,159.724991,500.101257,-171.456665,76.704407,421.356171
1718,-185.155457,487.930664,418.062775,-209.379593,403.783264,510.911652,-213.509155,159.675766,500.047028,-171.553833,76.514122,421.487946
1719,-185.256912,488.015045,418.126099,-210.112457,403.794189,510.875977,-213.771942,159.617599,499.952637,-171.636307,76.454727,421.501556
1720,-185.109100,487.811127,418.129944,-210.677414,403.858978,510.723114,-214.134628,159.638290,499.910797,-171.742386,76.364891,421.547760
1721,-185.200211,487.905487,418.143433,-211.165359,403.886292,510.351013,-214.584839,159.662933,499.813141,-171.855606,76.309441,421.540405
1722,-185.395523,488.015656,418.200989,-211.713577,403.969299,510.137939,-215.086151,159.718018,499.783875,-172.041824,76.276054,421.573120
1723,-185.689697,488.374847,418.330963,-212.483902,403.937378,510.174042,-215.578339,159.794373,499.745514,-172.272293,76.262924,421.589172
1724,-185.798935,488.341278,418.333221,-213.362900,403.763580,510.050293,-216.059998,159.920898,499.601898,-172.509064,76.209335,421.645660
1725,-185.993530,488.407104,418.373077,-214.077988,403.923767,509.962494,-216.541519,160.027634,499.471619,-172.776352,76.116081,421.796387
1726,-186.193054,488.462494,418.485260,-214.829300,404.121552,509.750427,-217.392075,160.087311,499.312714,-172.982376,76.062691,421.867767
1727,-186.460587,488.466797,418.612152,-215.711487,404.025208,509.742004,-218.141769,160.191147,499.323395,-173.153519,76.005692,421.898865
1728,-186.726761,488.544220,418.829346,-216.439850,403.933685,509.798340,-218.568146,160.267792,499.372253,-173.292267,75.959671,421.909576
1729,-187.049744,488.587036,418.998444,-217.150040,403.954193,509.584991,-219.131577,160.237839,499.280853,-173.539581,75.839798,422.001495
1730,-187.343033,488.621521,419.114990,-217.692001,403.767029,509.371918,-219.829254,160.147018,499.117645,-173.861465,75.694901,422.175903
1731,-187.589600,488.658142,419.277405,-218.653717,403.475037,509.321838,-220.662048,159.973419,498.934448,-174.035202,75.372002,422.545441
1732,-187.857208,488.635071,419.410370,-219.496521,403.349365,509.477875,-221.170303,159.737076,498.667572,-174.280762,74.988640,423.030090
1733,-188.162949,488.635559,419.504913,-220.201431,403.369019,509.274414,-221.764481,159.498993,498.384918,-174.758423,74.705887,423.222687
1734,-188.529388,488.678680,419.586792,-220.907852,403.440338,509.081085,-222.213577,159.507111,498.349609,-175.076859,74.585632,423.313446
1735,-188.843292,488.661499,419.638245,-221.609161,403.357788,508.942657,-222.929077,159.540710,498.355438,-175.258118,74.510483,423.358612
1736,-189.028336,488.623444,419.688904,-222.344177,403.293549,508.776215,-223.624313,159.488388,498.226807,-175.361938,74.475830,423.421875
1737,-189.286011,488.628265,419.804352,-222.851898,403.263885,508.634766,-224.057922,159.465012,498.099579,-175.428345,74.396538,423.477600
1738,-189.566254,488.497711,419.792511,-223.351593,403.210938,508.644379,-224.469070,159.550415,497.946320,-175.581848,74.333305,423.499146
1739,-189.834351,488.459564,419.798859,-224.034805,402.991730,508.682373,-224.936905,159.572220,497.837280,-175.727814,74.161156,423.628235
1740,-189.948944,488.374969,419.799835,-224.483841,402.913147,508.749420,-225.350113,159.523712,497.755402,-176.026337,73.859924,423.865875
1741,-190.060349,488.349243,419.975677,-225.009445,402.788055,508.663025,-225.804840,159.367798,497.712616,-176.088913,73.905724,423.707581
1742,-190.141190,488.366516,420.110718,-225.447403,402.697937,508.529388,-226.235199,159.309921,497.503357,-176.254974,73.813911,423.641388
1743,-190.225891,488.333405,420.218933,-225.817551,402.614197,508.325439,-226.589249,159.221039,497.278015,-176.482666,73.570061,423.766235
