BLOC302
Date:,2023/12/07
Time:,15:40:12
Type:,ShareSpace
Description:,""
Notes:,""

TRAJECTORIES
100.000000,Hz
,SHO1,,,ELB1,,,HAN1,,,SHO2,,,ELB2,,,HAN2,,,SHO3,,,ELB3,,,HAN3,,,SHO4,,,ELB4,,,HAN4,,,SHO5,,,ELB5,,,HAN5
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
11,-858.794983,1014.869629,1423.536377,-717.991028,810.376709,1227.413330,-527.073364,812.482544,1520.016846,167.089096,1232.718628,1235.935181,31.952839,1086.529541,1087.530762,103.468758,940.786743,1309.988159,1059.000000,495.356049,1292.070068,908.843994,573.228333,1047.268677,857.908020,426.831757,1380.594849,583.544678,-544.212280,1306.859619,540.921753,-344.553131,1109.224609,356.906128,-280.288300,1380.148315,-691.682068,-330.507202,1330.776978,-525.155884,-291.699280,1070.505981,-629.745728,-185.013275,1368.540771
12,-858.703552,1015.003174,1423.645996,-715.984253,808.960510,1229.626953,-521.666199,807.851501,1519.704468,167.328583,1231.974609,1236.535767,31.858036,1083.458862,1090.564087,101.836456,934.642334,1311.559448,1059.175415,495.038849,1292.247803,905.646179,572.906677,1050.023682,849.767029,424.926239,1382.090942,582.390503,-543.692871,1308.106689,537.668152,-340.651825,1113.242798,350.846863,-271.272583,1380.989868,-691.543030,-330.179016,1330.919556,-523.242004,-290.028107,1072.341064,-630.582031,-185.970322,1369.220947
13,-858.586426,1015.125916,1423.741211,-713.767151,807.537170,1231.731934,-516.338318,803.096069,1519.421265,167.608078,1231.279541,1237.309326,31.745974,1080.507935,1093.822266,100.161537,928.457153,1313.212769,1059.288086,494.659973,1292.422729,902.010986,572.249512,1052.780151,841.150757,423.101105,1383.698120,581.258423,-542.784119,1309.488647,534.275146,-337.148712,1117.293945,344.601105,-262.326691,1381.623047,-691.462952,-329.859650,1331.145996,-521.437561,-288.666412,1074.073486,-631.225891,-186.568680,1370.139893
14,-858.509766,1015.227661,1423.825317,-711.717407,806.309448,1234.045898,-511.147125,798.393188,1519.063843,167.950256,1230.565552,1237.960693,31.538509,1077.705200,1097.182983,98.202988,922.135864,1314.902954,1059.576904,494.267792,1292.741333,898.701843,571.932190,1056.112427,831.920471,421.159607,1385.208984,580.276306,-542.315979,1310.582031,531.064636,-333.412598,1121.412598,338.346893,-253.872055,1382.070068,-691.378418,-329.594116,1331.404663,-519.643494,-286.922607,1075.908325,-631.438965,-186.449066,1371.613403
15,-858.438721,1015.356628,1423.921387,-709.728638,805.146851,1236.411133,-506.026672,793.582336,1518.784546,168.289703,1229.809448,1238.558960,31.518566,1074.490112,1100.334961,96.104454,915.820435,1316.469849,1059.404785,493.621613,1292.816406,895.144348,571.210205,1059.142578,822.261719,419.226318,1386.772339,578.994080,-541.733643,1311.898315,527.578308,-329.938202,1125.447754,332.207428,-245.318481,1382.733765,-691.293701,-329.340851,1331.693237,-517.193848,-284.800751,1078.228027,-631.295776,-186.038666,1372.884399
16,-858.350281,1015.477539,1424.001343,-707.663208,804.034302,1238.540039,-500.990234,788.827026,1518.329834,168.656311,1229.152710,1239.299316,31.367308,1071.417480,1103.887573,93.882133,909.360229,1318.115234,1059.736450,493.285095,1293.057373,891.707825,570.437988,1062.565552,812.101685,417.117828,1388.255005,577.979248,-541.154480,1313.057129,524.334839,-326.450897,1129.542480,326.117279,-236.357574,1383.071167,-691.144470,-329.083038,1331.984253,-514.585571,-282.999481,1080.736572,-630.602600,-185.153046,1374.674805
17,-858.232422,1015.531311,1424.121826,-705.731628,802.857971,1240.686523,-496.161621,784.246216,1517.855469,169.040039,1228.532227,1240.098022,31.584892,1068.123657,1107.026245,91.749954,902.926636,1319.641235,1059.969360,492.929810,1293.359497,887.945007,569.599060,1065.896118,801.394287,415.074432,1389.743408,576.835205,-540.687317,1314.086182,521.057678,-323.143921,1133.796143,319.936859,-227.596695,1383.491821,-691.035767,-328.786682,1332.218628,-511.927216,-280.690765,1083.251953,-629.682007,-183.883881,1376.724487
18,-858.067444,1015.601135,1424.214478,-703.801025,801.582275,1242.806519,-491.424255,779.963867,1517.243530,169.477432,1227.906372,1240.838867,31.239273,1065.399292,1111.084473,89.465965,896.217346,1321.318848,1060.301758,492.523499,1293.704102,884.274170,568.561157,1069.592041,790.251160,413.074402,1391.158325,575.443176,-540.206360,1315.103027,518.100586,-319.598297,1138.041138,313.913544,-219.012268,1383.681030,-691.101563,-328.542816,1332.447266,-509.076691,-278.204193,1086.005859,-628.279785,-182.197571,1378.775269
19,-857.875122,1015.678040,1424.341431,-701.876831,800.363342,1245.010010,-486.742035,775.791138,1516.556641,169.849274,1227.273682,1241.473877,30.861698,1063.069336,1114.557861,87.143166,889.911987,1322.514771,1060.801392,492.146790,1294.007446,880.543518,567.464478,1073.293945,778.616455,411.106934,1392.356079,574.451538,-539.535095,1316.196411,514.923340,-316.516449,1142.394897,308.123199,-211.020599,1384.001831,-691.200867,-328.339417,1332.803223,-506.481873,-275.740051,1088.870239,-625.851013,-180.021805,1381.287109
20,-857.620483,1015.773010,1424.455322,-699.936890,799.338318,1247.079224,-482.056335,771.497986,1516.113647,170.382919,1226.551270,1242.231079,31.129648,1060.130981,1117.619751,84.928925,883.372131,1323.838013,1061.032471,491.754150,1294.289063,876.852356,566.205994,1077.356689,766.387573,409.220306,1393.526733,573.304077,-539.040466,1317.142700,511.828491,-313.304260,1146.687012,302.065521,-203.336136,1384.258545,-691.314148,-328.091827,1333.257813,-503.486633,-272.913635,1092.156982,-622.650757,-177.255707,1384.033447
21,-857.367615,1015.814575,1424.572021,-698.043396,798.382996,1249.036133,-477.567078,767.319580,1515.392578,170.737457,1225.859375,1243.006348,31.268009,1057.385620,1121.101807,82.517799,876.999084,1325.302002,1061.184570,491.319275,1294.664795,872.997803,565.027100,1081.340820,753.888855,407.360901,1394.571655,571.993713,-538.646423,1317.977539,508.919800,-310.141510,1151.194336,296.343170,-196.234390,1384.469116,-691.337646,-327.857819,1333.688965,-500.236450,-270.169373,1095.874268,-618.939575,-173.970856,1387.115845
22,-857.141174,1015.829712,1424.667603,-696.285828,797.522949,1251.043701,-473.196991,762.313965,1515.004883,171.177490,1225.201172,1243.731079,31.580601,1054.499146,1124.319824,80.000053,870.455566,1326.573120,1061.429077,490.876099,1295.062622,868.774597,563.461731,1085.341064,741.065063,405.793121,1395.504028,571.023987,-538.150940,1318.869507,505.633057,-307.054901,1155.882324,290.576813,-189.385529,1384.565308,-691.412415,-327.495514,1334.078125,-497.172241,-267.351196,1099.624023,-614.379089,-169.293381,1390.354004
23,-856.858582,1015.850220,1424.744385,-694.431641,796.616089,1252.929199,-468.764221,757.533508,1514.500977,171.622147,1224.480103,1244.392700,31.829477,1051.512451,1127.540527,77.721130,864.293640,1327.732300,1061.975464,490.427185,1295.431152,865.264893,562.160400,1089.770630,727.639587,404.169037,1396.107544,569.939758,-537.917664,1319.575562,502.674316,-304.080475,1160.563232,284.879761,-182.754471,1384.857422,-691.556396,-327.275818,1334.361572,-494.114044,-264.597687,1103.788086,-609.513062,-163.780090,1393.782593
24,-856.603149,1015.890625,1424.843628,-692.770630,795.836670,1254.853882,-464.652313,753.101929,1513.622192,172.171204,1223.773682,1245.034668,32.460251,1048.224854,1130.776367,75.415550,858.304871,1328.886963,1062.305176,489.990784,1295.799194,861.103516,560.221130,1093.741577,714.073303,402.759674,1396.604370,568.806152,-537.586609,1320.414917,499.693909,-301.274109,1165.344971,279.360687,-176.067169,1385.144287,-691.615662,-326.972717,1334.758057,-490.820007,-261.343323,1107.767334,-603.942871,-157.796249,1397.543701
25,-856.391907,1015.864563,1424.993164,-690.891174,795.200867,1256.657104,-460.692963,748.775635,1512.814453,172.768890,1222.996582,1245.779053,32.974430,1045.320068,1134.192017,73.177216,852.344788,1330.186157,1062.543579,489.508087,1296.195923,857.016174,558.404907,1098.111328,699.845520,401.596649,1396.841309,567.903625,-537.168579,1321.043701,496.547882,-298.627350,1170.118896,273.937866,-169.295242,1385.481812,-691.786255,-326.658478,1335.336060,-487.816223,-258.287659,1112.069702,-598.288696,-151.359772,1401.004883
26,-856.061890,1015.759094,1425.199707,-689.308960,794.486877,1258.381348,-456.841522,744.726074,1512.058716,173.249573,1222.295410,1246.566895,33.497700,1042.273560,1137.413940,71.218124,846.447327,1331.360718,1062.842041,488.952057,1296.569092,853.339111,556.760071,1102.816772,684.944397,400.927551,1397.065796,566.638916,-536.860962,1321.789673,493.488434,-295.977142,1175.012451,269.032135,-162.030884,1385.943481,-691.926270,-326.447876,1335.772095,-484.873993,-255.306351,1116.569458,-592.493286,-144.324005,1404.624390
27,-855.682312,1015.744202,1425.314575,-687.763000,793.796753,1260.124023,-452.934143,741.157410,1511.101440,173.868286,1221.502930,1247.301392,34.332108,1039.137207,1140.589478,69.365166,840.682434,1332.340698,1063.244629,488.410126,1296.909058,849.073059,554.806763,1106.989624,670.059265,401.169434,1396.977905,565.495178,-536.642029,1322.442627,490.212280,-293.458466,1179.813477,264.384094,-154.436722,1386.243652,-692.014099,-326.232147,1336.219971,-481.821594,-251.822083,1120.913818,-586.012817,-136.449631,1408.220825
28,-855.356506,1015.734741,1425.409302,-686.176697,793.281250,1261.687744,-448.989197,737.310730,1510.062866,174.439255,1220.755493,1247.952026,34.999939,1036.419434,1143.976929,67.598068,835.118347,1333.513184,1063.470825,487.924408,1297.208862,844.843567,553.095154,1111.458252,654.662170,401.504272,1396.576538,564.557617,-536.360657,1323.061646,487.029907,-290.943817,1184.829224,259.654694,-146.722809,1386.580811,-692.243591,-325.988647,1336.671753,-478.858521,-248.583572,1125.557983,-579.169739,-128.044128,1411.390869
29,-855.049438,1015.665955,1425.456909,-684.655090,792.776123,1263.384277,-445.327881,733.461182,1509.190430,175.025772,1219.937256,1248.649902,35.603535,1033.584473,1147.483643,65.913040,829.638489,1334.473755,1063.466553,487.295532,1297.477051,840.677734,551.297424,1116.173096,639.300720,402.198700,1395.841309,563.271973,-536.255127,1323.656616,483.887177,-288.310638,1189.756592,255.016937,-139.223358,1386.912842,-692.410461,-325.671448,1337.126709,-475.922668,-245.279190,1130.443481,-571.817993,-119.007126,1414.820435
30,-854.650940,1015.706543,1425.472412,-683.234680,792.272339,1264.966797,-441.750854,729.225952,1508.235107,175.529327,1219.213745,1249.358032,36.262135,1030.967285,1151.018311,63.942986,824.197937,1335.510620,1063.471313,486.669067,1297.652222,836.614258,549.622925,1120.779785,624.664734,403.146820,1394.967896,562.205017,-535.965149,1324.276001,480.543579,-286.025299,1194.733032,250.665024,-131.344498,1387.143555,-692.559082,-325.426239,1337.530151,-472.941223,-241.670486,1135.258545,-563.960144,-109.401588,1418.078247
31,-854.373962,1015.671753,1425.428955,-681.831055,791.831177,1266.478638,-438.405090,725.262024,1507.198486,176.193756,1218.481812,1249.981812,37.036358,1028.549316,1154.545288,61.906761,818.860962,1336.443726,1063.579834,486.130188,1297.928955,832.703247,547.714844,1125.208374,611.224792,403.630371,1393.979126,561.047485,-536.000427,1324.809204,477.156738,-283.781433,1199.659180,246.364807,-123.571060,1387.296753,-692.696838,-325.030548,1337.931519,-470.064056,-238.334061,1140.209106,-555.443115,-99.338974,1421.260986
32,-854.170471,1015.573547,1425.461914,-680.617126,791.243591,1267.768799,-435.116730,721.545105,1506.317505,176.899216,1217.755737,1250.648193,37.676373,1026.036621,1157.960205,59.990871,813.807861,1337.327637,1063.656128,485.652374,1298.227417,829.029724,545.737671,1129.828857,598.072449,404.068817,1392.749390,560.011963,-535.853210,1325.317871,474.080750,-281.743103,1204.901855,242.363190,-115.287338,1387.198364,-692.669678,-324.532959,1338.258667,-467.153503,-234.892868,1145.374878,-546.008240,-88.657936,1424.550781
33,-853.818909,1015.513489,1425.468506,-679.465759,790.723999,1269.209595,-431.899628,718.332031,1505.380981,177.567886,1217.078369,1251.304321,38.502666,1023.457581,1161.339478,57.977982,808.715637,1338.181152,1063.582886,485.165009,1298.670410,825.455444,543.925110,1134.669067,585.396667,403.969971,1391.673706,558.708130,-535.778259,1325.937134,470.778931,-279.585297,1210.067505,238.745682,-106.792694,1387.074951,-692.781799,-324.107117,1338.593750,-464.551270,-231.019424,1150.321655,-536.767944,-78.398041,1427.359375
34,-853.475891,1015.423584,1425.534424,-678.234192,790.456360,1270.307007,-428.944946,715.643433,1504.376099,178.296295,1216.461060,1251.971924,39.514179,1021.143677,1164.506592,55.900070,803.926025,1339.007324,1063.403076,484.692322,1299.046143,821.986084,542.278992,1139.756104,573.162659,404.427826,1390.329224,557.629272,-535.762268,1326.573242,467.662811,-277.807617,1215.234985,235.297684,-98.054077,1386.835571,-692.974365,-323.748535,1338.911743,-461.814911,-227.376999,1155.371582,-526.944824,-67.746178,1429.865601
35,-853.195557,1015.373291,1425.506958,-677.093140,790.015381,1271.432739,-425.949432,713.580688,1503.397095,178.990417,1215.876587,1252.535645,40.149109,1018.767944,1167.759277,53.953957,798.990967,1339.703247,1063.264648,484.186157,1299.418701,818.272339,540.200500,1144.307739,561.069031,405.367249,1388.891479,556.527039,-535.689148,1327.177124,464.376312,-275.876495,1220.452026,232.640488,-88.674713,1386.418579,-693.104187,-323.187500,1339.239868,-459.355164,-223.602982,1160.481323,-516.785583,-56.847244,1432.030884
36,-852.922668,1015.339172,1425.501343,-676.065674,789.899963,1272.485107,-422.968597,711.463562,1502.404541,179.673843,1215.259766,1253.063965,41.109249,1016.687805,1170.796021,52.073883,794.318604,1340.201782,1063.034912,483.693756,1299.744629,815.184204,538.555786,1149.140015,549.256958,406.715149,1386.799194,555.413208,-535.798645,1327.945801,461.418793,-274.245789,1225.418579,230.221008,-79.629822,1385.652954,-693.208679,-322.783569,1339.626953,-456.646851,-219.743286,1165.726318,-506.422668,-46.050323,1433.899048
37,-852.687500,1015.340881,1425.528442,-675.127563,789.563599,1273.553711,-420.321472,709.525085,1501.416626,180.273254,1214.702148,1253.648438,41.948380,1014.434387,1173.866089,50.319942,789.829529,1340.806152,1062.725708,483.155304,1300.140015,811.767395,536.915161,1153.501953,537.673218,408.070465,1384.798462,554.407410,-535.882446,1328.650635,458.529572,-272.609863,1230.350952,228.223587,-70.602348,1384.997803,-693.265381,-322.254303,1340.019287,-454.265961,-215.930801,1170.874878,-495.597321,-34.900551,1435.507568
38,-852.411804,1015.357544,1425.596558,-674.198975,789.417969,1274.501831,-417.906403,707.477783,1500.388794,180.868134,1214.063110,1254.214478,43.005600,1012.458801,1176.870850,48.525852,785.416809,1341.314087,1062.159424,482.516266,1300.472290,808.418213,535.068481,1157.688354,526.792725,409.515900,1382.618652,553.270569,-535.884399,1329.375366,455.528534,-271.023590,1235.253784,226.019379,-62.859428,1384.018311,-693.335754,-321.643494,1340.281128,-451.842499,-211.717987,1175.948486,-484.218842,-23.720406,1436.854370
39,-852.215881,1015.344910,1425.642700,-673.291321,789.236572,1275.410278,-415.655823,705.185791,1499.338501,181.451263,1213.527954,1254.724854,43.962505,1010.627197,1179.789307,46.647758,781.007874,1341.560425,1061.837036,482.063629,1300.857422,805.490051,533.479065,1161.885132,516.945557,410.663940,1380.498901,552.387268,-535.858826,1330.131836,452.698700,-269.851501,1239.960205,224.100388,-55.720383,1383.141479,-693.472900,-321.174622,1340.668091,-449.549866,-207.912704,1181.021118,-472.438995,-12.498868,1437.675415
40,-852.078674,1015.356079,1425.720337,-672.183289,788.905884,1275.837769,-413.581909,703.234741,1498.353882,182.009277,1213.096680,1255.197876,44.814415,1008.626526,1182.683960,44.950596,776.893433,1341.850586,1061.378540,481.553802,1301.264648,802.899536,531.657959,1165.883301,508.036530,411.265991,1378.510010,551.246521,-535.874023,1330.749268,449.942596,-268.746521,1244.392578,222.354172,-49.121193,1382.197510,-693.528198,-320.547424,1341.000366,-447.319580,-203.839844,1185.935547,-460.102875,-1.566142,1438.137695
41,-851.989197,1015.394348,1425.826050,-671.484192,788.855835,1276.544434,-411.725800,701.218262,1497.196289,182.638474,1212.545654,1255.660889,45.901661,1006.804138,1185.428955,43.383118,772.623535,1341.950684,1061.120117,481.157623,1301.636475,800.351013,529.914734,1169.824829,499.893219,411.522888,1376.879395,550.363220,-535.831116,1331.263062,447.179993,-267.932404,1248.908569,220.574142,-42.799099,1380.939697,-693.486328,-319.851105,1341.417847,-445.078064,-199.856964,1190.692139,-447.728485,8.715360,1438.258911
42,-851.839050,1015.438904,1425.868286,-670.878357,788.662170,1277.385864,-409.987640,699.680054,1496.131470,183.159805,1212.050415,1256.131592,47.132915,1005.147095,1188.121338,41.925938,768.647400,1342.013428,1060.726440,480.599823,1302.017334,797.714111,527.965576,1173.740967,492.288666,412.142487,1375.169189,549.127319,-535.947449,1331.827759,444.540497,-267.267181,1253.305786,219.425964,-36.714840,1379.402466,-693.479675,-319.183746,1341.856812,-443.118652,-195.721451,1195.679443,-435.455658,18.712122,1437.817627
43,-851.713318,1015.480225,1425.860474,-670.421326,788.540710,1277.726807,-408.375885,698.023132,1494.908447,183.697327,1211.569946,1256.528442,48.196957,1003.504944,1190.575195,40.726093,764.819885,1341.881836,1060.583374,480.096222,1302.406128,795.451172,526.245483,1177.780151,484.498718,412.926117,1373.206543,548.110474,-535.949951,1332.451172,441.923584,-266.715210,1257.388916,218.327255,-30.337778,1377.828491,-693.411987,-318.554565,1342.064453,-441.119598,-191.753479,1200.653564,-423.122040,28.554066,1436.968750
44,-851.554688,1015.486511,1425.836426,-670.015686,788.404724,1278.013916,-406.980103,696.809143,1493.863770,184.287079,1211.094360,1256.813843,49.212376,1002.069336,1192.962646,39.581306,761.390686,1341.708618,1060.416260,479.593536,1302.807739,793.456116,524.543823,1181.872192,476.911896,414.096985,1370.552246,547.125000,-536.182617,1332.878540,439.583038,-266.166016,1261.096313,217.480255,-24.405104,1375.733154,-693.367737,-317.751404,1342.275879,-439.188324,-187.688629,1205.474365,-410.524414,38.211166,1435.700562
45,-851.377747,1015.480713,1425.926758,-669.692688,788.303955,1278.252563,-405.656860,695.642883,1492.777344,184.782700,1210.660156,1257.136719,50.168442,1000.521423,1195.252075,38.531666,758.197388,1341.541382,1060.219604,479.080109,1303.173950,791.524963,522.907227,1185.872925,469.697083,415.355103,1367.766968,546.298767,-536.166199,1333.365234,437.475464,-265.747223,1264.455933,216.792526,-18.886543,1373.888428,-693.212158,-316.830963,1342.581055,-437.485443,-183.670334,1210.128662,-397.573059,47.692192,1434.078125
46,-851.225769,1015.430603,1426.068237,-669.457214,788.211304,1278.264648,-404.781616,694.863525,1491.829712,185.345917,1210.290283,1257.484985,51.343502,999.135681,1197.578369,37.650036,755.393005,1341.398071,1059.948730,478.646271,1303.535034,789.492920,521.256104,1189.601563,463.005402,416.199707,1365.142578,545.298157,-536.187317,1333.991699,435.821411,-265.279572,1267.593506,216.089859,-13.963166,1372.111816,-693.041382,-315.996338,1342.793213,-435.704224,-180.161118,1214.756470,-384.520905,56.986347,1432.143066
47,-851.077759,1015.401917,1426.181885,-669.394409,788.114868,1278.080078,-404.064575,694.245544,1491.031250,185.809692,1209.830200,1257.784058,52.232437,997.983398,1199.731079,36.650871,752.308655,1341.026489,1059.659546,478.210449,1303.958252,787.845215,520.162964,1193.085938,457.218384,416.655548,1362.632568,544.526733,-536.176331,1334.406860,433.996429,-264.931274,1270.230347,215.472198,-9.732897,1370.468140,-692.703003,-315.181427,1343.055054,-434.103363,-176.673126,1219.471558,-371.896362,65.539108,1429.823608
48,-850.971924,1015.375916,1426.209717,-669.400024,787.998108,1277.728760,-403.592224,693.937561,1490.207520,186.261185,1209.415283,1257.981812,53.319027,996.823120,1201.478882,35.672935,749.512817,1340.775391,1059.525635,477.934082,1304.362915,786.341980,519.021057,1196.236816,452.347198,416.637238,1360.583618,543.961975,-536.036743,1334.751343,432.590485,-264.575134,1272.409302,214.775742,-6.290946,1368.993774,-692.482544,-314.298035,1343.480469,-432.854095,-172.927597,1223.813965,-359.731934,72.857018,1427.222900
49,-850.885315,1015.317688,1426.237061,-669.545044,787.947388,1277.184692,-403.475128,694.008728,1489.456909,186.728485,1209.020630,1258.151001,54.227982,995.726135,1203.109375,34.860569,746.832336,1340.243286,1059.289185,477.531189,1304.833862,784.818176,517.559387,1199.048950,448.125397,416.481964,1358.864746,543.207336,-535.982605,1335.126709,431.395142,-264.351288,1274.381104,214.120071,-3.580514,1367.696167,-692.180847,-313.225952,1343.907837,-431.743561,-169.272324,1228.009399,-349.115570,79.358406,1424.638550
50,-850.755859,1015.261292,1426.242676,-669.811951,788.091370,1276.363770,-403.544708,694.262024,1488.838501,187.055359,1208.607056,1258.342896,55.114586,994.964172,1204.733398,34.174824,744.482605,1339.903320,1058.952881,477.154663,1305.241211,783.245605,516.824036,1201.628174,444.200562,416.782501,1357.105469,542.398315,-535.912354,1335.410034,430.495941,-264.101379,1275.729492,213.594666,-1.356720,1366.759521,-691.979431,-312.322968,1344.196167,-430.888031,-165.836853,1232.007202,-339.617188,85.273178,1421.787476
51,-850.660645,1015.195862,1426.281616,-670.232483,788.108704,1275.695313,-403.829041,694.935303,1488.302368,187.396729,1208.298096,1258.450439,56.186153,993.954285,1205.752197,33.720768,742.309692,1339.380127,1058.599854,476.771820,1305.702759,781.987244,515.942505,1204.210693,441.115997,416.001617,1355.748535,541.823730,-535.761353,1335.567749,429.558868,-263.778107,1276.655151,212.932983,0.297473,1366.073853,-691.556885,-311.089355,1344.428101,-430.191650,-162.635040,1235.606445,-331.607910,90.835922,1419.196655
52,-850.571106,1015.128723,1426.316528,-670.774109,788.150757,1275.008911,-404.365112,695.854980,1487.843384,187.675888,1208.046509,1258.427979,56.785522,993.328369,1206.825073,33.542469,740.407043,1339.059570,1058.303955,476.467072,1306.072021,781.352966,515.248474,1206.870483,438.456726,415.556976,1354.563232,541.344666,-535.624084,1335.660034,429.193115,-263.598297,1277.047607,212.603821,1.486049,1365.642700,-691.065247,-310.141235,1344.824829,-429.452606,-159.305832,1239.274292,-324.321106,96.150200,1416.552856
