Trial02
Date:,2023/10/25
Time:,15:49:06
Type:,Francesco
Description:,""
Notes:,""

TRAJECTORIES
100.000000,Hz
,SHO1,,,ELB1,,,HAN1,,,SHO2,,,ELB2,,,HAN2,,,SHO3,,,ELB3,,,HAN3,,,SHO4,,,ELB4,,,HAN4,,,SHO5,,,ELB5,,,HAN5
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1263,-596.743103,579.154053,1461.244263,-544.447998,433.609924,1156.980835,-412.086304,479.365509,1420.434082,61.616020,1191.855103,1431.007813,-61.820957,1055.123413,1158.703369,73.206596,1058.672485,1438.946655,957.897400,448.986115,1352.184937,716.207642,507.816376,1132.743774,668.195618,388.330200,1388.193237,681.266174,-516.882751,1313.115112,644.559082,-356.746796,1029.069458,569.125977,-337.857941,1304.989868,-467.681458,-384.922729,1337.081909,-360.922913,-370.493774,1020.658325,-356.143005,-250.971848,1240.411499
1264,-597.332581,579.398682,1461.343262,-542.419373,432.166229,1158.638306,-406.382629,475.046570,1421.185669,62.056492,1192.740112,1431.579224,-61.852924,1055.569580,1159.089233,73.405701,1062.825073,1438.614136,958.593994,448.800598,1352.725098,714.425049,506.795776,1136.231812,662.016357,385.978394,1390.367065,681.219788,-516.838928,1313.146484,644.572632,-356.598328,1029.156616,568.897339,-337.957520,1305.025757,-467.855591,-385.306030,1337.259766,-360.232086,-369.537384,1021.115723,-355.436646,-250.772751,1240.990112
1265,-597.790588,579.786011,1461.377563,-540.303894,430.634094,1160.767822,-400.237457,470.166595,1422.084106,62.682484,1193.234619,1432.112793,-61.894260,1055.872803,1159.524414,73.499039,1065.322754,1438.773071,959.148376,448.589813,1353.149414,712.752747,505.826202,1140.020020,655.608887,383.636597,1392.553833,681.207886,-516.876648,1313.191772,644.626526,-356.020630,1029.464844,568.283447,-337.497345,1305.162109,-468.101013,-385.709259,1337.489990,-358.792084,-368.060150,1021.670166,-354.500854,-249.627625,1241.967407
1266,-598.270447,580.066406,1461.474365,-537.981873,429.130920,1162.993408,-393.380951,464.906799,1422.680420,63.042984,1194.271118,1432.607910,-61.997208,1056.064941,1160.097900,73.549782,1065.329834,1439.020630,959.768555,448.346619,1353.696899,711.006836,504.896820,1143.814453,649.177612,381.269775,1394.641602,681.153076,-516.892578,1313.253418,644.586609,-355.164398,1029.813110,567.005310,-336.230347,1305.127319,-468.274933,-386.103485,1337.552856,-357.257874,-366.523499,1022.617920,-352.904266,-249.048401,1243.651489
1267,-598.711487,580.267578,1461.474731,-535.081116,427.681122,1165.044556,-386.099243,459.696259,1423.002319,63.007740,1195.408325,1432.571411,-62.091724,1056.541382,1160.903442,73.404655,1063.922729,1439.830200,960.397705,448.102356,1354.163696,709.222229,504.062683,1147.717163,642.457581,378.770660,1396.600342,681.153381,-516.956543,1313.340332,643.604309,-354.545685,1030.016846,566.675354,-335.286041,1306.305176,-468.551270,-386.619263,1337.803955,-355.608612,-364.514374,1023.644897,-351.482727,-247.435089,1244.894287
1268,-599.134338,580.562012,1461.485352,-532.252258,426.161865,1167.351685,-378.374969,454.035217,1423.426025,62.506737,1196.294067,1431.730591,-62.580307,1055.406128,1161.096802,73.229752,1060.812012,1440.690674,960.959595,447.906891,1354.760376,707.345337,503.416534,1151.854858,635.529175,376.162323,1398.633545,681.180542,-516.991943,1313.431030,642.873230,-353.901459,1031.120239,564.952515,-333.427399,1306.596680,-468.770630,-387.190613,1338.115845,-353.822632,-362.208618,1024.817627,-349.127319,-245.378113,1246.094238
1269,-599.568665,580.933777,1461.373413,-529.602478,424.334198,1169.938477,-370.432312,448.239685,1423.491943,61.771961,1197.297729,1430.932739,-62.686882,1054.932739,1161.655029,73.082085,1057.626221,1442.148438,961.709778,447.579926,1355.373535,705.540405,502.883392,1156.078369,628.486572,373.594666,1400.393066,681.179077,-517.023499,1313.564453,642.456177,-352.629791,1032.203979,562.899963,-331.226349,1307.177124,-469.194489,-387.635468,1338.464722,-351.518250,-359.894135,1026.408447,-346.294769,-242.646561,1247.932373
1270,-599.849609,581.380310,1461.263306,-526.280029,422.837158,1172.622070,-361.972809,442.396606,1423.531494,61.207142,1198.343140,1430.517700,-62.972050,1053.849487,1162.618286,72.762070,1053.027832,1443.382813,962.356628,447.195740,1355.914429,703.849731,502.437836,1160.364014,621.173950,371.030853,1401.939575,681.101929,-517.010620,1313.866577,641.126099,-351.759644,1032.575562,560.429382,-328.444550,1307.742676,-469.635590,-388.081848,1338.915161,-349.175140,-357.349609,1028.106934,-343.524628,-239.712402,1249.214233
1271,-600.138184,581.583496,1461.236328,-523.292725,421.003082,1175.530762,-353.402344,436.495056,1423.390259,61.181240,1198.506836,1430.607544,-63.457756,1052.756836,1163.815430,72.686600,1048.097900,1444.872192,962.972168,446.888184,1356.499390,702.344910,501.498718,1164.442505,613.697021,368.249847,1403.155762,680.949036,-516.967773,1314.129150,640.673157,-350.467529,1034.971436,558.633545,-325.795898,1309.038818,-470.186066,-388.595398,1339.332886,-346.796570,-354.173096,1029.918945,-340.213226,-236.034866,1250.831421
1272,-600.544312,581.799744,1461.181641,-519.931030,419.272827,1178.560913,-344.545227,430.646179,1423.129395,61.481926,1198.463623,1431.190063,-63.643852,1051.557129,1165.149170,72.137543,1042.699463,1446.833618,963.588318,446.537933,1357.076904,700.745300,500.607635,1168.461060,606.148071,365.703644,1404.485718,680.812622,-516.838745,1314.452026,639.901367,-348.544220,1036.229858,556.046265,-322.605804,1309.838745,-470.706787,-389.179260,1339.688354,-343.933136,-351.104950,1031.998169,-336.637421,-231.750626,1252.309204
1273,-600.838562,582.107910,1461.112427,-516.361938,417.479462,1181.856567,-335.595245,424.615631,1422.999023,61.644119,1198.178589,1431.579956,-63.692913,1050.232544,1166.384521,72.044785,1036.374390,1448.344116,964.113281,446.175568,1357.664673,699.145813,499.678741,1172.495850,598.512085,363.114655,1405.325073,680.602417,-516.862610,1314.863525,638.694336,-347.122498,1036.953491,552.763916,-318.667145,1310.618408,-471.255615,-389.784912,1340.177979,-341.031738,-347.566528,1034.160767,-332.715668,-226.995773,1254.004150
1274,-601.251709,582.338562,1461.140259,-512.576477,415.593048,1184.923706,-326.702911,418.430725,1422.403442,61.639797,1198.074463,1431.761353,-63.843044,1048.393188,1167.556152,72.001114,1029.407959,1450.406372,964.712524,445.796997,1358.275024,697.730469,498.651428,1176.553345,590.444702,360.619293,1406.006836,680.471191,-516.988525,1315.314941,637.458191,-345.611481,1038.787354,549.471924,-315.365387,1311.781494,-471.870972,-390.228577,1340.581055,-338.195038,-344.311951,1036.731689,-328.298492,-221.881256,1255.726563
1275,-601.558228,582.638672,1461.221558,-508.846283,413.872894,1188.366577,-317.679230,412.428223,1422.037598,61.664276,1197.894897,1431.928833,-63.927647,1046.325928,1169.219971,72.663483,1020.537415,1451.500000,965.174438,445.398682,1358.890991,696.333069,497.734192,1180.536499,582.470337,358.093994,1406.291382,680.313477,-517.084656,1315.636719,636.130554,-343.559814,1040.315308,546.113831,-311.154816,1313.059326,-472.598907,-390.899567,1340.989136,-335.282837,-340.511292,1039.538086,-323.698059,-216.513046,1257.400146
1276,-601.802490,582.860962,1461.277588,-505.192383,412.171783,1191.945068,-308.406921,406.584320,1421.389038,61.863853,1197.624878,1432.395996,-63.864067,1043.954590,1170.500610,72.934036,1012.025269,1453.289795,965.567383,445.052948,1359.375977,694.813049,496.739349,1184.316406,574.539124,355.781586,1406.489258,680.051208,-517.063416,1315.822388,634.930298,-341.251404,1043.022217,541.966187,-307.012909,1314.470093,-473.257294,-391.398926,1341.469727,-332.217133,-336.720276,1042.314331,-318.925720,-210.749954,1259.258667
1277,-601.985657,583.086670,1461.271240,-501.157837,410.464630,1195.513184,-299.654785,400.738922,1420.958862,62.042625,1197.616577,1433.096924,-63.753143,1041.673706,1172.254395,73.160118,1003.025208,1455.098267,966.001587,444.561829,1359.780762,693.360718,495.666290,1187.972534,566.771851,353.447235,1406.294312,679.720154,-517.030884,1316.475342,633.406128,-338.598419,1045.746948,537.114136,-301.682281,1315.266479,-473.964294,-391.839264,1342.028076,-329.478973,-333.097412,1045.938110,-313.759277,-204.603500,1260.953247
1278,-602.039368,583.266602,1461.355835,-497.532715,408.888702,1199.166626,-290.912354,395.026489,1420.429199,62.265434,1197.446655,1433.378296,-63.598175,1039.070190,1174.217773,73.524048,993.554504,1456.788818,966.512695,444.187653,1360.387817,691.900269,494.601135,1191.610962,558.912048,351.215942,1405.990112,679.476990,-517.071594,1317.080933,632.329529,-335.789856,1048.233643,532.944397,-297.345520,1317.321289,-474.833954,-392.410614,1342.609253,-326.338348,-329.031708,1049.090332,-308.051483,-198.221252,1263.027100
1279,-602.057129,583.417297,1461.406494,-493.997864,407.143677,1202.848755,-282.001923,389.732361,1419.788208,62.419243,1197.264038,1433.851929,-63.274746,1036.480225,1176.306396,73.700607,983.654419,1458.483276,966.696533,443.696808,1360.710449,690.427734,493.373901,1195.230225,551.177307,349.018677,1405.316040,679.353882,-517.161682,1317.547241,630.540649,-333.243164,1050.771484,528.512329,-292.115753,1319.397583,-475.610443,-392.879669,1343.134888,-322.626221,-325.071899,1052.425659,-302.646759,-191.535278,1264.952393
1280,-602.015808,583.547058,1461.523315,-489.760712,405.882874,1206.685425,-273.559784,384.212738,1419.512573,62.577309,1196.990112,1434.303711,-63.094398,1033.768311,1178.483032,73.762360,973.294006,1460.068726,967.393311,443.468445,1361.265869,689.161865,492.206696,1198.872681,543.487854,347.018860,1404.533203,679.057251,-517.141418,1318.074707,628.839111,-330.164276,1053.973633,523.573669,-286.852417,1321.175049,-476.377808,-393.383820,1343.685913,-319.744141,-321.112000,1056.520508,-296.857758,-184.666931,1266.715210
1281,-601.951660,583.735779,1461.608521,-485.980164,404.160797,1210.672119,-265.165497,379.049133,1418.784424,62.881592,1196.767578,1434.644897,-62.627422,1030.028809,1180.157593,74.233986,961.957397,1461.058716,967.863708,443.107544,1361.734497,687.919128,490.874847,1202.398682,535.754517,345.240112,1403.359375,678.710938,-517.185791,1318.933838,627.279175,-326.883423,1057.601929,518.275818,-281.240051,1323.187012,-477.133514,-393.898010,1344.165894,-316.381317,-316.746277,1059.925659,-290.744873,-177.523712,1268.900024
1282,-601.884094,583.914307,1461.685425,-481.637665,403.685944,1213.677612,-256.956085,374.209625,1417.959473,63.003147,1196.380493,1435.053101,-62.003483,1027.417480,1183.439941,74.378090,951.047485,1462.391968,968.124878,442.766998,1361.989990,686.628357,489.743835,1205.933716,527.827942,343.644958,1401.792236,678.389404,-517.278259,1319.563354,625.006226,-324.409332,1059.832520,513.159546,-275.000397,1325.189819,-477.954010,-394.292633,1344.739502,-313.222321,-312.987152,1064.212036,-284.452972,-170.410538,1270.784668
1283,-601.784607,584.141785,1461.771484,-478.383423,402.258362,1217.654175,-248.869110,369.194366,1417.088989,63.368294,1196.066650,1435.513672,-61.883999,1024.028442,1185.867188,74.472198,939.109375,1463.384521,968.516846,442.358734,1362.375000,685.615295,488.399567,1209.417480,520.226013,342.026489,1400.276489,678.039001,-517.520020,1320.382935,623.142761,-320.975708,1063.575806,507.350433,-268.966766,1327.074585,-478.795349,-394.642975,1345.262085,-310.094666,-308.447357,1068.036255,-278.078186,-161.878250,1272.565918
1284,-601.703918,584.321777,1461.832153,-474.698059,401.057739,1221.593750,-241.027649,364.345551,1415.879639,63.589855,1195.773926,1435.958252,-60.856831,1020.154480,1188.328491,74.586327,927.087891,1463.969604,968.827332,441.875641,1362.642944,684.402161,487.134583,1212.683350,512.664429,340.964233,1398.444946,677.743774,-517.568909,1321.229736,620.833252,-317.644226,1067.324707,501.496704,-262.493896,1329.393921,-479.701599,-394.995239,1345.794067,-307.122620,-304.266754,1072.383911,-271.456940,-154.896942,1274.704834
1285,-601.596741,584.518066,1461.869263,-471.053040,399.731720,1225.377441,-233.010895,359.417206,1414.467285,63.938850,1195.467773,1436.653809,-60.410538,1016.469727,1191.151978,74.367912,914.602234,1464.546875,969.047302,441.538300,1362.911987,683.165649,485.739716,1215.764160,505.287048,339.588623,1396.403687,677.578247,-517.763062,1322.188354,619.362549,-314.057404,1071.927002,496.296875,-255.753815,1331.983154,-480.502319,-395.410767,1346.530518,-304.367279,-299.816895,1076.581055,-264.941223,-147.554123,1276.568237
1286,-601.470581,584.696899,1461.891602,-467.145538,398.695526,1229.057373,-225.388519,354.855499,1412.933228,64.297455,1195.279053,1437.192871,-59.712971,1012.598267,1194.020142,74.645981,900.279419,1464.187622,969.287354,441.209167,1363.113403,682.078430,484.498169,1218.820557,498.205872,338.303925,1394.257202,677.116150,-518.144775,1322.987915,617.018311,-310.330597,1076.613281,489.945221,-248.735840,1334.235596,-481.313507,-395.829010,1347.043213,-301.293488,-295.533081,1081.100830,-258.423706,-140.096497,1278.491699
1287,-601.349121,584.917419,1461.924927,-463.872528,397.507904,1232.940796,-217.812592,350.602478,1411.336426,64.563850,1194.651978,1437.683594,-58.950291,1008.629822,1196.985962,74.217728,887.280823,1464.634033,969.404175,440.776703,1363.302246,680.797607,483.336182,1221.657715,491.674438,337.425720,1391.974976,676.536072,-518.292236,1323.980957,614.766479,-307.004883,1081.399658,483.694946,-240.875961,1336.588623,-482.144012,-396.213989,1347.608521,-297.992065,-291.411835,1085.648926,-251.897736,-132.751312,1280.492920
1288,-601.354919,584.943909,1462.169556,-460.198547,396.480255,1236.664673,-210.739182,346.592010,1409.870361,65.029884,1194.425293,1438.319214,-58.113197,1004.594299,1200.049805,73.717773,872.522461,1463.676147,969.460388,440.421082,1363.448975,679.431519,481.837677,1224.056152,485.219482,336.410004,1389.536621,676.241272,-518.664673,1324.805420,612.402832,-303.400543,1086.240479,477.360260,-233.123642,1339.006714,-483.049774,-396.571869,1348.162842,-295.195465,-287.324768,1090.520630,-245.238892,-125.213486,1282.258789
1289,-601.226990,585.110291,1462.342651,-456.936279,395.612915,1240.528564,-203.730057,342.741608,1408.201904,65.434433,1193.854248,1438.917603,-57.134007,1000.520813,1203.189453,73.414543,858.127441,1463.558105,969.502930,440.002686,1363.574585,678.343445,480.757294,1226.576538,479.171936,335.602753,1386.931885,675.944580,-518.964233,1325.605835,609.842834,-300.002869,1091.601563,470.118652,-223.738708,1340.386841,-483.941315,-396.840881,1348.847168,-293.002228,-282.972107,1095.520996,-238.925034,-117.862076,1284.209595
1290,-600.960754,585.325317,1462.400757,-453.680420,394.974701,1244.210693,-197.383575,339.229980,1406.765259,65.829155,1193.385376,1439.442139,-56.096302,996.460022,1206.435913,72.738487,843.527161,1462.642822,969.432556,439.688477,1363.709595,677.032532,479.398987,1228.619629,473.434662,334.855072,1384.288452,675.498718,-519.386902,1326.590210,607.390686,-296.652161,1096.862427,464.682434,-216.585297,1343.100830,-484.739716,-397.159515,1349.305786,-290.357666,-279.242859,1100.443726,-232.331100,-110.608147,1285.944092
1291,-600.829651,585.550659,1462.458862,-450.652649,394.739105,1247.937866,-191.260101,335.714783,1405.252686,66.086861,1192.822754,1440.059204,-55.033947,992.349915,1209.826538,71.883018,828.294800,1461.039551,969.339417,439.317566,1363.779907,675.702576,478.198669,1230.408813,468.132721,334.398926,1381.696533,675.153809,-519.806030,1327.428955,604.699768,-293.166260,1102.203613,459.034058,-208.265366,1345.579834,-485.673401,-397.464386,1349.920166,-288.239960,-275.088104,1105.584351,-225.750183,-103.026840,1287.344971
1292,-600.762634,585.716553,1462.680542,-447.625549,394.418701,1251.331299,-185.368179,332.283020,1403.624634,66.475266,1192.237305,1440.770752,-53.608616,988.377625,1213.184814,70.943123,813.200623,1459.196655,969.215637,438.863220,1363.964233,674.777649,477.108765,1232.038452,463.360840,334.133636,1379.033569,675.023499,-520.199585,1328.042114,601.812012,-290.077118,1107.901489,452.811768,-199.151184,1347.739502,-486.370667,-397.873505,1350.446655,-285.768921,-271.301910,1110.928345,-219.063766,-95.652245,1288.714966
1293,-600.634033,585.916199,1462.812012,-444.431854,394.035065,1254.804077,-179.600967,328.832672,1401.548706,66.995544,1191.990356,1441.574219,-52.500439,983.798035,1216.910767,69.680199,797.948364,1456.878784,969.076660,438.458557,1364.081665,673.884460,476.057800,1233.160156,459.363892,333.931091,1376.596313,674.679993,-520.545471,1328.687012,599.020935,-286.549408,1113.731934,445.741669,-189.952438,1349.126099,-487.558838,-398.185333,1351.369141,-283.735779,-267.435638,1116.212891,-212.470673,-88.639389,1290.035400
1294,-600.582458,585.991699,1462.956787,-441.523560,394.042786,1258.065552,-174.053467,325.162903,1399.297485,67.472061,1191.523560,1442.444214,-50.795662,979.995483,1220.057617,68.051224,782.831177,1453.961304,968.877441,438.022552,1364.291260,673.141113,475.077637,1233.786865,456.197479,333.857513,1374.309082,674.372070,-520.972656,1329.145752,596.113953,-283.310730,1119.761719,439.316345,-180.264313,1350.682007,-488.077484,-398.364044,1351.963013,-281.140503,-263.633179,1121.451538,-206.228149,-81.603165,1291.246948
1295,-600.373474,586.293213,1463.177124,-438.672119,393.927795,1261.389282,-168.541534,321.455688,1396.638428,67.867523,1191.006104,1443.203735,-49.683098,976.531616,1224.163940,66.002502,767.429260,1450.491211,968.685791,437.570190,1364.572388,672.506836,474.376099,1234.010254,453.862366,333.856445,1372.147949,674.138672,-521.425354,1329.697266,593.342102,-280.044525,1126.103027,432.099213,-170.659622,1351.708130,-488.928314,-398.477539,1352.690430,-279.249756,-259.932404,1126.576416,-199.666504,-74.506348,1292.366455
1296,-600.045593,586.559875,1463.394165,-436.008301,393.819641,1264.484253,-163.447189,317.797760,1393.925049,68.160545,1190.381348,1443.838501,-47.484070,971.821167,1227.872070,64.152763,752.027527,1446.748413,968.355957,437.072876,1364.679932,672.205933,473.919952,1233.688354,452.341125,334.030945,1370.371094,674.007080,-521.733704,1330.009644,590.387024,-276.824097,1132.609985,424.898193,-160.825516,1352.597656,-489.721191,-398.503845,1353.365723,-277.384186,-256.449890,1131.876953,-193.516174,-67.793549,1293.481079
1297,-599.662354,586.804871,1463.706055,-433.385254,393.897858,1267.473145,-158.973160,314.411163,1390.942627,68.545044,1189.768066,1444.677612,-45.204239,967.733276,1231.327393,61.830952,736.188354,1442.279175,967.978271,436.530945,1364.818848,672.002808,473.558105,1232.686035,451.518890,334.258270,1368.751465,674.106201,-522.162659,1330.539917,587.300049,-273.894653,1139.421143,418.528076,-151.636230,1353.746460,-490.409668,-398.683014,1353.978394,-275.650238,-253.160889,1137.333008,-187.467346,-61.238476,1294.266113
1298,-599.217285,586.980347,1463.974365,-431.016357,394.106995,1269.633301,-154.861496,311.242432,1388.270142,69.084702,1189.177368,1445.582764,-42.880932,963.438354,1234.909424,58.956249,721.419006,1437.153809,967.606812,436.106781,1364.989746,672.124084,473.471344,1231.431152,451.548676,334.680267,1367.373291,673.890503,-522.576172,1330.692627,584.316406,-271.131836,1146.451172,412.294220,-142.458405,1354.850708,-491.242859,-398.824432,1354.477539,-273.804932,-249.942078,1142.805786,-181.911179,-54.878738,1294.969849
1299,-598.915466,587.101196,1464.149170,-428.456329,394.299805,1271.668457,-151.685135,308.665771,1385.650269,69.570992,1188.678223,1446.363770,-42.199062,958.393555,1238.616089,55.883789,706.924377,1431.571045,967.187378,435.610107,1365.150513,672.377380,473.603485,1229.310791,452.354614,335.163544,1366.168701,673.979553,-523.231750,1331.264282,580.968994,-268.311218,1152.975586,406.529022,-132.921982,1355.425903,-491.934753,-399.094116,1355.140259,-272.422943,-246.771561,1148.359619,-176.111771,-48.852531,1295.476440
1300,-598.651062,587.188293,1464.290039,-426.625977,394.355499,1273.475464,-148.519318,306.453186,1383.141357,69.980217,1188.025757,1447.291382,-36.906555,955.345825,1241.886597,52.500534,692.546631,1425.228760,966.631958,435.176666,1365.241089,672.736450,473.790436,1226.625000,453.844818,335.738434,1365.250244,674.109924,-523.864685,1331.569702,577.749451,-266.319641,1160.366699,399.884918,-122.760269,1355.030396,-492.682281,-399.261292,1355.764771,-271.009338,-243.568054,1153.708618,-170.855362,-42.985676,1295.784058
1301,-598.307556,587.323669,1464.462158,-424.911469,394.901825,1274.828491,-146.197205,304.438232,1380.664673,70.345367,1187.401978,1448.323853,-34.701302,951.144348,1245.946899,49.010509,679.175720,1418.554810,966.058960,434.733246,1365.199097,673.341980,474.410645,1223.535034,456.024506,336.274506,1364.543213,674.200256,-524.450439,1331.749023,574.436707,-264.475800,1167.558105,392.931610,-113.282852,1353.407715,-493.525696,-399.430054,1356.420654,-269.368866,-240.788757,1159.173950,-165.832809,-37.631958,1295.638428
1302,-597.961304,587.426147,1464.766846,-423.376740,395.151215,1276.069092,-144.063431,302.532898,1378.564941,71.005440,1186.864624,1449.448120,-32.033596,946.759766,1249.168335,45.329681,666.439026,1411.348633,965.489014,434.418243,1365.191406,674.220825,475.339874,1220.159790,458.844940,336.724854,1363.883545,674.358704,-525.115723,1331.979248,571.172974,-263.026215,1174.896240,386.723816,-103.548279,1350.989136,-494.106110,-399.481659,1357.012939,-268.177948,-237.956757,1164.479614,-160.979065,-32.667812,1295.749512
1303,-597.405701,587.592224,1464.785156,-422.378662,395.384827,1277.170532,-142.152451,300.854706,1376.387451,71.581429,1186.113403,1450.331177,-28.677893,942.841553,1252.763672,41.580292,654.534485,1403.934692,964.847290,434.069153,1365.052490,675.162354,476.206451,1216.509277,462.283539,337.260010,1363.554077,674.605469,-525.717957,1332.200317,567.646912,-261.622955,1182.514038,381.432953,-94.221962,1348.655762,-494.629211,-399.509430,1357.390015,-267.028809,-235.401505,1169.346924,-156.417984,-28.289928,1295.388306
1304,-596.996338,587.656616,1464.920166,-421.461029,395.559021,1277.868896,-140.822662,299.731018,1374.323120,72.044731,1185.017334,1450.975342,-25.605927,939.205688,1256.241333,37.745659,643.430115,1396.302734,964.145813,433.733521,1364.853882,676.323975,477.289337,1212.771118,466.212311,337.567688,1363.283325,674.511169,-526.329468,1332.221924,564.330994,-260.704834,1189.766602,376.662048,-85.971527,1345.963013,-495.342499,-399.502472,1357.936768,-265.986664,-232.924652,1173.974487,-152.257889,-24.283096,1295.029175
1305,-596.568054,587.755676,1464.972900,-420.729218,395.678467,1278.255127,-139.948181,298.579956,1372.630615,72.562065,1184.076538,1451.744995,-22.031805,935.005310,1259.049438,33.731361,632.847229,1388.425537,963.361694,433.465149,1364.512817,677.339661,478.392792,1208.858154,470.627014,338.045471,1363.353149,674.658508,-527.189575,1332.903564,561.179138,-259.853333,1196.610718,372.928802,-78.929741,1343.624756,-495.712067,-399.540558,1358.397949,-265.305847,-230.892853,1178.188110,-148.707428,-20.680733,1294.895996
1306,-596.291443,587.836731,1465.042358,-420.477722,395.701050,1278.039551,-139.261322,297.978943,1370.845093,73.280937,1183.301025,1452.682129,-18.597399,931.525024,1262.112305,29.581827,623.164856,1380.382935,962.725220,433.293488,1364.246582,678.644287,479.804718,1205.049072,475.339966,338.451569,1363.267822,674.323914,-527.910522,1333.388306,558.126831,-259.071808,1202.799194,371.137268,-71.335884,1341.539551,-495.990265,-399.539642,1358.640991,-264.560242,-228.907120,1182.039551,-145.538895,-17.708254,1294.820313
1307,-596.087585,587.869080,1465.090576,-420.454346,395.597992,1277.271484,-139.221680,297.691925,1369.165161,73.853706,1182.309937,1453.428833,-15.164610,927.844849,1264.988647,25.408365,614.407166,1372.162720,961.976929,433.108673,1363.903442,679.710205,480.824432,1201.019531,480.479431,338.949371,1363.282715,673.998108,-528.286682,1333.811157,555.515808,-258.563599,1208.671875,367.213684,-66.568367,1338.546997,-496.435913,-399.426514,1359.133911,-264.078247,-227.293915,1185.561523,-142.606964,-15.406058,1294.593994
1308,-595.905823,587.862732,1465.173950,-420.717834,395.739563,1276.289185,-139.389801,297.806641,1368.075195,74.268311,1181.121826,1454.066528,-11.667763,924.044800,1267.226685,21.091755,606.719055,1364.067139,961.187805,432.982635,1363.590088,681.060913,482.174500,1197.113403,485.964325,339.554352,1363.377197,673.667908,-528.566528,1334.282227,553.217773,-258.251434,1214.212402,364.837189,-61.525826,1335.602173,-496.923553,-399.231110,1359.625122,-263.781036,-225.849792,1188.482300,-140.214142,-13.508362,1294.327759
1309,-595.715332,587.875061,1465.229614,-421.363831,395.758881,1275.133179,-140.174774,298.042725,1367.347046,74.920670,1179.895508,1454.557129,-8.125469,920.805298,1270.145630,17.037251,599.950195,1356.346313,960.542603,432.763733,1363.273804,682.424561,483.508148,1193.278442,491.681519,340.226257,1363.231689,673.015137,-528.890320,1334.680420,551.361755,-257.722076,1218.876221,362.995392,-56.945122,1332.875854,-497.170990,-399.118286,1359.919189,-263.251465,-224.772858,1190.954956,-138.239487,-12.027644,1294.164673
1310,-595.596924,587.787781,1465.368164,-422.139069,395.750793,1273.600098,-141.141663,298.864868,1366.582642,75.684784,1178.986084,1455.306152,-4.939522,917.816711,1272.371216,13.179179,594.511230,1349.055542,959.816711,432.469574,1362.845825,683.785522,484.902832,1189.390747,497.506317,340.870178,1363.164551,672.525574,-529.078979,1334.938721,549.832458,-257.917358,1223.798828,360.851288,-53.245804,1330.342651,-497.397827,-398.905212,1360.213257,-262.966003,-223.802521,1192.835449,-136.584579,-10.855508,1293.993286
1311,-595.424072,587.874023,1465.330322,-423.264832,395.706238,1271.752808,-142.521851,299.828583,1366.139648,76.126434,1177.711426,1455.576904,-1.521581,915.111328,1274.478027,9.567335,589.905762,1342.230713,959.015564,432.408020,1362.418945,685.254883,486.273590,1185.650391,503.716919,341.706848,1363.059570,672.184875,-529.162170,1335.213135,548.750977,-257.866394,1227.704468,359.527832,-50.396740,1328.242188,-497.458893,-398.825012,1360.431396,-262.882568,-223.161880,1194.111328,-135.293976,-10.258368,1294.091187
1312,-595.279114,587.881775,1465.294312,-424.840027,395.687897,1269.765137,-144.112015,301.095184,1365.836792,76.738976,1176.631836,1456.011719,2.119885,912.693848,1276.462769,6.226749,585.904785,1335.921143,958.347046,432.240936,1362.089722,686.899963,487.697021,1181.900269,509.981659,342.589447,1362.903198,671.767639,-529.178467,1335.543335,547.771973,-257.724854,1231.079102,358.465729,-48.102036,1327.020508,-497.496857,-398.751221,1360.606812,-262.716248,-222.937912,1195.094482,-134.369843,-10.175480,1294.338135
1313,-595.162109,587.892151,1465.213135,-426.176422,395.650665,1267.626953,-146.192657,302.777466,1365.845215,77.285507,1175.781250,1456.399048,4.816036,910.675903,1277.582886,2.974383,583.134155,1330.098389,957.757324,432.104126,1361.786987,688.698425,489.249390,1178.185791,516.568604,343.661865,1362.937378,671.352539,-529.108826,1335.799805,547.286438,-257.533417,1233.317139,357.553589,-46.306358,1325.814087,-497.531403,-398.739929,1360.692261,-262.545929,-222.850082,1195.417725,-134.043533,-10.283857,1294.489868
1314,-594.772278,588.068481,1464.749756,-428.311493,395.300751,1265.203613,-148.481155,304.712494,1366.224365,77.858017,1174.729614,1456.565796,7.618347,909.023254,1278.429565,0.011726,581.055603,1324.805542,956.918213,432.049500,1361.386475,690.513062,490.602356,1174.497314,523.233704,344.815063,1362.827515,670.817688,-529.036804,1335.847900,546.938965,-257.379364,1234.353638,356.881378,-45.268135,1324.881958,-497.561584,-398.712097,1360.795776,-262.587585,-223.005569,1195.355469,-133.914810,-11.001291,1294.956055
1315,-594.776794,588.030945,1464.668823,-430.245575,395.391724,1262.716309,-150.890091,307.114441,1366.690918,78.268150,1173.761475,1456.813232,9.997812,907.842285,1279.135986,-2.594723,579.365906,1319.824951,956.357666,431.865723,1361.004150,692.334412,492.006195,1170.807617,530.067200,346.077057,1362.731323,670.384033,-528.913635,1335.845581,546.814270,-257.148041,1234.640381,356.878510,-44.606632,1324.450928,-497.549011,-398.719635,1360.831299,-262.724609,-223.267639,1194.818604,-134.219635,-11.876684,1295.466431
