BLOC301
Date:,2023/12/07
Time:,15:39:03
Type:,ShareSpace
Description:,""
Notes:,""

TRAJECTORIES
100.000000,Hz
,SHO1,,,ELB1,,,HAN1,,,SHO2,,,ELB2,,,HAN2,,,SHO3,,,ELB3,,,HAN3,,,SHO4,,,ELB4,,,HAN4,,,SHO5,,,ELB5,,,HAN5
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
11,-839.728699,1012.359375,1432.512329,-670.204773,781.124207,1287.151489,-397.290070,687.943909,1492.826782,163.284622,1188.896851,1252.744141,56.395157,975.878784,1177.633545,65.695015,721.319397,1319.778076,1067.440063,488.545319,1300.843872,802.238098,541.052551,1175.426758,511.314911,423.189850,1394.033691,543.516052,-548.073425,1331.942627,437.685669,-278.010101,1202.410400,221.321899,-78.827881,1385.539917,-670.296570,-320.634186,1340.675903,-422.195435,-161.111832,1221.763062,-318.226318,101.889908,1399.929443
12,-839.804993,1012.627441,1432.669678,-669.491638,781.249573,1288.319458,-395.507172,686.391357,1492.604492,164.015839,1188.712524,1253.110962,57.495686,975.007813,1179.782715,64.639038,718.104187,1318.694458,1067.389648,488.082794,1301.093994,800.138550,539.694214,1178.747314,505.536896,423.057007,1393.159790,541.724121,-547.919189,1332.635010,434.395477,-276.685760,1206.228760,217.944550,-73.317741,1385.332153,-670.276550,-320.021454,1340.973022,-422.078278,-158.207016,1225.275269,-312.266846,106.195480,1398.444824
13,-839.924561,1012.834961,1432.802490,-668.919067,781.292175,1289.540405,-393.845306,684.934875,1492.337402,164.678207,1188.658936,1253.463257,58.606888,974.043518,1181.797852,63.565468,715.214478,1317.696777,1067.294922,487.644897,1301.398315,798.614685,538.701233,1182.030884,502.018646,422.674194,1393.642456,540.007507,-547.881104,1333.089600,431.347931,-275.690186,1210.082397,214.628860,-68.158615,1384.905518,-670.235291,-319.449310,1341.352417,-422.145203,-155.651230,1228.787720,-306.516052,110.051971,1397.056885
14,-840.037598,1013.092163,1432.861694,-668.041687,781.762390,1290.497925,-392.394348,683.382690,1491.921997,165.254410,1188.628784,1253.660278,59.627892,973.237793,1183.354004,62.684731,712.791565,1316.475708,1067.157837,487.240204,1301.620850,796.916443,537.098328,1184.858276,499.142975,421.855743,1394.446655,538.286011,-547.878967,1333.713623,428.305206,-274.512299,1213.828979,211.509598,-63.280514,1384.464233,-670.144165,-318.749237,1341.885620,-422.130157,-153.062286,1232.259399,-300.974731,113.505653,1395.434448
15,-840.246521,1013.330444,1432.942139,-667.534790,781.875427,1291.343262,-391.165009,681.945190,1491.501953,165.766083,1188.546997,1253.814819,60.327938,972.602112,1184.786499,61.923527,710.668701,1315.524902,1067.106689,486.890991,1301.816040,795.739563,535.683716,1187.693481,496.250610,420.927399,1395.098267,536.900818,-547.969421,1334.186157,425.486450,-273.717133,1217.490356,208.425140,-58.390488,1383.985352,-670.129517,-318.269531,1342.158447,-422.062775,-151.082779,1235.620728,-295.515717,116.374077,1393.993408
16,-840.381470,1013.558533,1433.026245,-667.082825,781.975586,1292.316040,-390.101990,680.676636,1491.013550,166.207611,1188.401978,1253.985352,60.960304,972.081787,1185.785522,61.293682,708.988220,1314.687500,1067.133179,486.461304,1301.986572,794.695862,534.375610,1190.799561,492.982178,420.749786,1395.008789,535.446289,-548.189026,1334.824707,422.746246,-272.970520,1221.034058,205.868851,-53.556255,1383.216309,-669.949341,-317.636292,1342.534180,-422.022919,-149.179672,1238.299805,-290.146118,118.692421,1392.538940
17,-840.555725,1013.782104,1433.103027,-666.902710,782.128784,1292.911133,-389.242554,679.478210,1490.556885,166.564468,1188.266113,1254.172607,61.621387,971.629150,1186.571533,60.711136,707.763794,1314.189209,1067.127808,486.123230,1302.135864,793.490234,532.922546,1193.586304,489.042542,421.385986,1394.478394,534.245483,-548.387085,1335.410522,420.009186,-272.291321,1224.612671,203.805710,-48.578770,1382.472656,-669.692444,-317.070007,1342.928223,-422.031494,-147.309586,1240.564331,-285.534302,120.321030,1391.516968
18,-840.768005,1014.029480,1433.125244,-667.193054,781.978333,1293.758179,-388.359558,678.516296,1490.006958,166.843811,1188.165405,1254.201782,62.042355,971.241272,1186.920044,59.978420,706.762390,1313.681274,1067.322998,485.818604,1302.213257,792.664612,531.833618,1196.506226,484.522766,422.155640,1393.410278,533.113953,-548.579590,1336.128784,417.641022,-271.919708,1227.645142,202.073441,-43.916473,1381.560303,-669.561157,-316.568085,1342.973755,-422.111938,-145.940262,1242.615112,-282.096710,121.710396,1390.852295
19,-840.976318,1014.251465,1433.177246,-666.696228,782.552002,1293.788086,-387.803558,677.911438,1489.430542,167.032730,1188.048584,1254.083496,62.320854,971.067871,1186.930786,59.260822,706.165283,1313.263306,1067.604614,485.564972,1302.299316,791.718994,530.917236,1198.986328,480.149750,422.973694,1392.185059,532.094971,-549.043579,1336.804565,415.473267,-271.548492,1230.957642,200.705170,-39.661617,1380.835205,-669.373108,-316.039246,1343.033813,-422.084442,-144.526917,1244.184814,-279.729370,123.225250,1390.425537
20,-841.196106,1014.426331,1433.262329,-666.738403,782.668701,1293.843506,-387.526489,677.393921,1488.929199,167.126114,1187.978027,1254.032227,62.419270,971.044128,1186.720581,58.577877,705.911743,1313.157471,1067.719727,485.312073,1302.365112,790.775818,529.967957,1201.177124,475.874451,423.531158,1390.826294,531.307129,-549.430542,1337.501831,413.574310,-271.411133,1233.645264,199.837158,-35.879303,1380.265991,-669.157227,-315.737854,1343.155151,-422.136688,-143.214096,1245.493774,-278.435333,124.746262,1390.168701
21,-841.368042,1014.596130,1433.316040,-666.995422,782.785828,1293.602783,-387.536133,677.049927,1488.469727,167.099899,1187.913452,1254.028931,62.352879,971.094543,1186.129517,58.038536,706.006775,1313.251221,1067.776123,485.081543,1302.529907,789.667664,528.801575,1202.868774,471.757111,423.925232,1389.538208,530.381104,-549.945007,1338.218994,411.700348,-271.405090,1236.136475,198.774612,-32.892849,1379.986572,-668.949585,-315.315308,1343.325562,-422.268036,-142.364349,1246.703857,-277.368591,125.780014,1390.172729
22,-841.560364,1014.737305,1433.311401,-667.387268,782.795288,1293.196411,-387.970184,677.057434,1488.120361,167.091919,1187.927002,1253.855469,62.186134,971.375549,1185.130981,57.684692,706.507629,1313.410034,1067.786865,484.859497,1302.700684,789.237671,528.328552,1205.032837,468.155243,424.376343,1388.047363,529.755310,-550.274231,1338.826172,409.985413,-271.523926,1238.394165,198.173752,-30.217672,1379.615967,-668.844543,-314.949249,1343.414673,-422.364258,-141.462875,1247.898193,-276.462463,126.888191,1389.996582
23,-841.789673,1014.838745,1433.297119,-667.989746,782.973999,1292.693970,-388.661194,677.407349,1487.756348,167.015396,1187.948120,1253.638794,61.745396,971.857361,1183.818359,57.487476,707.660767,1313.839722,1067.959839,484.571320,1302.794678,788.572021,527.272217,1206.779297,464.744568,424.599762,1386.557495,529.151367,-550.629150,1339.521362,408.819550,-271.495544,1240.633911,197.469879,-28.067120,1379.586182,-668.801331,-314.638153,1343.356689,-422.588440,-140.929764,1248.489136,-275.667023,127.584221,1389.979126
24,-841.964783,1014.917908,1433.283813,-668.642822,782.944641,1291.819336,-389.630829,677.893921,1487.536865,166.981735,1188.069092,1253.446655,61.133808,972.342163,1182.250732,57.837730,708.920349,1314.329712,1068.096558,484.349152,1302.873413,788.307678,526.491394,1208.502563,461.727173,425.046173,1385.243286,528.667480,-551.040100,1340.059692,407.766724,-271.647491,1242.540527,196.882767,-26.201267,1379.551758,-668.742737,-314.510437,1343.343628,-422.279541,-140.663971,1249.272461,-274.710724,127.939323,1390.119385
25,-842.141907,1014.942139,1433.247314,-669.490051,782.921448,1290.687378,-390.963043,678.867859,1487.470581,166.866318,1188.176636,1253.256592,60.530220,972.928833,1180.322754,58.354301,710.549377,1314.807861,1068.197510,484.180542,1302.949097,787.968445,525.819153,1210.269409,459.265961,425.203308,1384.000000,528.441406,-551.366028,1340.568359,407.193115,-271.703827,1244.398071,196.448700,-25.018829,1379.667114,-668.723816,-314.352539,1343.309814,-422.027924,-140.620560,1249.680542,-274.184113,128.197464,1390.422119
26,-842.276672,1014.914429,1433.215210,-670.850830,782.606445,1289.594849,-392.611084,680.219299,1487.425659,166.627213,1188.396484,1252.908936,59.699451,973.852722,1178.469238,59.006416,712.394409,1315.416504,1068.432739,483.957031,1303.063843,787.895569,525.259460,1211.986694,457.045349,425.728546,1382.970581,528.390991,-551.786499,1341.116699,406.704468,-272.085358,1245.703369,196.077652,-24.276960,1380.043701,-668.637451,-314.225311,1343.288208,-421.740112,-140.771042,1249.649902,-274.046753,128.181808,1390.854614
27,-842.435791,1014.926086,1433.132935,-671.625427,783.054199,1287.654541,-394.581604,682.069885,1487.426880,166.192902,1188.560181,1252.536011,58.816307,974.653870,1176.128174,59.878166,714.438110,1315.651855,1068.769165,483.773315,1303.156982,787.944092,525.029297,1213.140625,455.416107,426.314301,1381.867432,528.388062,-552.250183,1341.584473,406.537659,-272.237518,1246.956299,195.681870,-24.060959,1380.533447,-668.442139,-314.117889,1343.168823,-421.397369,-140.890060,1249.166748,-274.130371,127.775276,1391.507202
28,-842.604248,1014.910034,1433.016846,-672.765747,783.422729,1285.766846,-396.843170,684.153076,1487.571411,165.763031,1188.695068,1252.118774,57.739311,975.851379,1173.651489,60.955990,716.739990,1316.110229,1069.123901,483.544922,1303.317383,787.757751,524.767700,1213.903564,454.394409,427.020691,1380.948853,528.290894,-552.708374,1342.012573,406.595490,-272.529816,1247.700684,195.223343,-24.350441,1381.130249,-668.249451,-314.070313,1343.068359,-420.991943,-141.475494,1248.395996,-274.533630,127.033295,1392.175903
29,-842.741882,1014.837585,1432.907959,-674.194458,783.515137,1283.843506,-399.320465,686.482239,1487.770996,165.289581,1188.916504,1251.730469,56.809494,977.004272,1171.084839,61.954105,719.421692,1316.427246,1069.229248,483.331146,1303.491699,787.545227,524.626892,1214.209229,453.693848,427.349548,1380.394409,528.195618,-553.169006,1342.426880,406.840149,-272.830780,1248.195068,194.841156,-25.233189,1381.912109,-668.111023,-314.099243,1343.002197,-420.773834,-141.995209,1247.375366,-274.839203,125.828674,1393.058105
30,-842.965454,1014.709961,1432.774902,-675.826965,783.723816,1281.836426,-402.134644,689.076904,1488.200317,164.840744,1189.207031,1251.320068,55.727833,978.303223,1168.044800,63.220619,722.661072,1316.840332,1069.265503,483.123627,1303.632324,787.484924,524.794800,1214.208984,453.619629,427.545471,1380.179443,528.236633,-553.711548,1342.786011,407.443848,-272.913269,1248.374268,194.437134,-26.482113,1382.806274,-668.089478,-314.185364,1342.882935,-420.206573,-142.841629,1246.070557,-275.450012,124.268120,1393.942627
31,-843.214722,1014.528259,1432.651123,-677.598816,783.754944,1279.879517,-405.222626,692.026489,1488.479492,164.432861,1189.504517,1250.754883,54.632256,979.838074,1164.754272,64.425423,726.351563,1317.105469,1069.366211,483.072632,1303.720337,787.640747,525.148682,1213.881226,454.137634,427.676880,1380.297119,528.395630,-554.235229,1343.045898,408.286285,-273.143982,1248.329956,194.382614,-28.063715,1383.743164,-667.978271,-314.406982,1342.728760,-419.754761,-143.886169,1244.569824,-276.105591,122.297592,1394.781860
32,-843.549011,1014.372864,1432.542847,-679.239136,784.296204,1277.514160,-408.419739,695.158203,1488.918823,164.076019,1189.818481,1249.942627,53.491768,981.551819,1161.390747,65.567055,730.277283,1317.215820,1069.454102,483.044617,1303.739502,788.218506,525.928955,1213.423828,454.908508,427.808167,1380.546997,528.635620,-554.706909,1343.225952,409.193970,-273.601715,1247.886475,194.369522,-29.805845,1384.770752,-667.853088,-314.662476,1342.485474,-419.605408,-144.962677,1242.556152,-276.829681,120.039566,1395.555542
33,-843.873779,1014.242859,1432.463257,-680.968628,784.824463,1275.006592,-411.935822,698.329529,1489.439209,163.647949,1190.111450,1249.078125,52.530266,983.509705,1157.824585,66.803017,734.633789,1317.467407,1069.527100,483.046295,1303.728760,788.575623,526.613892,1212.675781,456.198181,428.144226,1381.001587,528.904419,-555.152893,1343.409180,410.471313,-274.013367,1247.191650,194.787643,-31.566236,1385.806274,-667.778503,-314.907532,1342.248657,-419.036499,-146.404419,1240.540894,-277.839539,117.771484,1396.452637
34,-844.160034,1014.152466,1432.321899,-682.664734,785.402588,1272.430908,-415.405273,701.855103,1489.892822,163.085312,1190.354858,1248.096558,51.413773,985.517883,1154.077393,68.126823,739.397644,1317.473267,1069.543579,483.040588,1303.696045,788.929321,527.312378,1211.458862,457.727661,428.129639,1381.649048,529.193420,-555.640625,1343.567871,411.968506,-274.334564,1246.152832,195.316376,-33.527431,1386.615601,-667.784424,-315.351593,1341.954712,-418.633636,-147.911301,1238.188599,-279.301239,115.691620,1397.084595
35,-844.374939,1014.065552,1432.122559,-684.620728,785.940552,1269.993652,-419.174713,705.676941,1490.436279,162.329803,1190.682739,1246.893921,50.285580,987.742004,1150.387939,69.576469,744.326050,1317.585938,1069.697021,483.104187,1303.598145,789.543945,528.237427,1209.935425,460.174194,428.191254,1382.360229,529.544434,-556.198975,1343.663940,413.755646,-274.420441,1244.886597,195.952957,-35.846958,1387.573608,-667.653320,-315.663940,1341.722168,-418.246429,-149.458633,1235.509888,-281.387238,113.408989,1397.659790
36,-844.640930,1013.948486,1431.787964,-686.825623,786.283936,1267.315552,-423.124481,709.565369,1491.050903,161.435059,1191.004883,1245.738037,48.895737,990.600281,1147.008179,71.206596,749.530518,1317.447876,1069.935791,483.190674,1303.471436,790.019348,529.003601,1207.744141,462.641541,428.392883,1383.291016,530.014221,-556.682739,1343.755737,415.562561,-274.838318,1243.191772,197.003647,-38.103512,1388.363403,-667.578430,-315.977783,1341.383423,-417.837128,-151.518082,1232.876221,-283.674744,110.892242,1398.464111
37,-844.770508,1013.711121,1431.460449,-689.144775,786.635559,1264.842407,-427.171265,713.598572,1491.513428,160.570862,1191.191650,1244.720703,48.348198,992.289795,1142.372070,73.266045,755.054138,1317.188232,1070.013062,483.272003,1303.369263,790.531006,529.861755,1205.336914,465.691986,428.561615,1384.193237,530.545410,-557.033203,1343.801758,417.722656,-275.179871,1241.072876,198.160126,-40.516281,1389.219849,-667.669006,-316.302094,1341.086060,-417.728668,-153.475189,1229.781250,-286.516205,108.329948,1399.080200
38,-844.898254,1013.452087,1431.124634,-691.337280,786.863403,1262.045288,-431.260590,717.858276,1491.946899,159.551773,1191.511719,1243.839233,47.430855,995.016663,1138.354980,75.545441,761.006897,1317.084717,1070.039917,483.402466,1303.291382,791.290283,531.183167,1203.022705,468.916351,428.694122,1385.350830,531.096375,-557.386292,1343.777100,420.266022,-275.737274,1238.551147,199.678864,-43.225994,1390.128662,-667.713257,-316.781982,1340.874268,-417.424072,-155.492813,1226.586914,-289.724030,105.430878,1399.598999
39,-845.084290,1013.153381,1430.857178,-693.778748,787.140869,1259.593384,-435.398529,722.190979,1492.330200,158.630707,1191.832886,1242.876343,46.443317,997.577148,1133.955444,78.121330,767.480774,1316.654907,1070.127563,483.592865,1303.214355,792.334412,532.416199,1200.562744,472.576996,428.633942,1386.546753,531.767700,-557.740356,1343.699951,422.992859,-276.123901,1235.897095,201.490860,-46.326241,1390.858521,-667.674744,-317.312683,1340.581421,-417.376038,-157.544724,1223.098022,-293.107941,102.089714,1400.156128
40,-845.384644,1012.796814,1430.627686,-696.273987,787.407532,1257.000122,-439.520111,726.596436,1492.620972,157.888397,1192.168579,1241.748901,45.382050,1000.528259,1129.406250,80.858322,774.320740,1316.179321,1070.233154,483.915771,1303.180786,793.631470,533.659241,1197.706055,477.104065,428.423859,1387.969727,532.606445,-558.068359,1343.562622,425.673950,-276.729919,1232.743896,203.434814,-49.664429,1391.841064,-667.525879,-317.968109,1340.282959,-417.634491,-159.883896,1219.550293,-296.549744,98.599655,1400.527222
41,-845.571472,1012.439331,1430.464355,-698.793152,787.681335,1254.734009,-443.528503,731.413330,1492.440063,157.059647,1192.548096,1240.734131,44.568047,1003.528748,1125.021973,83.475433,781.377502,1315.592041,1070.359985,484.183807,1303.215820,794.971375,534.988342,1194.651245,481.628815,428.370667,1389.362183,533.399170,-558.336365,1343.555176,428.760101,-277.449493,1229.718384,205.524414,-53.409882,1392.694458,-667.363464,-318.326050,1339.834717,-418.001282,-161.966599,1215.982788,-300.156525,95.073227,1400.604614
42,-845.753784,1012.176697,1430.378174,-701.508118,788.176575,1252.656494,-447.301361,736.126831,1492.407104,156.313751,1192.873779,1239.541382,43.527157,1006.531128,1120.924683,85.941383,788.494812,1314.900879,1070.284912,484.358276,1303.158691,796.209045,536.076660,1191.350342,486.326599,428.397430,1390.667603,534.160522,-558.690002,1343.619385,431.984375,-278.450256,1226.369873,207.346832,-57.852821,1393.639771,-667.297974,-318.917816,1339.337402,-418.404724,-164.567474,1212.486328,-304.139221,91.493584,1400.564087
43,-846.071899,1011.965576,1430.406372,-704.205872,788.678772,1250.539429,-451.037231,740.954285,1492.436768,155.401291,1193.220337,1238.270996,42.752335,1009.557495,1116.402954,88.540726,795.766541,1313.920044,1070.511353,484.582550,1303.049927,797.814758,537.350464,1188.045410,491.610291,428.662018,1391.985107,534.921936,-558.997192,1343.631226,435.241577,-279.471466,1222.498291,209.721375,-62.628128,1394.361572,-667.231140,-319.521149,1339.024780,-418.844971,-166.732025,1208.508423,-308.401917,87.955048,1400.525757
44,-846.374390,1011.792114,1430.413330,-706.888000,789.324707,1248.408203,-454.880524,746.044800,1492.507324,154.520477,1193.517578,1236.954834,41.811165,1012.848022,1111.880005,91.195702,803.286133,1312.806763,1070.677979,484.815155,1302.941650,799.581116,538.650818,1184.613892,496.928558,428.892914,1393.225586,535.712219,-559.263611,1343.709717,439.007660,-281.121796,1218.188721,211.804153,-68.125000,1394.914307,-667.121521,-319.896118,1338.734253,-419.482178,-169.366425,1204.549927,-313.168488,84.287117,1400.486084
45,-846.525391,1011.584534,1430.462769,-709.752808,790.087036,1246.041870,-459.041229,751.534912,1492.557617,153.589478,1193.780884,1235.874512,41.205463,1015.993530,1107.318970,93.913406,811.193787,1311.717163,1070.765015,485.008057,1302.983765,801.286499,539.832214,1181.088379,502.575104,429.108582,1394.332886,536.767334,-559.668945,1343.931763,442.743103,-282.883789,1213.378418,214.424942,-73.930946,1395.401855,-666.997742,-320.424438,1338.415771,-420.062256,-171.951645,1200.409790,-318.170837,80.438599,1400.323120
46,-846.561584,1011.370300,1430.487793,-712.781555,790.874268,1244.014526,-463.473694,756.929443,1492.788330,152.670883,1194.051514,1234.924438,40.593292,1019.370300,1102.736816,96.743942,819.527771,1310.480713,1070.699585,485.138214,1303.015747,803.016846,540.872009,1177.461426,508.322693,428.680450,1395.243408,537.708557,-560.056519,1344.204712,446.782867,-284.904877,1207.877930,217.662674,-80.055519,1395.678467,-666.858093,-320.705170,1338.173218,-420.528870,-174.608582,1196.257324,-323.297974,76.277344,1400.017212
47,-846.566345,1011.121216,1430.432251,-715.632141,791.606323,1241.635010,-468.245087,762.703491,1492.880127,151.914276,1194.357178,1234.076782,40.016247,1022.919739,1097.875366,99.550194,828.324036,1309.135254,1070.692139,485.347382,1303.054077,804.789490,541.990662,1173.535767,514.917725,428.845001,1396.297241,538.694153,-560.217834,1344.461548,451.113434,-287.321198,1201.920776,221.816879,-86.723785,1395.877686,-666.613892,-321.044983,1337.840332,-421.292664,-177.338608,1191.899658,-328.238129,71.894897,1399.728638
48,-846.507996,1010.784668,1430.304688,-718.560974,792.264893,1239.262939,-473.283295,768.448853,1493.004028,151.352356,1194.708740,1233.166504,39.552364,1026.490967,1092.855469,102.045212,837.389465,1307.570435,1070.695679,485.656982,1302.870361,806.936584,543.075378,1169.326782,521.631775,428.839844,1397.177246,540.326294,-560.247620,1344.660767,455.626831,-289.780945,1195.899048,227.033920,-93.794235,1396.282837,-666.370605,-321.468048,1337.497925,-422.254791,-179.686523,1187.581055,-333.152344,67.507202,1399.373779
49,-846.544739,1010.368164,1430.174561,-721.297668,793.141846,1236.871948,-478.477203,774.194153,1493.300659,150.790237,1195.085815,1231.992310,38.902954,1030.293335,1088.142090,104.353630,846.374756,1305.918457,1070.531128,486.108643,1302.551025,809.211792,544.303711,1165.262451,528.769958,428.693726,1398.147583,541.464539,-560.245361,1344.740112,460.480621,-292.640045,1189.779785,233.233322,-101.377876,1396.692261,-666.103943,-321.766418,1337.325684,-423.159515,-182.291977,1183.449951,-338.545837,63.022018,1398.680298
50,-846.629395,1009.913391,1430.065186,-724.145386,793.795837,1234.703125,-483.517944,780.005310,1493.498901,150.229233,1195.559326,1230.901367,38.689949,1034.051880,1083.594360,106.716522,855.129272,1304.462036,1070.162720,486.494812,1302.182373,811.383423,545.426392,1161.003906,535.999390,428.581207,1399.192627,542.636780,-560.072144,1344.562378,465.212830,-295.508972,1183.718994,239.967819,-110.021637,1397.376343,-665.837219,-322.017090,1337.100708,-424.422729,-185.162872,1179.235840,-344.043060,58.760597,1397.957031
51,-846.756042,1009.584656,1429.922607,-726.730591,794.827637,1232.762573,-488.568817,785.615234,1493.570679,149.553085,1196.012329,1229.672607,38.556774,1037.835571,1079.289551,109.454117,863.923645,1302.354126,1069.967529,486.941345,1301.826050,813.586121,546.636414,1156.697388,543.956970,428.898132,1400.276733,543.447571,-560.029236,1344.124390,469.894562,-299.058685,1177.565796,246.810394,-119.319626,1398.071411,-665.545105,-322.215607,1336.838867,-425.305634,-187.790451,1175.040283,-350.410950,53.964489,1397.530396
52,-846.869141,1009.314514,1429.755249,-729.479126,795.685730,1230.576538,-493.651459,791.367310,1493.777832,148.817261,1196.488770,1228.444092,38.217194,1041.750000,1074.875610,112.504822,873.276855,1300.568115,1069.909790,487.404694,1301.448486,816.204468,547.883545,1152.544189,552.131714,428.980530,1401.346436,544.459900,-559.832642,1343.570190,474.983154,-302.420959,1171.630493,253.492126,-129.238892,1398.502808,-665.301697,-322.338623,1336.484619,-426.392731,-190.542923,1170.662231,-356.913391,49.351028,1397.358521
