Objects
100
,,Global Angle belly:belly,,,,,,Global Angle left_chest:left_chest,,,,,,Global Angle right_chest:right_chest,,,,,,Global Angle right_hand:right_hand,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm
1,0,,,,,,,0.089561,-0.115217,-0.065870,-129.964951,171.316467,1200.023804,-0.267406,0.126281,0.133347,80.144012,184.800858,1221.702393,-0.297292,-0.241154,1.256204,397.837494,517.458923,1596.168335
2,0,,,,,,,0.089897,-0.118710,-0.062530,-130.046143,171.047760,1199.964233,-0.264499,0.116158,0.141892,79.902161,184.743561,1221.865112,-0.304917,-0.265338,1.255887,387.568390,517.213196,1607.330078
3,0,,,,,,,0.090625,-0.121415,-0.057832,-130.145523,170.792557,1199.898560,-0.272041,0.080983,0.178264,79.730560,184.117874,1221.675903,-0.311411,-0.291156,1.259727,376.744995,517.201782,1618.159180
4,0,,,,,,,0.090743,-0.123977,-0.054159,-130.211014,170.553574,1199.834106,-0.271512,0.077757,0.181615,79.564949,184.318237,1222.011963,-0.319639,-0.337983,1.257953,365.612457,517.498047,1628.557495
5,0,,,,,,,0.091204,-0.125233,-0.052265,-130.283966,170.301956,1199.764893,-0.269371,0.075270,0.183684,79.367592,184.596039,1222.346680,-0.326651,-0.359990,1.256528,353.898376,517.302246,1638.104614
6,0,,,,,,,0.092367,-0.127058,-0.047711,-130.365128,170.006073,1199.694336,-0.271172,0.072253,0.185074,79.211380,184.760880,1222.603516,-0.341635,-0.390095,1.256890,342.009583,517.348938,1647.343140
7,0,,,,,,,0.092140,-0.128776,-0.043126,-130.449402,169.686813,1199.616455,-0.310258,0.077185,0.187346,80.799576,182.801880,1220.268799,-0.365974,-0.442482,1.252902,329.756195,517.786377,1656.270386
8,0,,,,,,,0.091797,-0.130554,-0.040212,-130.560760,169.364929,1199.568726,-0.311985,0.075113,0.189298,80.607262,183.164536,1220.577026,-0.378743,-0.464697,1.255812,317.195526,517.681030,1664.051392
9,0,,,,,,,0.091043,-0.131752,-0.038146,-130.712967,169.011551,1199.546509,-0.306307,0.079829,0.189073,80.552261,183.809494,1220.652710,-0.386080,-0.493258,1.260848,304.371765,517.861511,1671.242554
10,0,,,,,,,0.091538,-0.148386,-0.024549,-131.193756,168.719482,1199.817627,-0.308270,0.075609,0.187823,80.296127,184.155884,1220.931519,-0.408344,-0.537379,1.267498,291.314392,518.236755,1678.211060
11,0,,,,,,,0.092264,-0.149277,-0.022388,-131.314209,168.321365,1199.737915,-0.309353,0.072672,0.189783,80.026787,184.446320,1221.190552,-0.429071,-0.558494,1.281988,278.332642,518.586182,1684.094849
12,0,,,,,,,0.094245,-0.149326,-0.017740,-131.419495,167.898682,1199.613770,-0.315081,0.072616,0.190447,79.848900,184.657867,1221.261841,-0.426785,-0.587540,1.286072,265.374573,518.593506,1689.281128
13,0,,,,,,,0.096222,-0.148695,-0.012709,-131.552856,167.441086,1199.522583,-0.311386,0.068666,0.197984,79.518082,184.955826,1221.515503,-0.438158,-0.615990,1.290970,252.447754,519.012878,1694.061401
14,0,,,,,,,0.096970,-0.147723,-0.009269,-131.676636,166.976028,1199.427979,-0.318448,0.077005,0.190960,79.120018,185.179855,1221.514404,-0.450591,-0.627619,1.289106,239.245132,519.091370,1697.891113
15,0,,,,,,,0.097645,-0.149835,-0.004499,-131.810852,166.488342,1199.345337,-0.319862,0.074527,0.193784,78.834244,185.467926,1221.697876,-0.464944,-0.650463,1.297075,226.043686,519.426086,1701.525513
16,0,-0.207216,-0.270138,3.209241,-6.859884,208.777084,949.416687,0.098462,-0.152115,-0.000384,-131.941132,166.033539,1199.241699,-0.318700,0.069627,0.197667,78.561974,185.785065,1221.892334,-0.476802,-0.677305,1.299262,213.166855,519.956604,1704.204102
17,0,-0.245878,-0.278174,3.225149,-6.334054,208.439728,948.719360,0.100686,-0.153102,0.004233,-132.060181,165.543182,1199.104248,-0.317504,0.067036,0.200039,78.274872,186.039459,1222.056519,-0.487453,-0.698225,1.304528,200.236374,520.577332,1706.013672
18,0,-0.213198,-0.281075,3.212800,-6.678274,208.896362,949.370789,0.102387,-0.154340,0.010010,-132.179611,165.048813,1198.992798,-0.317149,0.063984,0.203563,77.959641,186.254776,1222.205811,-0.495798,-0.725760,1.312003,187.472992,521.449280,1707.203247
19,0,-0.213905,-0.281496,3.213658,-6.614834,208.913483,949.397217,0.102814,-0.154770,0.012385,-132.344238,164.463852,1198.866211,-0.318281,0.062213,0.206088,77.641731,186.457886,1222.325562,-0.511754,-0.756559,1.320439,174.637390,522.670593,1707.807495
20,0,-0.213791,-0.282691,3.215037,-6.582334,208.943481,949.424561,0.102727,-0.154902,0.016715,-132.536545,163.896164,1198.777588,-0.318669,0.061505,0.208600,77.309738,186.686340,1222.437988,-0.521320,-0.777708,1.325680,162.081879,523.841675,1707.354736
21,0,-0.212964,-0.283085,3.216346,-6.556574,208.971985,949.464905,0.101147,-0.156320,0.020156,-132.701126,163.347824,1198.652344,-0.317751,0.060901,0.210969,76.967445,186.931961,1222.536621,-0.535868,-0.789791,1.335866,149.574158,525.341797,1706.141479
22,0,-0.213398,-0.283403,3.217520,-6.541462,208.983170,949.492920,0.102870,-0.154039,0.024228,-132.866211,162.805176,1198.514526,-0.317222,0.059827,0.213518,76.614937,187.205902,1222.602783,-0.553693,-0.797848,1.354055,137.441406,526.998413,1704.105713
23,0,-0.213415,-0.283878,3.219512,-6.532138,208.990967,949.519104,0.107495,-0.154473,0.027502,-133.025528,162.148895,1198.331299,-0.316777,0.058896,0.215569,76.282570,187.433136,1222.648804,-0.564663,-0.816612,1.377418,125.412834,529.151123,1701.098755
24,0,-0.213970,-0.285510,3.221148,-6.530276,209.001404,949.549377,0.109561,-0.156466,0.031712,-133.187943,161.474045,1198.114136,-0.318673,0.059158,0.216045,75.950500,187.634827,1222.604614,-0.579542,-0.828352,1.386265,113.554604,531.221924,1697.212646
25,0,-0.213860,-0.285731,3.223060,-6.559846,208.983429,949.585632,0.107305,-0.159312,0.036414,-133.386307,160.880234,1197.940674,-0.320052,0.059687,0.217987,75.573364,187.728210,1222.506836,-0.596524,-0.848315,1.394009,101.705696,533.565186,1692.552002
26,0,-0.213898,-0.287689,3.225132,-6.599351,208.965958,949.635437,0.109205,-0.159836,0.040500,-133.620285,160.227524,1197.725708,-0.322386,0.058904,0.220619,75.172012,187.712158,1222.384399,-0.614573,-0.858412,1.410684,90.323265,536.169922,1686.947998
27,0,-0.214598,-0.289368,3.227002,-6.668097,208.935776,949.692261,0.112422,-0.158124,0.045631,-133.878693,159.491165,1197.541748,-0.321873,0.056284,0.223232,74.760147,187.634460,1222.264893,-0.632687,-0.869765,1.418975,78.971680,539.135254,1680.482422
28,0,-0.189889,-0.276315,3.219419,-7.024697,208.971054,950.202393,0.111588,-0.158336,0.045974,-134.134079,158.787598,1197.357422,-0.322492,0.058077,0.223805,74.369133,187.556732,1222.195679,-0.659388,-0.881106,1.430707,67.779236,542.459839,1672.891235
29,0,-0.213949,-0.293687,3.229794,-6.823172,208.795517,949.827148,0.110090,-0.159433,0.048030,-134.388748,158.085617,1197.132324,-0.322160,0.057200,0.226466,73.989799,187.397186,1222.127563,-0.681806,-0.860727,1.458193,56.921730,546.021790,1664.152100
30,0,-0.213648,-0.296971,3.232604,-6.922747,208.711746,949.904541,0.114865,-0.158944,0.050915,-134.652267,157.300095,1196.895874,-0.319832,0.054854,0.230236,73.585106,187.175995,1222.049438,-0.713185,-0.875887,1.457343,45.932850,549.593689,1655.134399
31,0,-0.212451,-0.299643,3.234742,-7.023270,208.593338,949.999023,0.116414,-0.161224,0.053936,-134.888702,156.497513,1196.603027,-0.319922,0.054552,0.232166,73.143112,186.899826,1221.939941,-0.750780,-0.876208,1.468119,35.397968,553.542603,1645.314209
32,0,-0.212221,-0.300889,3.234734,-7.127101,208.442841,950.096313,0.114364,-0.164022,0.058011,-135.177521,155.715866,1196.325928,-0.316943,0.052640,0.232649,72.702591,186.677872,1221.811157,-0.764169,-0.886862,1.468372,25.111231,557.528442,1634.243774
33,0,-0.211250,-0.302034,3.236181,-7.254694,208.246353,950.193909,0.115131,-0.163906,0.062182,-135.544403,154.865860,1196.042358,-0.317043,0.052842,0.233011,72.191879,186.341248,1221.571899,-0.819507,-0.886404,1.482850,14.897361,561.718567,1623.068481
