Objects
100
,,Global Angle right_hand:right_hand,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
781,0,-0.440507,-0.521403,2.411664,26.162041,139.749878,678.942871
782,0,-0.453000,-0.528641,2.404863,26.581057,140.970200,679.114502
783,0,-0.456764,-0.535393,2.402605,26.845974,141.597473,678.884705
784,0,-0.459543,-0.536323,2.407866,26.893032,141.394821,678.492859
785,0,-0.463114,-0.545769,2.411292,26.615749,140.428284,678.365295
786,0,-0.464860,-0.562439,2.412341,26.256779,139.499756,678.331543
787,0,-0.463191,-0.568218,2.413320,26.351789,139.293320,678.206543
788,0,-0.460415,-0.561331,2.414903,27.019501,140.141418,678.141907
789,0,-0.454575,-0.549376,2.406492,28.164387,141.917511,678.233032
790,0,-0.453647,-0.531207,2.399632,29.482313,144.499725,678.495544
791,0,-0.458610,-0.514195,2.394979,31.132519,147.798386,678.754211
792,0,-0.458872,-0.499133,2.377919,33.351334,151.631180,678.853516
793,0,-0.475916,-0.486205,2.365140,35.774384,155.198105,679.028564
794,0,-0.474202,-0.491674,2.344524,37.539162,158.392624,678.923279
795,0,-0.489062,-0.492253,2.343799,39.231659,160.781708,679.034790
796,0,-0.486622,-0.492974,2.335910,40.821491,162.387817,678.966125
797,0,-0.485148,-0.491764,2.336570,41.991657,163.357101,678.969666
798,0,-0.484894,-0.495557,2.334341,43.000721,163.864914,678.983154
799,0,-0.484212,-0.499388,2.331629,43.965027,164.209564,678.950684
800,0,-0.468004,-0.497860,2.330402,44.563698,164.884689,678.671753
801,0,-0.474279,-0.503101,2.321012,46.060490,165.939423,678.982300
802,0,-0.480124,-0.497847,2.309584,47.839619,167.950073,679.069824
803,0,-0.482476,-0.483096,2.306977,49.600784,170.527161,679.190735
804,0,-0.485084,-0.465341,2.292462,51.856754,173.370407,679.332642
805,0,-0.483247,-0.438827,2.294727,53.532211,175.587952,679.464294
806,0,-0.488333,-0.442087,2.287476,54.917805,177.045044,679.857422
807,0,-0.494566,-0.439665,2.280650,56.110939,177.767685,679.966980
808,0,-0.495429,-0.444611,2.281151,57.023155,177.820084,680.030640
809,0,-0.491990,-0.447990,2.280828,57.778946,177.597031,679.864258
810,0,-0.489522,-0.444534,2.280857,58.686806,177.533646,679.512268
811,0,-0.487168,-0.443812,2.279450,59.687233,177.960693,679.411499
812,0,-0.484647,-0.435168,2.276045,60.982857,179.035736,679.445679
813,0,-0.481685,-0.421133,2.269274,62.428562,180.524460,679.444946
814,0,-0.479453,-0.419113,2.260251,63.915455,182.407959,679.584595
815,0,-0.482401,-0.398161,2.256652,64.996193,183.784882,679.356995
816,0,-0.487187,-0.392970,2.257703,65.409744,184.411438,679.375000
817,0,-0.484207,-0.387458,2.260050,64.570908,183.686768,679.294739
818,0,-0.500468,-0.420380,2.260571,63.094044,182.009415,679.542786
819,0,-0.505087,-0.437555,2.267851,61.041496,179.372269,679.271973
820,0,-0.509398,-0.453056,2.274490,59.053032,176.445175,678.853943
821,0,-0.507983,-0.470609,2.278538,57.298866,173.985947,678.539063
822,0,-0.505921,-0.478108,2.287565,55.954418,172.453644,678.335815
823,0,-0.510209,-0.484604,2.282454,55.692280,172.105881,678.497559
824,0,-0.507888,-0.473006,2.282611,56.244076,173.091782,678.640076
825,0,-0.499629,-0.446828,2.282464,57.477695,174.962830,678.711426
826,0,-0.494866,-0.420420,2.282222,58.821976,176.997025,678.991028
827,0,-0.494775,-0.406280,2.282063,59.649307,178.609451,679.252686
828,0,-0.500392,-0.402344,2.284698,59.394661,178.842087,679.304871
829,0,-0.517030,-0.417399,2.288842,57.805988,177.515808,679.143799
830,0,-0.538856,-0.457424,2.291287,55.011089,174.718048,678.805359
831,0,-0.555185,-0.499708,2.296776,51.652546,170.856262,678.117981
832,0,-0.560436,-0.539377,2.306565,47.958141,166.685471,677.104736
833,0,-0.568112,-0.566196,2.315013,45.149860,162.839722,676.375793
834,0,-0.567372,-0.585695,2.319706,42.772045,159.861023,675.826050
835,0,-0.569292,-0.575977,2.329800,41.212608,158.068665,675.522522
836,0,-0.568318,-0.566520,2.333350,40.799526,158.227081,675.631042
837,0,-0.569108,-0.524446,2.337513,41.372498,159.696106,675.639343
838,0,-0.554961,-0.527545,2.329234,42.953278,162.789352,676.506775
839,0,-0.555234,-0.496610,2.326458,44.928352,165.239624,677.220215
840,0,-0.553954,-0.476984,2.310282,46.452267,167.057724,677.657593
841,0,-0.556400,-0.459301,2.321713,46.487572,167.595810,677.689331
842,0,-0.562810,-0.469592,2.322174,45.958279,166.819778,677.608093
843,0,-0.574727,-0.507781,2.322756,44.577965,164.965836,677.369568
844,0,-0.576098,-0.499110,2.335281,42.056652,161.519836,675.925415
845,0,-0.588304,-0.562567,2.331612,39.926872,158.224640,675.726501
846,0,-0.594663,-0.577948,2.338578,37.596931,154.551590,674.803589
847,0,-0.598949,-0.595147,2.342294,35.917023,152.120621,674.391479
848,0,-0.603759,-0.613603,2.343189,34.909916,151.363647,674.331543
849,0,-0.594953,-0.596838,2.348563,34.809193,151.936127,674.308960
850,0,-0.584410,-0.569179,2.343832,36.023556,153.923798,674.667969
851,0,-0.574092,-0.547644,2.340929,37.925003,157.090088,675.374329
852,0,-0.560536,-0.521359,2.333304,39.842026,160.062759,676.118225
853,0,-0.560917,-0.470184,2.330711,41.778248,161.956024,676.278870
854,0,-0.567685,-0.486748,2.326336,42.690674,163.700333,677.022583
855,0,-0.566328,-0.480731,2.332556,42.823769,163.755478,677.051819
856,0,-0.563716,-0.463152,2.337591,42.154079,161.920197,676.558105
857,0,-0.582408,-0.502229,2.354501,40.456825,159.304230,676.247314
858,0,-0.584360,-0.537236,2.363063,38.155750,155.853958,675.960815
859,0,-0.584508,-0.558182,2.374626,35.664074,151.841064,675.403625
860,0,-0.583526,-0.578227,2.382329,33.475578,148.235275,675.047485
861,0,-0.574368,-0.588991,2.394895,31.687178,145.546936,674.962646
862,0,-0.562982,-0.582872,2.411005,30.645479,144.305725,674.963135
863,0,-0.552730,-0.566872,2.422020,30.636473,144.732529,675.186401
864,0,-0.537652,-0.546286,2.423465,31.587616,146.725403,675.736877
865,0,-0.523005,-0.514978,2.431257,32.932392,149.241638,676.150024
866,0,-0.515067,-0.495367,2.429635,34.523521,151.638931,676.651367
867,0,-0.507435,-0.485145,2.432243,35.561241,153.378540,677.050415
868,0,-0.515496,-0.490199,2.432842,36.192513,153.710754,677.525391
869,0,-0.508481,-0.499654,2.441444,35.554729,153.261185,677.342957
870,0,-0.516704,-0.519526,2.451137,34.675186,151.550919,677.185669
871,0,-0.525680,-0.545861,2.460489,33.508347,149.339447,676.865662
872,0,-0.529135,-0.565322,2.469086,32.508663,146.965729,676.501282
873,0,-0.528734,-0.587750,2.470992,31.773489,145.207291,676.412048
874,0,-0.527535,-0.603305,2.466129,31.699364,144.699112,676.527649
875,0,-0.522249,-0.582337,2.476642,32.100399,145.566833,676.390198
876,0,-0.510863,-0.557246,2.475563,33.557178,148.171844,676.571350
877,0,-0.484340,-0.537090,2.465238,35.685249,151.201706,677.340515
878,0,-0.500296,-0.510306,2.460528,37.250465,154.488617,677.722229
879,0,-0.509964,-0.515771,2.436223,38.879658,157.244385,678.323669
880,0,-0.503211,-0.493104,2.421288,40.251205,159.837097,678.222900
881,0,-0.508451,-0.512484,2.410088,41.632107,162.085480,678.142395
882,0,-0.511113,-0.504980,2.408119,42.697849,163.319275,677.840088
883,0,-0.509819,-0.476914,2.409620,43.332493,163.448364,677.362488
884,0,-0.517269,-0.510285,2.403230,43.832375,164.117523,677.760254
885,0,-0.516569,-0.518059,2.399839,44.173763,164.370010,677.784180
886,0,-0.514174,-0.513792,2.398821,44.611256,164.783539,677.694153
887,0,-0.511816,-0.506616,2.396090,45.180363,165.589722,677.714233
888,0,-0.524239,-0.503676,2.389079,46.177143,166.662292,678.156799
889,0,-0.526414,-0.494950,2.383801,46.836933,167.992584,678.416992
890,0,-0.525697,-0.482838,2.380599,47.488716,169.311005,678.594299
891,0,-0.528194,-0.478716,2.377485,47.985329,170.292969,678.744934
892,0,-0.530955,-0.477291,2.377291,48.050217,170.639084,678.808044
893,0,-0.536323,-0.479451,2.381569,47.639874,170.053757,678.872864
894,0,-0.538359,-0.498422,2.372083,47.014206,168.812637,678.953064
895,0,-0.546943,-0.504137,2.382881,46.185436,167.414459,678.661011
896,0,-0.547540,-0.514393,2.384549,45.644558,166.332001,678.314880
897,0,-0.545173,-0.522270,2.381239,45.595551,166.025681,677.992004
898,0,-0.540487,-0.519144,2.379727,46.195110,166.884995,677.885071
899,0,-0.532147,-0.476291,2.384199,47.291821,168.312988,677.710999
900,0,-0.526414,-0.476663,2.374449,48.989544,170.886139,678.430298
901,0,-0.533840,-0.464980,2.367486,50.295258,172.995193,678.968506
902,0,-0.536437,-0.448305,2.365347,51.204536,174.473083,679.223450
903,0,-0.538869,-0.438884,2.364120,51.774189,175.213135,679.212158
904,0,-0.545737,-0.442036,2.364691,51.856068,174.817612,679.248047
905,0,-0.555176,-0.420309,2.374106,51.342953,173.116058,678.690674
906,0,-0.557256,-0.472115,2.369238,50.220192,171.701508,679.021667
907,0,-0.555980,-0.487645,2.370361,49.586735,170.424866,678.722412
908,0,-0.554062,-0.495487,2.368164,49.678883,170.288055,678.443176
909,0,-0.549796,-0.480902,2.368807,50.712822,171.714478,678.234314
910,0,-0.535572,-0.464184,2.356156,52.841362,174.663010,678.423523
911,0,-0.525679,-0.398537,2.357358,54.937916,177.807236,678.238342
912,0,-0.538305,-0.425367,2.335755,57.648979,182.524658,679.224976
913,0,-0.545070,-0.410814,2.319993,60.644176,186.848160,679.326538
914,0,-0.544930,-0.399371,2.306021,63.679031,190.824814,679.175842
915,0,-0.548059,-0.365541,2.302835,66.045425,193.315048,678.867310
916,0,-0.544601,-0.379089,2.298266,67.865486,195.182388,679.152161
917,0,-0.551448,-0.386419,2.290818,69.067596,195.585785,679.319458
918,0,-0.548299,-0.370100,2.297813,69.431343,194.828354,678.944885
919,0,-0.547260,-0.400049,2.293842,70.000587,194.629440,679.073242
920,0,-0.542452,-0.398867,2.293465,70.693092,194.609161,678.746521
921,0,-0.536622,-0.410871,2.286114,71.941452,195.487076,678.886169
922,0,-0.533745,-0.387645,2.285274,73.660988,197.328888,678.803589
923,0,-0.528550,-0.381971,2.268043,76.107651,200.104767,678.995239
924,0,-0.525156,-0.360828,2.255881,78.856575,203.264984,679.098877
925,0,-0.524714,-0.347813,2.243162,81.389130,206.089355,679.236023
926,0,-0.532252,-0.318361,2.240289,83.329910,207.731796,679.168518
927,0,-0.532267,-0.326568,2.234489,84.136833,208.012085,679.666382
928,0,-0.536906,-0.326282,2.241163,83.710121,206.550537,679.810913
929,0,-0.534986,-0.343115,2.249398,82.211906,203.930359,679.759338
930,0,-0.536760,-0.374335,2.253823,80.431564,200.712357,679.588928
931,0,-0.532075,-0.394271,2.265147,78.587677,197.980713,679.029541
932,0,-0.538418,-0.409957,2.264163,78.009590,196.910080,678.524292
933,0,-0.526282,-0.390135,2.264498,78.830185,197.891556,678.000549
934,0,-0.510342,-0.373445,2.254592,81.549118,201.059509,678.237000
935,0,-0.499333,-0.330513,2.248822,84.829025,205.004120,678.793762
936,0,-0.494648,-0.314352,2.227072,88.371353,209.258362,679.245056
937,0,-0.498736,-0.309227,2.206878,92.068459,213.620529,679.359192
938,0,-0.496834,-0.297520,2.187935,96.107956,217.778229,678.758911
939,0,-0.487764,-0.272017,2.180462,99.583733,221.175232,678.162292
940,0,-0.487519,-0.271644,2.171528,102.530464,223.395096,678.208984
941,0,-0.489047,-0.274583,2.169278,104.254929,224.772629,678.354614
942,0,-0.485124,-0.280136,2.163232,105.380043,225.434631,678.292542
943,0,-0.484530,-0.288485,2.160592,106.540863,226.024521,678.144592
944,0,-0.485051,-0.291180,2.154307,108.167435,226.655212,677.925598
945,0,-0.473311,-0.281560,2.155198,109.908699,227.831772,677.858459
946,0,-0.481686,-0.308036,2.142626,112.507401,230.239914,678.718140
947,0,-0.479257,-0.296761,2.131966,115.298080,232.477707,678.878662
948,0,-0.484805,-0.276293,2.124233,118.057083,234.769363,678.960449
949,0,-0.476735,-0.256747,2.120292,120.213165,236.715454,679.005615
950,0,-0.482527,-0.255801,2.118997,121.567581,237.726318,679.358521
951,0,-0.490467,-0.262436,2.119301,122.019104,237.552032,679.543701
952,0,-0.502894,-0.273200,2.125658,121.175659,236.241928,679.717651
953,0,-0.514933,-0.289794,2.134574,119.886024,234.394028,679.740234
954,0,-0.514798,-0.313547,2.135992,118.856888,232.646805,679.360718
955,0,-0.518074,-0.320611,2.136277,118.873421,232.048645,679.001038
956,0,-0.509266,-0.315557,2.133584,120.776337,232.872025,678.730774
957,0,-0.492237,-0.288962,2.128257,123.418472,234.796066,678.873779
958,0,-0.478176,-0.254162,2.120844,126.722183,237.386108,679.128113
959,0,-0.487625,-0.242798,2.098269,129.814102,239.752045,679.816284
960,0,-0.493462,-0.196961,2.093608,132.465408,241.460419,679.465210
961,0,-0.488448,-0.165397,2.094788,134.711288,242.869019,678.801758
962,0,-0.490936,-0.185509,2.088357,136.139572,243.419388,678.971130
963,0,-0.497797,-0.191175,2.091771,135.752640,242.483063,679.118286
964,0,-0.519540,-0.257106,2.087743,134.000092,241.084534,679.943420
965,0,-0.533919,-0.275742,2.098090,131.926331,238.895554,679.623901
966,0,-0.538417,-0.292546,2.101787,130.273544,237.217484,679.016968
967,0,-0.542076,-0.287003,2.105380,130.241379,236.545975,678.209717
968,0,-0.536638,-0.278506,2.098700,131.686752,237.637619,678.273987
969,0,-0.513284,-0.227483,2.094136,134.138733,239.255371,678.199158
970,0,-0.479023,-0.192599,2.080277,136.985504,241.253815,678.242249
971,0,-0.475478,-0.183688,2.069902,139.445389,243.427002,678.984497
972,0,-0.478103,-0.176516,2.057342,141.160995,244.661072,679.281616
973,0,-0.486488,-0.183441,2.054226,142.013657,245.194153,679.377075
974,0,-0.490842,-0.188283,2.057968,141.941788,244.699844,679.251343
975,0,-0.504292,-0.202696,2.058169,141.064636,243.212402,679.297363
976,0,-0.513785,-0.218105,2.066233,139.002808,241.233841,679.332520
977,0,-0.508757,-0.226132,2.071089,137.689301,239.783112,678.713684
978,0,-0.507511,-0.238223,2.068104,137.861481,239.352234,678.341248
979,0,-0.516384,-0.261944,2.065947,139.648972,241.064011,678.933655
980,0,-0.493903,-0.237372,2.063776,142.681046,243.106522,678.933594
981,0,-0.467059,-0.189542,2.057508,146.178329,245.644409,678.881714
982,0,-0.457036,-0.180822,2.036854,149.835480,248.392822,679.304321
983,0,-0.454745,-0.125055,2.030717,153.082886,250.499756,678.709229
984,0,-0.438261,-0.122216,2.007719,156.434372,252.365417,678.111877
985,0,-0.429872,-0.119570,1.997093,159.295181,253.682770,677.648926
986,0,-0.446518,-0.133532,1.997182,160.342697,253.693665,677.498962
987,0,-0.451981,-0.132864,2.006329,159.374176,252.795273,677.951599
988,0,-0.474301,-0.154991,2.010500,157.136017,251.018616,678.394287
989,0,-0.488958,-0.195199,2.005363,154.797684,248.912643,678.482910
990,0,-0.500445,-0.191144,2.018707,153.048874,247.354919,677.548523
991,0,-0.498930,-0.224060,2.010244,152.809341,246.821991,677.506470
992,0,-0.499865,-0.216756,2.006116,153.853470,247.244507,677.834351
993,0,-0.474118,-0.175677,2.002298,156.521835,248.745956,677.637146
994,0,-0.454550,-0.154682,1.984663,159.485458,250.732208,677.651855
995,0,-0.455866,-0.156424,1.958853,162.913010,252.529556,678.563293
996,0,-0.448892,-0.173944,1.935169,165.834763,254.411514,678.243225
997,0,-0.448128,-0.147477,1.929288,168.873245,255.636429,677.889587
998,0,-0.437416,-0.130389,1.931308,171.240509,256.530426,677.182922
999,0,-0.432871,-0.139453,1.922415,172.474075,256.802368,677.342163
1000,0,-0.441990,-0.145106,1.935093,172.017181,256.489899,677.494385
1001,0,-0.450681,-0.147018,1.957477,170.558762,255.773239,677.363342
1002,0,-0.465613,-0.188342,1.953804,169.100754,254.779938,677.705688
1003,0,-0.466056,-0.184911,1.958306,168.306900,253.752350,677.094727
1004,0,-0.458623,-0.191265,1.959861,168.583878,253.634537,676.950562
1005,0,-0.440819,-0.177825,1.959958,170.480545,254.481796,676.883484
1006,0,-0.417578,-0.163848,1.958382,173.280914,256.261505,677.088867
1007,0,-0.391760,-0.141339,1.937575,176.779297,257.950073,677.101685
1008,0,-0.391303,-0.128866,1.925696,180.324203,260.058502,677.242432
1009,0,-0.390851,-0.116751,1.913167,183.894348,262.118347,677.068604
1010,0,-0.385631,-0.098485,1.907827,187.594833,263.691498,676.791687
1011,0,-0.372309,-0.097674,1.894492,190.307190,264.739746,676.593811
1012,0,-0.379787,-0.087351,1.896627,191.810303,264.998871,676.639648
1013,0,-0.382490,-0.088429,1.915751,191.186249,264.636139,676.808777
1014,0,-0.396343,-0.112694,1.918768,189.404938,263.470306,677.090942
1015,0,-0.412590,-0.144732,1.921791,187.448288,262.062744,677.476746
1016,0,-0.416791,-0.159264,1.930501,185.900269,260.816986,677.397400
1017,0,-0.418191,-0.165335,1.926757,185.939850,259.827148,677.334412
1018,0,-0.401828,-0.154264,1.928339,187.350296,260.186554,677.247070
1019,0,-0.380541,-0.126439,1.917680,190.016602,260.808044,677.083801
1020,0,-0.369239,-0.101002,1.909539,193.372757,261.975586,677.274963
1021,0,-0.364142,-0.096839,1.886821,196.655869,263.005249,677.529663
1022,0,-0.369681,-0.077056,1.881914,199.628052,264.087738,677.276978
1023,0,-0.358275,-0.079112,1.868968,202.106995,265.002991,676.880920
1024,0,-0.355595,-0.083550,1.863239,203.975830,265.676453,676.576965
1025,0,-0.358879,-0.076029,1.873934,203.829529,265.635406,676.691833
1026,0,-0.370679,-0.087879,1.879294,202.578888,265.284546,677.157104
1027,0,-0.383072,-0.109841,1.883057,201.118774,264.736908,677.420776
1028,0,-0.388938,-0.126557,1.883437,200.184875,264.338043,677.511230
1029,0,-0.385393,-0.125943,1.888436,200.204788,264.533875,677.354370
1030,0,-0.368496,-0.101000,1.896159,201.636948,265.256470,677.032043
1031,0,-0.363890,-0.095663,1.881498,203.825363,266.266541,676.984924
1032,0,-0.358843,-0.088026,1.865907,206.199524,267.355652,677.230347
1033,0,-0.363013,-0.086228,1.856490,208.290588,268.696533,677.237976
1034,0,-0.358791,-0.083586,1.840369,210.814880,269.890411,677.072021
1035,0,-0.351988,-0.068453,1.841765,212.411484,270.748901,676.729431
1036,0,-0.347189,-0.065656,1.844085,212.558472,271.064423,676.730957
1037,0,-0.361736,-0.076084,1.846865,211.536026,270.895996,677.033691
1038,0,-0.382817,-0.098182,1.855864,209.434311,270.255096,677.497314
1039,0,-0.392735,-0.117834,1.860332,207.824585,269.574890,677.734192
1040,0,-0.392542,-0.119886,1.865259,207.313202,268.992889,677.506775
1041,0,-0.380692,-0.126887,1.863697,208.297302,269.233765,677.327332
1042,0,-0.364476,-0.102065,1.859382,210.948700,269.807404,677.299255
1043,0,-0.353414,-0.084742,1.848708,214.082001,271.036469,677.337219
1044,0,-0.355525,-0.078342,1.831030,217.315735,272.155518,677.520142
1045,0,-0.339829,-0.068174,1.814743,220.794907,273.395081,677.317566
1046,0,-0.318974,-0.046099,1.799900,224.732956,274.429504,676.915161
1047,0,-0.311226,-0.037585,1.794491,227.443359,275.083923,676.128784
1048,0,-0.307544,-0.021769,1.798243,228.514114,274.906372,676.414307
1049,0,-0.319080,-0.030577,1.801200,227.783524,274.300262,676.801880
1050,0,-0.324757,-0.048182,1.803918,226.180527,273.344727,677.114807
1051,0,-0.327822,-0.057332,1.802597,224.713043,272.348236,677.498474
1052,0,-0.338627,-0.073627,1.799801,224.146774,271.396667,677.662537
1053,0,-0.330299,-0.069889,1.799721,224.739227,270.905579,677.576355
1054,0,-0.316088,-0.049952,1.798908,226.515213,271.027435,677.213440
1055,0,-0.305727,-0.045966,1.795225,229.001617,271.306183,676.839355
1056,0,-0.301706,-0.029075,1.789610,231.741211,271.853088,676.540710
1057,0,-0.295681,-0.017800,1.776224,234.290131,272.182281,676.476929
1058,0,-0.268668,-0.009618,1.772246,236.384674,272.586700,676.175049
1059,0,-0.285292,-0.003007,1.774780,236.991486,272.835480,675.786072
1060,0,-0.291440,-0.012950,1.778312,236.110138,272.539337,675.964050
1061,0,-0.310158,-0.032664,1.781079,234.222244,272.112946,676.530762
1062,0,-0.326870,-0.044928,1.786994,232.454666,271.638824,676.878479
1063,0,-0.338620,-0.049271,1.791746,231.612900,271.140198,676.971924
1064,0,-0.335400,-0.051347,1.787825,232.083008,271.092010,676.929626
1065,0,-0.312379,-0.048724,1.776297,233.639969,271.646454,676.575378
1066,0,-0.300889,-0.021365,1.776288,235.922821,272.332275,676.300110
1067,0,-0.298001,-0.012916,1.766478,238.194382,273.141083,676.177795
1068,0,-0.294214,0.007017,1.764623,240.221420,274.038025,676.089600
1069,0,-0.292035,0.003384,1.756828,241.409561,274.779572,675.861023
1070,0,-0.297075,-0.000437,1.763205,241.075729,275.227509,675.876099
1071,0,-0.319222,-0.013200,1.776950,238.567993,275.225677,676.428101
1072,0,-0.359342,-0.038372,1.794465,234.867340,274.655701,677.074585
1073,0,-0.369378,-0.057775,1.799567,231.681839,273.963776,677.345154
1074,0,-0.373965,-0.071830,1.806789,229.322922,272.976715,677.525085
1075,0,-0.366570,-0.083838,1.819826,227.798676,272.174042,677.315796
1076,0,-0.363575,-0.081696,1.821095,228.218231,271.871643,677.311890
1077,0,-0.349761,-0.057696,1.821220,229.855911,272.365204,677.173096
1078,0,-0.339058,-0.035788,1.820392,232.518631,272.914703,676.657959
1079,0,-0.317824,-0.020357,1.813580,235.209274,273.336517,676.374939
1080,0,-0.309358,-0.008029,1.800097,237.077530,273.645416,676.132507
1081,0,-0.310828,0.004677,1.806567,237.623276,273.788574,676.067261
1082,0,-0.316761,-0.016818,1.796430,236.824371,273.599182,676.141357
1083,0,-0.337740,-0.031138,1.807710,234.492157,272.991516,676.659546
1084,0,-0.350343,-0.044731,1.812485,232.141113,272.266815,677.006836
1085,0,-0.349706,-0.054287,1.817430,229.909637,271.410126,677.326172
1086,0,-0.349653,-0.078005,1.814262,228.742096,270.636536,677.372620
1087,0,-0.338594,-0.073232,1.816811,228.686554,270.434540,677.097839
1088,0,-0.336951,-0.054313,1.819027,229.939926,270.835052,677.035217
1089,0,-0.326695,-0.031646,1.817634,232.455978,271.718994,676.439758
1090,0,-0.303318,-0.011547,1.808780,235.627853,272.674286,676.056885
1091,0,-0.294588,0.009448,1.801620,238.199219,273.561279,675.906433
1092,0,-0.291522,0.019284,1.796036,239.848267,274.169189,675.756531
1093,0,-0.293846,0.017545,1.793362,240.120102,274.406036,675.691345
1094,0,-0.305305,0.009186,1.796763,238.659760,274.179932,675.976257
1095,0,-0.318215,-0.020879,1.793536,235.750076,273.433014,676.565613
1096,0,-0.337279,-0.031816,1.809234,232.429581,272.382477,676.907104
1097,0,-0.366702,-0.053615,1.821947,229.250931,271.102905,677.138367
1098,0,-0.360205,-0.054275,1.833333,226.767395,270.153900,676.976074
1099,0,-0.358264,-0.059947,1.835136,225.654160,269.508423,677.105835
1100,0,-0.350283,-0.051116,1.836508,225.811722,269.363678,676.997559
1101,0,-0.341082,-0.038979,1.832240,227.119247,269.626923,676.904785
1102,0,-0.322090,-0.020027,1.825766,229.144302,270.161285,676.416321
1103,0,-0.294899,-0.013047,1.803006,231.516312,270.965363,675.938171
1104,0,-0.284690,0.010542,1.808736,232.617065,271.314575,676.113403
1105,0,-0.310111,0.003038,1.814144,232.188644,271.239777,675.910950
1106,0,-0.317757,-0.010820,1.814361,230.168350,270.653778,676.301758
1107,0,-0.341138,-0.031207,1.824735,226.740326,269.747284,676.665466
1108,0,-0.365697,-0.054402,1.838366,222.833359,268.380463,677.054016
1109,0,-0.374253,-0.073396,1.852057,218.717072,266.824524,677.016785
1110,0,-0.382019,-0.078984,1.869478,215.061127,265.604218,677.043945
1111,0,-0.388763,-0.089099,1.879052,212.647217,264.823822,677.188599
1112,0,-0.377671,-0.079267,1.881689,211.983704,264.608521,677.041443
1113,0,-0.362570,-0.063895,1.881354,212.970947,265.067993,676.754089
1114,0,-0.339164,-0.033658,1.873459,215.145309,265.898041,676.356689
1115,0,-0.321124,-0.020719,1.861099,217.549103,266.936218,676.069458
1116,0,-0.309966,-0.004880,1.851732,219.693634,267.598206,675.911682
1117,0,-0.305785,0.002566,1.852203,220.107391,267.653778,675.818604
1118,0,-0.316454,-0.002242,1.855649,219.026199,267.132202,675.745239
1119,0,-0.337232,-0.035627,1.860744,215.852707,265.930664,676.313538
1120,0,-0.360548,-0.078183,1.860260,211.691879,264.309296,676.862732
1121,0,-0.367834,-0.101980,1.869595,207.333038,262.276337,676.611267
1122,0,-0.391232,-0.104984,1.897282,203.629990,260.688171,676.703308
1123,0,-0.384118,-0.125457,1.903674,200.377914,259.145966,676.855896
1124,0,-0.385454,-0.127554,1.910298,198.624374,258.266205,676.866699
1125,0,-0.376202,-0.119383,1.910923,198.795410,258.283661,676.790771
1126,0,-0.346765,-0.092517,1.908417,200.549377,259.237030,676.418640
1127,0,-0.333272,-0.066927,1.900300,203.660751,260.739136,676.227722
1128,0,-0.312134,-0.029196,1.892086,207.194855,262.213318,676.001038
1129,0,-0.297462,-0.022977,1.876824,209.673050,263.548615,675.865967
1130,0,-0.305163,-0.010887,1.877767,210.750671,264.129639,675.855835
1131,0,-0.309137,-0.014755,1.879313,210.195923,264.137909,675.714661
1132,0,-0.332169,-0.038302,1.883249,207.641876,263.286194,676.104736
1133,0,-0.356315,-0.065166,1.888363,203.665070,261.739746,676.691711
1134,0,-0.382147,-0.115380,1.888304,199.745743,260.174469,677.179626
1135,0,-0.385122,-0.118104,1.903109,195.661530,258.520966,677.015869
1136,0,-0.394398,-0.116447,1.921355,192.860580,257.197449,676.977905
1137,0,-0.393750,-0.110063,1.923658,191.190613,256.401855,676.801270
1138,0,-0.380009,-0.109093,1.923587,190.907135,256.434692,676.935913
1139,0,-0.370462,-0.071094,1.931203,191.667648,256.966187,676.659851
1140,0,-0.351157,-0.070445,1.921175,193.084412,258.066467,676.757996
1141,0,-0.336905,-0.057950,1.911920,194.924500,259.188873,676.605713
1142,0,-0.329664,-0.042900,1.908201,196.664902,260.283997,676.479248
1143,0,-0.332919,-0.028680,1.907465,197.712418,260.742188,676.373169
1144,0,-0.339251,-0.049462,1.899503,197.121964,260.676819,676.461487
1145,0,-0.362877,-0.089679,1.900000,194.564865,259.815186,676.958374
1146,0,-0.381801,-0.112575,1.907196,190.292389,258.625122,677.263428
1147,0,-0.399445,-0.143124,1.915491,186.371628,256.728149,677.518982
1148,0,-0.417776,-0.159117,1.929766,182.347626,254.713562,677.369263
1149,0,-0.406554,-0.185664,1.933769,179.004898,253.134460,677.102600
1150,0,-0.424345,-0.183455,1.949119,177.080383,252.084549,677.628906
1151,0,-0.408648,-0.161254,1.956723,176.398804,251.669144,677.406738
1152,0,-0.398024,-0.151549,1.957466,177.046677,252.129974,677.527039
1153,0,-0.378305,-0.129108,1.953885,178.646957,253.050064,677.383423
1154,0,-0.365623,-0.114187,1.943509,180.512573,254.078751,677.360413
1155,0,-0.350447,-0.089653,1.947129,181.720123,255.025681,677.006409
1156,0,-0.354067,-0.093649,1.948808,181.942230,255.654755,676.987061
1157,0,-0.362599,-0.089734,1.948246,180.621353,255.236267,676.769714
1158,0,-0.391201,-0.142561,1.949210,178.001221,254.649216,677.499695
1159,0,-0.421833,-0.175083,1.956454,174.594559,253.285736,677.931152
1160,0,-0.422735,-0.179039,1.959832,171.300201,251.380508,677.604675
1161,0,-0.430700,-0.193785,1.968951,168.352951,249.896164,677.769348
1162,0,-0.428341,-0.188090,1.982466,166.020508,248.691757,677.647156
